pathway,degree,in_importance_sum,in_importance_mean,n_nodes
<i>S</i>-methyl-5-thio-α-D-ribose 1-phosphate degradation,3,0.0053086914,0.0017695638,1
Classical antibody-mediated complement activation,2,0.0052706045,0.0026353023,1
Caspase activation via Dependence Receptors in the absence of ligand,18,0.005263351,0.0002924084,1
Localization of the PINCH-ILK-PARVIN complex to focal adhesions,9,0.00526059,0.00058451,1
phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway,21,0.005255821,0.0002502772,1
nicotine degradation III,11,0.005255674,0.00047778853,1
Cilazapril Action Pathway,4,0.0052495897,0.0013123974,1
Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin,8,0.0052373908,0.00065467384,1
Thyroxine (Thyroid Hormone) Production,9,0.005236431,0.0005818257,1
Glial Cell Differentiation,11,0.0052299793,0.00047545266,1
Scavenging by Class F Receptors,10,0.0052281735,0.00052281737,1
Regulation of thyroid hormone activity,6,0.005202177,0.0008670295,1
Steroids metabolism,14,0.005197508,0.00037125056,1
thyroid hormone metabolism I (via deiodination),6,0.0051896223,0.000864937,1
nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells,12,0.005177765,0.00043148044,1
Primary bile acid biosynthesis - Homo sapiens (human),15,0.005177029,0.00034513525,1
rRNA modification in the mitochondrion,2,0.005175767,0.0025878835,1
"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",4,0.005173118,0.0012932795,1
Excitatory Neural Signalling Through 5-HTR 6 and Serotonin ,7,0.0051589925,0.0007369989,1
Gap junction trafficking and regulation,20,0.005132325,0.00025661624,1
Vitamin B6 metabolism,10,0.0051271883,0.0005127188,1
Peroxiredoxin 2 induced ovarian failure,5,0.005097718,0.0010195436,1
Hereditary Coproporphyria (HCP),9,0.005097663,0.000566407,1
Amino Acid conjugation,3,0.0050970446,0.0016990149,1
Early Phase of HIV Life Cycle,6,0.0050714347,0.0008452391,1
γ-glutamyl cycle,4,0.005070839,0.0012677098,1
Lisinopril Action Pathway,4,0.005064779,0.0012661947,1
Fructosuria,9,0.005061576,0.00056239736,1
Signaling by juxtamembrane domain KIT mutants,7,0.0050311456,0.0007187351,1
asparagine biosynthesis,10,0.0050260974,0.00050260976,1
estradiol biosynthesis I,5,0.005026067,0.0010052135,1
DNA-PK pathway in nonhomologous end joining,4,0.005020368,0.001255092,1
Conjugation of salicylate with glycine,3,0.0050000176,0.0016666725,1
NEIL3-mediated resolution of ICLs,5,0.004996221,0.0009992442,1
Spirapril Action Pathway,4,0.004993263,0.0012483158,1
Peptide hormone biosynthesis,4,0.0049800794,0.0012450198,1
Activation of the phototransduction cascade,6,0.004977106,0.00082951767,1
phospholipase c signaling pathway,4,0.004975074,0.0012437685,1
Molybdenum cofactor biosynthesis,7,0.0049625468,0.00070893526,1
Imipramine Metabolism Pathway,3,0.004961282,0.0016537607,1
ornithine <i>de novo </i> biosynthesis,6,0.0049564703,0.0008260784,1
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",4,0.004956096,0.001239024,1
Lactose Intolerance,5,0.0049552624,0.0009910525,1
Arachidonate production from DAG,14,0.0049454016,0.00035324297,1
SMAC (DIABLO) binds to IAPs ,4,0.0049301004,0.0012325251,1
Conjugation of benzoate with glycine,3,0.0049194694,0.0016398231,1
AlphaE beta7 integrin cell surface interactions,7,0.0049077026,0.0007011004,1
17-alpha-hydroxylase deficiency (CYP17),6,0.0048948564,0.0008158094,1
DNA Damage Reversal,13,0.004885051,0.00037577315,1
Signaling by FGFR2 IIIa TM,14,0.0048737563,0.00034812544,1
ca-calmodulin-dependent protein kinase activation,12,0.0048653926,0.0004054494,1
Regulation of BACH1 activity,10,0.0048344983,0.00048344984,1
The role of GTSE1 in G2/M progression after G2 checkpoint,7,0.004823695,0.00068909925,1
Triglyceride catabolism,11,0.004813592,0.00043759926,1
Estrogen-stimulated signaling through PRKCZ,11,0.004812667,0.0004375152,1
acetone degradation I (to methylglyoxal),4,0.004812251,0.0012030627,1
Sorafenib Metabolism Pathway,13,0.0048107984,0.00037006143,1
GABA shunt,9,0.0047859387,0.000531771,1
Gap junction trafficking,14,0.0047848583,0.0003417756,1
Killing mechanisms,15,0.0047577643,0.00031718428,1
Terminal pathway of complement,5,0.0047523687,0.0009504737,1
ALK2 signaling events,14,0.004746281,0.00033902007,1
asparagine degradation,13,0.0047407607,0.0003646739,1
Degradation of GABA,3,0.0047208136,0.0015736045,1
Glycoprotein hormones,3,0.0047199717,0.0015733239,1
Endoplasmic reticulum stress response in coronavirus infection,7,0.0047107004,0.0006729572,1
multi-drug resistance factors,6,0.0047081984,0.00078469975,1
Zellweger Syndrome,15,0.0047023417,0.00031348944,1
Gamma-carboxylation of protein precursors,5,0.00469858,0.000939716,1
ROBO receptors bind AKAP5,13,0.0046958793,0.0003612215,1
Biosynthesis of maresins,7,0.004694015,0.00067057356,1
Pathways of nucleic acid metabolism and innate immune sensing,7,0.004692747,0.0006703924,1
Biosynthesis of maresin-like SPMs,5,0.004688965,0.00093779305,1
Electric Transmission Across Gap Junctions,4,0.0046755215,0.0011688804,1
RSK activation,8,0.004672521,0.0005840651,1
Post-transcriptional silencing by small RNAs,7,0.0046723243,0.0006674749,1
Glycogen synthetase deficiency,19,0.004657709,0.00024514258,1
FGFR1c and Klotho ligand binding and activation,6,0.0046547633,0.00077579386,1
Ifosfamide Metabolism Pathway,5,0.004622313,0.0009244626,1
"Phase I biotransformations, non P450",5,0.0046202643,0.00092405285,1
PAR4-mediated thrombin signaling events,13,0.004618465,0.00035526653,1
Metal sequestration by antimicrobial proteins,7,0.0046151113,0.0006593016,1
Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism,6,0.004609116,0.000768186,1
Attachment of GPI anchor to uPAR,8,0.004606123,0.0005757654,1
Activation of PUMA and translocation to mitochondria,13,0.0046019526,0.00035399635,1
GLUT-1 deficiency syndrome,9,0.004600782,0.000511198,1
AKT-mediated inactivation of FOXO1A,5,0.0046004835,0.0009200967,1
Scavenging of heme from plasma,5,0.004598317,0.00091966346,1
γ-linolenate biosynthesis,7,0.004596544,0.0006566491,1
SLIT2:ROBO1 increases RHOA activity,16,0.0045944895,0.0002871556,1
Synthesis of Ketone Bodies,6,0.004593335,0.00076555583,1
Clopidogrel Action Pathway,7,0.004585328,0.00065504684,1
PLC-gamma1 signalling,3,0.004581695,0.0015272317,1
The retinoid cycle in cones (daylight vision),4,0.004581373,0.0011453433,1
Pexophagy,4,0.0045812256,0.0011453064,1
TRAIL  signaling,7,0.0045668753,0.00065241073,1
Congenital disorder of glycosylation CDG-IId,9,0.0045586918,0.0005065213,1
basic mechanisms of sumoylation,4,0.004554456,0.001138614,1
Starch and Sucrose Metabolism,19,0.004552804,0.00023962127,1
UTP and CTP <i>de novo</i> biosynthesis,2,0.0045514083,0.0022757042,1
Acetylcholine inhibits contraction of outer hair cells,11,0.0045371205,0.0004124655,1
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,9,0.004530371,0.00050337455,1
Porphyrin Metabolism,9,0.004517116,0.0005019018,1
Regulation of Apoptosis,4,0.0045128013,0.0011282003,1
rb tumor suppressor/checkpoint signaling in response to dna damage,14,0.0045027263,0.00032162332,1
Lactose Synthesis,9,0.0044892845,0.0004988094,1
Vitamins B6 activation to pyridoxal phosphate,2,0.004486645,0.0022433226,1
Kennedy pathway from sphingolipids,16,0.0044774516,0.00027984072,1
cholesterol biosynthesis I,15,0.0044713877,0.00029809252,1
DDX1 as a regulatory component of the Drosha microprocessor,3,0.0044705244,0.0014901748,1
Alpha-defensins,4,0.0044694943,0.0011173736,1
TRKA activation by NGF,2,0.0044582514,0.0022291257,1
Rescinnamine Action Pathway,4,0.004458245,0.0011145612,1
Vitamin B6 Metabolism,4,0.0044489894,0.0011122474,1
Mitochondrial calcium ion transport,20,0.0044437293,0.00022218647,1
PTK6 Regulates Proteins Involved in RNA Processing,12,0.0044409023,0.0003700752,1
Tyrosinemia Type 3 (TYRO3),15,0.004438347,0.00029588983,1
"Synthesis And Processing Of GAG, GAGPOL Polyproteins",10,0.0044295685,0.00044295687,1
ABC transporters in lipid homeostasis,8,0.004426086,0.00055326073,1
Regulation of PTEN localization,11,0.0044191135,0.0004017376,1
Presynaptic nicotinic acetylcholine receptors,5,0.0044086324,0.0008817265,1
Fructose biosynthesis,2,0.0043899673,0.0021949837,1
Prednisone Metabolism Pathway,1,0.004388466,0.004388466,1
rRNA processing in the mitochondrion,2,0.004387837,0.0021939185,1
Signaling by FGFR4 in disease,18,0.0043873563,0.00024374202,1
granzyme a mediated apoptosis pathway,5,0.0043865996,0.00087731995,1
Moexipril Action Pathway,4,0.004350793,0.0010876983,1
RUNX3 regulates CDKN1A transcription,13,0.004342926,0.00033407126,1
Stabilization of p53,5,0.0043290653,0.00086581305,1
SARS-CoV-2 and angiotensin-converting enzyme 2 receptor- molecular mechanisms,7,0.004328947,0.000618421,1
TICAM1-dependent activation of IRF3/IRF7,9,0.00431633,0.0004795922,1
Ion influx/efflux at host-pathogen interface,4,0.0043118247,0.0010779562,1
Phytanic acid peroxisomal oxidation,13,0.0043084784,0.0003314214,1
N-glycan trimming and elongation in the cis-Golgi,7,0.0043018763,0.00061455375,1
Calcineurin activates NFAT,8,0.0043011946,0.0005376493,1
Erlotinib Action Pathway,7,0.0042874613,0.0006124945,1
Lidocaine metabolism,3,0.004281209,0.0014270697,1
carm1 and regulation of the estrogen receptor,16,0.0042803357,0.00026752098,1
Regulation of cortical dendrite branching,16,0.0042769085,0.00026730678,1
palmitate biosynthesis,6,0.0042753187,0.0007125531,1
Astrocytic Glutamate-Glutamine Uptake And Metabolism,11,0.004266957,0.00038790517,1
"Adrenoleukodystrophy, X-linked",6,0.00426617,0.0007110283,1
phospho-PLA2 pathway,6,0.004254021,0.00070900354,1
Glutathione Synthetase Deficiency,4,0.0042453995,0.0010613499,1
Maturation of nucleoprotein,9,0.0042319447,0.00047021607,1
Phase 3 - rapid repolarisation,11,0.0042143823,0.00038312565,1
Transcription of E2F targets under negative control by DREAM complex,4,0.0042121247,0.0010530312,1
Arachidonate Epoxygenase - Epoxide Hydrolase,4,0.0042116414,0.0010529103,1
Doxepin Metabolism Pathway,4,0.00420944,0.00105236,1
Signaling by MST1,5,0.0042082644,0.00084165286,1
Retrograde neurotrophin signalling,11,0.0041994043,0.00038176402,1
Activation of caspases through apoptosome-mediated cleavage,4,0.0041957,0.001048925,1
hiv-1 defeats host-mediated resistance by cem15,4,0.004194924,0.001048731,1
Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1),11,0.0041763186,0.00037966532,1
Omega-9 FA synthesis,7,0.0041673104,0.0005953301,1
Telomere Extension By Telomerase,9,0.004163512,0.00046261246,1
Lagging Strand Synthesis,16,0.004161063,0.00026006644,1
b cell survival pathway,9,0.004142768,0.00046030758,1
Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,9,0.0041405223,0.00046005804,1
bupropion degradation,3,0.0041383887,0.0013794629,1
Invadopodia formation,6,0.004135022,0.0006891703,1
SARS-CoV-2 Genome Replication and Transcription,6,0.004134851,0.00068914186,1
Enalapril Action Pathway,4,0.0041313246,0.0010328311,1
Synthesis of PG,3,0.0041256547,0.0013752183,1
RHOT2 GTPase cycle,5,0.0041253683,0.0008250737,1
regulation of p27 phosphorylation during cell cycle progression,8,0.0041210447,0.0005151306,1
Carbamazepine Metabolism Pathway,5,0.0041134814,0.00082269625,1
methionine degradation,7,0.0041046278,0.0005863754,1
L-glutamine tRNA biosynthesis,4,0.0041007516,0.0010251879,1
malate-aspartate shuttle,17,0.004092599,0.00024074111,1
Transport and synthesis of PAPS,8,0.004090769,0.00051134615,1
zymosterol biosynthesis,6,0.0040865685,0.00068109477,1
Fosinopril Action Pathway,4,0.0040533114,0.0010133279,1
Cysteine formation from homocysteine,9,0.0040531955,0.00045035506,1
Inflammasomes,16,0.0040519047,0.00025324404,1
Steroidogenesis,6,0.0040453207,0.0006742201,1
Biosynthesis of electrophilic ?-3 PUFA oxo-derivatives,4,0.0040437635,0.0010109409,1
Choline catabolism,8,0.0040272786,0.0005034098,1
Carnitine Synthesis,3,0.0040182043,0.0013394015,1
thiamin salvage III,12,0.004014888,0.000334574,1
proline biosynthesis,4,0.0039901924,0.0009975481,1
Signalling to p38 via RIT and RIN,9,0.0039892555,0.0004432506,1
HIPK2 in kidney fibrosis,2,0.0039872667,0.0019936333,1
akap95 role in mitosis and chromosome dynamics,8,0.003979825,0.0004974781,1
Leading Strand Synthesis,14,0.0039764107,0.00028402935,1
FOXA2 pathway,20,0.0039678747,0.00019839374,1
spliceosomal assembly,12,0.0039402638,0.00032835532,1
Transport of fatty acids,5,0.003938206,0.0007876412,1
Activation of AMPA receptors,6,0.0039217575,0.0006536262,1
Polymerase switching,14,0.0039055566,0.00027896833,1
E2F-enabled inhibition of pre-replication complex formation,5,0.0039048803,0.000780976,1
Zinc efflux and compartmentalization by the SLC30 family,13,0.0039041005,0.0003003154,1
Reversal of alkylation damage by DNA dioxygenases,7,0.0038986485,0.0005569498,1
Reuptake of GABA,6,0.0038923405,0.0006487234,1
Cyclophosphamide Metabolism Pathway,5,0.0038864587,0.0007772917,1
Ketone body metabolism,6,0.0038778745,0.00064631243,1
RHOBTB3 ATPase cycle,7,0.0038682688,0.00055260985,1
regulation of eif2,7,0.0038513849,0.00055019784,1
cyclin e destruction pathway,10,0.0038501734,0.00038501734,1
"Cystinosis, ocular nonnephropathic",15,0.0038371792,0.00025581193,1
Forasartan Action Pathway,4,0.0038239723,0.0009559931,1
snRNP Assembly,16,0.0038191243,0.00023869527,1
brca1 dependent ub ligase activity,6,0.0038115925,0.00063526543,1
superpathway of steroid hormone biosynthesis,9,0.0038093412,0.00042326015,1
Replication of the SARS-CoV-1 genome,6,0.0038059505,0.0006343251,1
Activation of C3 and C5,6,0.0038056339,0.0006342723,1
ATP sensitive Potassium channels,6,0.0037999034,0.0006333172,1
"Glycogenosis, Type IB",11,0.0037961188,0.0003451017,1
Activation of RAC1,21,0.003793486,0.0001806422,1
superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),5,0.0037892077,0.0007578415,1
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,2,0.0037653777,0.0018826888,1
p75NTR recruits signalling complexes,13,0.0037609986,0.0002893076,1
"TET1,2,3 and TDG demethylate DNA",5,0.0037512984,0.00075025967,1
tetrahydrobiopterin <i>de novo</i> biosynthesis,4,0.0037478185,0.00093695463,1
Amino Acid Metabolism Pathway Excerpt (Histidine catabolism extension),2,0.00374287,0.001871435,1
"Carnosinuria, carnosinemia",7,0.0037320363,0.00053314806,1
MET activates RAS signaling,14,0.0037255683,0.000266112,1
Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs),5,0.0037239622,0.00074479246,1
glycogen biosynthesis,14,0.0037200511,0.00026571794,1
ethanol degradation II,4,0.0037024408,0.0009256102,1
SDK interactions,12,0.0036931727,0.0003077644,1
Terpenoid backbone biosynthesis - Homo sapiens (human),7,0.0036845028,0.00052635756,1
Aflatoxin B1 metabolism,5,0.0036770804,0.0007354161,1
human cytomegalovirus and map kinase pathways,14,0.0036757966,0.0002625569,1
21-hydroxylase deficiency (CYP21),6,0.0036738496,0.0006123083,1
opposing roles of aif in apoptosis and cell survival,1,0.003672861,0.003672861,1
InlA-mediated entry of Listeria monocytogenes into host cells,8,0.0036692964,0.00045866205,1
Class IB PI3K non-lipid kinase events,8,0.003663756,0.0004579695,1
Replication of the SARS-CoV-2 genome,6,0.0036588823,0.0006098137,1
Venlafaxine Metabolism Pathway,2,0.0036428717,0.0018214359,1
Corticosterone methyl oxidase I deficiency (CMO I),6,0.0036272844,0.0006045474,1
p53-Independent G1/S DNA damage checkpoint,2,0.0036093718,0.0018046859,1
Nicotine Metabolism,10,0.0036060105,0.00036060106,1
Purine salvage,6,0.0035955815,0.0005992636,1
Evolocumab Mechanism,7,0.0035890786,0.0005127255,1
Lactose synthesis,5,0.0035872713,0.00071745424,1
Regulation of ornithine decarboxylase (ODC),3,0.0035654085,0.0011884695,1
Rosiglitazone Metabolism Pathway,4,0.00355478,0.000888695,1
Organic anion transporters,5,0.0035365827,0.00070731656,1
ethanol degradation IV,4,0.003533502,0.0008833755,1
Pyruvaldehyde Degradation,3,0.0035276515,0.0011758838,1
4-aminobutyrate degradation,3,0.0035182575,0.0011727525,1
"Fructose-1,6-diphosphatase deficiency",11,0.003518061,0.00031982374,1
Axonal growth inhibition (RHOA activation),8,0.003510171,0.00043877139,1
lysine degradation II (pipecolate pathway),4,0.0035036402,0.00087591005,1
reversal of insulin resistance by leptin,8,0.0034964914,0.00043706142,1
Removal of the Flap Intermediate from the C-strand,6,0.0034911684,0.0005818614,1
15q11.2 copy number variation syndrome,4,0.0034857115,0.0008714279,1
Histamine receptors,7,0.0034702776,0.00049575395,1
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,5,0.003469098,0.0006938196,1
Mitochondrial transcription termination,3,0.0034689382,0.0011563128,1
Vindesine Action Pathway,8,0.0034641435,0.00043301794,1
phenylalanine degradation/tyrosine biosynthesis,8,0.0034634518,0.00043293147,1
hydrogen sulfide biosynthesis (trans-sulfuration),7,0.0034603518,0.00049433595,1
Telmisartan Action Pathway,4,0.003457055,0.00086426374,1
Propionyl-CoA catabolism,5,0.0034566524,0.00069133047,1
Capecitabine Metabolism Pathway,5,0.0034546163,0.00069092325,1
overview of telomerase protein component gene htert transcriptional regulation,7,0.0034523068,0.0004931867,1
Toxicity of botulinum toxin type C (botC),2,0.003450423,0.0017252115,1
CYP2E1 reactions,7,0.0034488481,0.0004926926,1
ABO blood group biosynthesis,7,0.003438892,0.0004912703,1
"D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation",6,0.0034371736,0.0005728623,1
tyrosine degradation,3,0.003435127,0.0011450424,1
Vif-mediated degradation of APOBEC3G,3,0.0034332667,0.0011444222,1
Neurodegenerative Diseases,10,0.0034307386,0.00034307386,1
Corticotropin Activation of Cortisol Production,9,0.003408203,0.0003786892,1
Activation of AKT2,5,0.003397234,0.0006794468,1
Caspase-mediated cleavage of cytoskeletal proteins,9,0.003393246,0.00037702735,1
miR-222 in Exercise-Induced Cardiac Growth,2,0.003387893,0.0016939465,1
Cysteine Metabolism,15,0.0033878847,0.00022585898,1
fatty acid activation,6,0.0033861625,0.0005643604,1
superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,6,0.0033732757,0.0005622126,1
"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer,s disease models",10,0.0033716192,0.0003371619,1
Apoptosis induced DNA fragmentation,2,0.0033704094,0.0016852047,1
chondroitin sulfate degradation (metazoa),6,0.0033669733,0.0005611622,1
Transport of nucleotide sugars,5,0.0033620067,0.00067240134,1
androgen biosynthesis,3,0.0033612477,0.0011204159,1
Spermidine and Spermine Biosynthesis,3,0.0033531496,0.0011177165,1
27-Hydroxylase Deficiency,15,0.0033500681,0.00022333788,1
pyrimidine deoxyribonucleosides salvage,4,0.0033301315,0.0008325329,1
Post-chaperonin tubulin folding pathway,6,0.0033060622,0.00055101037,1
Neurofascin interactions,6,0.0033021031,0.0005503505,1
Diseases of programmed cell death,11,0.0032969068,0.0002997188,1
Trafficking of GluR2-containing AMPA receptors,17,0.0032906998,0.00019357058,1
Keratan sulfate degradation,19,0.0032906036,0.00017318966,1
phosphatidylserine biosynthesis II,6,0.0032682237,0.000544704,1
Proximal tubule bicarbonate reclamation - Homo sapiens (human),26,0.0032527419,0.00012510546,1
Disinhibition of SNARE formation,6,0.003242056,0.00054034265,1
Mitotic Telophase/Cytokinesis,5,0.0032401849,0.00064803695,1
Neurotransmitter uptake and metabolism In glial cells,11,0.0032345273,0.00029404793,1
Fructose metabolism,5,0.0032308397,0.00064616796,1
putrescine degradation III,8,0.0032162643,0.00040203304,1
Benzo(a)pyrene metabolism,4,0.0032064142,0.00080160354,1
Nucleobase biosynthesis,9,0.0032019254,0.0003557695,1
D-galactose degradation V (Leloir pathway),6,0.0031999703,0.0005333284,1
superpathway of choline degradation to L-serine,6,0.0031959328,0.00053265545,1
NTRK3 as a dependence receptor,4,0.003192729,0.0007981823,1
5-oxoprolinase deficiency,4,0.0031829139,0.00079572847,1
Lactose Degradation,5,0.0031764207,0.0006352841,1
Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,11,0.0031670127,0.00028791025,1
Prefoldin mediated transfer of substrate  to CCT/TriC,14,0.0031645685,0.0002260406,1
Organic anion transport,2,0.0031603887,0.0015801943,1
Metabolism of polyamines,10,0.00315047,0.00031504701,1
11-beta-hydroxylase deficiency (CYP11B1),6,0.0031336804,0.00052228005,1
Late endosomal microautophagy,9,0.0031330134,0.0003481126,1
Leptin and adiponectin,10,0.0031308834,0.00031308836,1
Suppression of apoptosis,9,0.0031227027,0.00034696696,1
Cholesterol biosynthesis via lathosterol,7,0.0031193416,0.00044562022,1
cysteine biosynthesis/homocysteine degradation (trans-sulfuration),7,0.0031048844,0.00044355492,1
purine ribonucleosides degradation to ribose-1-phosphate,5,0.0031034593,0.00062069186,1
visual signal transduction,6,0.0031019878,0.00051699794,1
pregnenolone biosynthesis,1,0.0030998376,0.0030998376,1
p53-Independent DNA Damage Response,2,0.0030944466,0.0015472233,1
KSRP (KHSRP) binds and destabilizes mRNA,3,0.0030835103,0.0010278368,1
PTK6 Expression,8,0.0030816807,0.0003852101,1
NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,7,0.00307519,0.00043931283,1
Catecholamine Biosynthesis,11,0.003050449,0.00027731355,1
Negative regulation of TCF-dependent signaling by DVL-interacting proteins,3,0.003049211,0.0010164037,1
Fructose and Mannose Degradation,9,0.0030438974,0.00033821084,1
L-cysteine degradation I,9,0.0030138835,0.00033487595,1
Galactosemia III,8,0.003010982,0.00037637274,1
3-Beta-Hydroxysteroid Dehydrogenase Deficiency,6,0.0030087808,0.0005014635,1
STING mediated induction of host immune responses,2,0.0030082515,0.0015041258,1
Pregnenolone biosynthesis,11,0.0030053116,0.00027321014,1
Beta-Alanine Metabolism,7,0.0030022536,0.00042889337,1
Acute Intermittent Porphyria,9,0.0029890696,0.00033211883,1
Integration of provirus,3,0.0029718936,0.0009906312,1
phospholipase c delta in phospholipid associated cell signaling,5,0.0029673604,0.0005934721,1
Ifosfamide Action Pathway,5,0.0029595657,0.0005919131,1
Paclitaxel Action Pathway,7,0.0029591876,0.00042274108,1
Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,9,0.002953686,0.00032818734,1
generation of amyloid b-peptide by ps1,7,0.0029527273,0.00042181817,1
Lipid particle organization,4,0.0029425644,0.0007356411,1
Signaling by FGFR2 amplification mutants,11,0.0029418205,0.00026743824,1
Riboflavin metabolism - Homo sapiens (human),3,0.0029388394,0.0009796132,1
Mitotic Metaphase/Anaphase Transition,5,0.0029374894,0.0005874979,1
Olmesartan Action Pathway,4,0.0029367504,0.0007341876,1
Signaling by MAP2K mutants,5,0.00293358,0.000586716,1
PP2A-mediated dephosphorylation of key metabolic factors,6,0.0029055197,0.00048425328,1
Irbesartan Action Pathway,4,0.0028883596,0.0007220899,1
L-cysteine degradation II,9,0.0028848383,0.0003205376,1
CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes),4,0.0028820583,0.00072051457,1
alternative complement pathway,8,0.0028811933,0.00036014916,1
Miro GTPase Cycle,5,0.002880965,0.000576193,1
aspirin triggered resolvin E biosynthesis,4,0.0028764307,0.0007191077,1
Riboflavin Metabolism,5,0.0028558394,0.0005711679,1
sumoylation as a mechanism to modulate ctbp-dependent gene responses,11,0.0028491013,0.00025900922,1
mitochondrial fatty acid beta-oxidation of saturated fatty acids,5,0.0028352488,0.0005670498,1
Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),9,0.0028345438,0.0003149493,1
Clomipramine Metabolism Pathway,3,0.002830901,0.00094363367,1
role of parkin in ubiquitin-proteasomal pathway,12,0.002828118,0.00023567649,1
Defective ABCC8 can cause hypo- and hyper-glycemias,3,0.0028198827,0.0009399609,1
AKT phosphorylates targets in the cytosol,7,0.002810478,0.00040149686,1
Trafficking of myristoylated proteins to the cilium,3,0.0028036565,0.00093455217,1
Aurora C signaling,3,0.0028009615,0.00093365385,1
superpathway of pyrimidine deoxyribonucleoside salvage,5,0.0027841665,0.0005568333,1
Biosynthesis of DPA-derived SPMs,4,0.0027827534,0.00069568836,1
Apparent mineralocorticoid excess syndrome,6,0.002782483,0.00046374716,1
Regulation of gene expression by Hypoxia-inducible Factor,6,0.0027816354,0.0004636059,1
rna polymerase iii transcription,6,0.0027447566,0.00045745945,1
"Cerebral organic acidurias, including diseases",3,0.0027407934,0.0009135978,1
Fosphenytoin (Antiarrhythmic) Metabolism Pathway,9,0.002738563,0.0003042848,1
Drug-mediated inhibition of ERBB2 signaling,7,0.002732828,0.000390404,1
Sphingolipid Metabolism (integrated pathway),24,0.0027268685,0.00011361952,1
4-hydroxybenzoate biosynthesis,2,0.0027202917,0.0013601459,1
5-Oxoprolinuria,4,0.0027081147,0.0006770287,1
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,3,0.0026934599,0.00089781993,1
Signaling by FGFR2 fusions,11,0.0026899897,0.00024454453,1
Beta oxidation of butanoyl-CoA to acetyl-CoA,3,0.0026888682,0.0008962894,1
O2/CO2 exchange in erythrocytes,3,0.0026827701,0.0008942567,1
Pyrimidine biosynthesis,1,0.0026802276,0.0026802276,1
FLT3 mutants bind TKIs,4,0.0026784695,0.0006696174,1
Biosynthesis of DPAn-3 SPMs,4,0.0026753757,0.0006688439,1
"COVID-19, thrombosis and anticoagulation",5,0.002670358,0.0005340716,1
Nucleotide metabolism,8,0.0026649297,0.00033311622,1
Axonal growth stimulation,4,0.0026478001,0.00066195003,1
leukotriene biosynthesis,5,0.002628885,0.000525777,1
GABA synthesis,5,0.002619842,0.0005239684,1
glutaryl-CoA degradation,3,0.0026102508,0.00087008363,1
RUNX2 regulates genes involved in differentiation of myeloid cells,3,0.002593176,0.000864392,1
metabolism of anandamide an endogenous cannabinoid,6,0.0025883692,0.00043139487,1
acetate conversion to acetyl-CoA,2,0.0025853855,0.0012926927,1
Nicotine Activity on Chromaffin Cells,5,0.0025555305,0.0005111061,1
Inhibition of replication initiation of damaged DNA by RB1/E2F1,6,0.0025457141,0.00042428568,1
Integrated Cancer Pathway,5,0.0025446762,0.00050893525,1
Breakdown of the nuclear lamina,1,0.0025352496,0.0025352496,1
Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia due to 21-hydroxylase Deficiency,6,0.0025351387,0.00042252312,1
HDL clearance,2,0.0025305448,0.0012652724,1
spermine and spermidine degradation I,6,0.0025237254,0.0004206209,1
putrescine biosynthesis II,1,0.0025157689,0.0025157689,1
mevalonate pathway,5,0.0025139418,0.00050278835,1
Signaling by extracellular domain mutants of KIT,7,0.00250954,0.0003585057,1
Gamma-Glutamyltransferase Deficiency,4,0.002490573,0.0006226433,1
Sulfur relay system - Homo sapiens (human),2,0.0024861684,0.0012430842,1
Mitochondrial fatty acid synthesis pathway,6,0.0024860473,0.00041434122,1
Ficolins bind to repetitive carbohydrate structures on the target cell surface,2,0.002483791,0.0012418955,1
Glycerol Phosphate Shuttle,3,0.00247434,0.00082477997,1
Purine ribonucleoside monophosphate biosynthesis,8,0.0024704463,0.0003088058,1
Primary Hyperoxaluria Type I,1,0.002449103,0.002449103,1
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),7,0.0024407543,0.0003486792,1
Computational Model of Aerobic Glycolysis,3,0.0024371133,0.0008123711,1
