gene_i,gene_j,pair_importance,n_shared_pathways
DUSP6,ETV6,1.0371307283800017e-06,30
GOT2,HK1,1.0371078509763265e-06,10
KCNK6,KCNK9,1.0371026541153293e-06,30
DERL1,UBE2R2,1.0370970784379097e-06,2
FOXK1,PSMD12,1.0370911961511884e-06,7
CNR1,DPF1,1.0370769416567782e-06,2
CDSN,FURIN,1.0370685644226867e-06,12
RAC2,TNF,1.0370506188715569e-06,28
KRT32,PKP4,1.037040078699647e-06,1
GSK3B,TNKS,1.037029649194972e-06,36
CBSL,SEPHS2,1.037023070526999e-06,32
ITGA6,NID2,1.0370169381102024e-06,40
ARHGEF3,VAV2,1.0370070367970996e-06,12
IL22,IL7,1.0370035153250967e-06,10
DELEC1,NR1D1,1.0369487353223406e-06,4
CYP2F1,CYP4A11,1.036936317810877e-06,10
CDC16,H2BC6,1.0369243454988464e-06,2
CDC7,TP53,1.0369185185482707e-06,32
COL24A1,DUSP1,1.0369174852087326e-06,4
GUCY1A2,RYR2,1.0369166717552614e-06,16
CAMK1G,PIK3CD,1.0369012670707889e-06,1
IL1B,PIK3R2,1.0368835200239013e-06,40
APC,TLE1,1.0368753944416797e-06,65
COPB1,GALNT3,1.0368698725796155e-06,4
H2BC11,PRKCQ,1.036849230203998e-06,45
AOC1,SLC36A1,1.0368202212340805e-06,18
DOK4,MAPK3,1.036793278785808e-06,2
PGBD5,PSAT1,1.0367808800301748e-06,8
MED1,XBP1,1.0366725540222888e-06,4
ARHGAP17,FILIP1,1.0366680456286304e-06,4
CCND1,DLK1,1.036641819623105e-06,8
ATP10A,PIP4K2A,1.0366050773313873e-06,4
GNA15,SRC,1.036564780121374e-06,14
UBE2D1,UBE2J2,1.0365526732216356e-06,32
LEMD2,UBE2S,1.0365398708245266e-06,2
PLEKHH1,ROBO4,1.0365200751039083e-06,1
RAPGEF5,VEGFA,1.0364993093296808e-06,6
DUSP10,TRAF6,1.0364984214771e-06,8
MADD,RAB5C,1.0364968989762247e-06,4
COL4A3,NCAM1,1.0364909712734516e-06,2
CDKN1C,MAPK13,1.036482217386947e-06,1
GGA1,IGF2R,1.0364767369930306e-06,6
GALNT3,MUC4,1.036462518699821e-06,4
CYP2J2,PLA2G4A,1.036457772259601e-06,56
RHOA,THBS1,1.0364544463792313e-06,8
MAPKAPK2,TNPO1,1.0364357397210263e-06,42
CCKAR,ITPR3,1.0364226594886513e-06,14
CEP78,EXOC5,1.0363916089772829e-06,1
MTRR,PTGIS,1.0363493456691519e-06,20
CSNK2B,GNG4,1.0363469158392036e-06,3
GSC,VDR,1.0363398909400228e-06,6
CPM,MDGA2,1.0363381441891306e-06,4
MAP2K6,SMAD6,1.0363372382471425e-06,2
BCAR1,CSF1,1.0362950393916215e-06,32
PIK3R2,RIT1,1.03628315045734e-06,12
ATF3,WNT3A,1.0362158491261653e-06,1
FURIN,POLR2B,1.0362104153153566e-06,6
PFKP,PPP2R1A,1.0361831314226189e-06,6
H2BC4,NCSTN,1.0361772524447588e-06,2
ELAVL1,LEP,1.0361728968177886e-06,4
HSPA1B,PLCB2,1.0361441695749818e-06,2
PTPN11,RIT1,1.036101238449396e-06,21
GSK3B,RFC5,1.0360900341979738e-06,8
ATP5MC3,TIMMDC1,1.0360168099891414e-06,24
GDF2,MAML2,1.036009121158088e-06,6
ITGB1,LAMA4,1.0359165721392921e-06,35
FOXO3,MORF4L1,1.035908640830326e-06,48
ITGAM,NCL,1.0358596356970413e-06,12
MAP2K1,SPTBN1,1.0358437521063024e-06,1
CSNK1A1,FOS,1.0358262370058213e-06,8
RHEB,SHANK3,1.0358143054389757e-06,4
ALDH3A2,PDHB,1.0358132404859554e-06,33
ITGA6,LEF1,1.0357609593200472e-06,10
ITPR3,PRKAR1A,1.0357502080243477e-06,98
CBR4,PTGS1,1.035746123534409e-06,2
CETP,RXRA,1.0357397656572214e-06,12
SND1,TENT4A,1.0356561719326862e-06,8
FPR3,GPLD1,1.0356019970458874e-06,3
CCNE1,ERRFI1,1.0355634621751197e-06,54
GPAM,NUP62,1.0355574841414139e-06,10
GAB2,TYK2,1.0355126212613364e-06,12
CXCR1,PIK3CG,1.0355091761165593e-06,12
ANXA2,DYSF,1.0354875481510817e-06,12
PDHB,PYGL,1.035422315695281e-06,11
FBP2,PGM2,1.0353951367392256e-06,9
ADCY7,AQP12A,1.0353797776877464e-06,27
F2,FOXO1,1.0353730523123457e-06,3
BUB3,ORC3,1.0353699536613803e-06,32
BCR,KIT,1.0352813296167694e-06,7
DIAPH1,SPRED1,1.0352737263019662e-06,3
CENPA,CENPF,1.0352313407818045e-06,63
RNPS1,SYMPK,1.035221997014446e-06,6
CHST8,COPZ2,1.0351965897825721e-06,3
ATP10A,HPGDS,1.0351940442632213e-06,4
CCND1,RFC3,1.0351906699787946e-06,64
CNTN6,CNTNAP1,1.0351834298729022e-06,14
AGO1,CAMK2D,1.0351755051374311e-06,10
FZD1,PDE6A,1.035119192767849e-06,6
MMP15,TNF,1.0350999559705087e-06,3
GRIA4,SYT9,1.035088715184429e-06,4
PIK3R1,PLXNA1,1.0350745762721658e-06,4
CALM1,PTPN11,1.0349740112547908e-06,21
CXCR2,PF4,1.034951651490701e-06,1
PIK3R2,RHOU,1.034850627412709e-06,8
CACNA2D2,GLP1R,1.0348408801763576e-06,20
ACSL6,ALDH9A1,1.0348232422074943e-06,6
SHC3,YWHAZ,1.034803419569573e-06,15
ALDOB,SLC16A12,1.0348027785767044e-06,2
CASP12,UBQLN4,1.0347668612335308e-06,12
ACTA2,GLUD1,1.0347476973038283e-06,1
AGTR1,STON1-GTF2A1L,1.0347268318656633e-06,44
PRKCQ,RYR3,1.0347012826557774e-06,15
FOS,TCF7L2,1.0346666540402931e-06,48
CSNK2A2,TCF7,1.0346303726785046e-06,27
KIFAP3,KIFC1,1.0346229081525937e-06,18
ADCY2,PRKCQ,1.03454794897484e-06,45
C4BPB,NFIA,1.0344403070424353e-06,3
LTBP1,RUNX2,1.034401284331447e-06,9
IL1R1,ST3GAL3,1.0343894616959837e-06,16
ATG14,SLC38A9,1.0343893013242678e-06,8
HFE,SIRT1,1.034385149978334e-06,1
ST6GALNAC5,ST8SIA5,1.0343824438097116e-06,16
ITGB4,PRKCA,1.0343525664782e-06,6
ADCY2,CACNA1D,1.0343481753327666e-06,8
RPTOR,UBC,1.0343259919665115e-06,6
PITX2,YWHAQ,1.0343220659107348e-06,30
EFNB2,TIAM1,1.0343206606755473e-06,4
IFNG,TNFRSF18,1.0343171120755918e-06,60
AP1B1,CALCOCO1,1.0342906762161874e-06,1
SLC2A1,UAP1,1.0342895630325681e-06,3
CNR1,SMARCC1,1.0342835992105393e-06,2
KRT1,LCE2A,1.0342704968024918e-06,2
EED,H2AC1,1.0342370275862045e-06,10
CALM3,GNA14,1.0341766980559441e-06,3
NINL,WDR19,1.0341459528717678e-06,1
MAP2K1,PRKCQ,1.0341439306490139e-06,75
DLG5,SRGAP2,1.0341432380804132e-06,3
CRNKL1,U2SURP,1.0341244767175795e-06,6
HAPLN1,SERPINE1,1.0341237675873423e-06,4
PGM2,UGT1A1,1.0340993507422052e-06,3
ITGA11,ITGA2,1.0340915314382623e-06,10
CACNA1C,ITPR3,1.034070134877702e-06,196
PEX5L,PXMP4,1.0340603751046729e-06,2
ATP10A,CYP4F3,1.0340336786818227e-06,8
NPY,PDE3B,1.0339432889543737e-06,7
ESR1,GNAS,1.033931341081623e-06,16
ARHGEF25,NET1,1.03383207950003e-06,4
GCK,MEF2C,1.0338282550037547e-06,2
CHEK2,JUN,1.0338186484659673e-06,1
CRYBA4,HSPH1,1.0338126197350674e-06,10
DCTPP1,NT5E,1.0338110474350515e-06,3
BRAF,GNA12,1.0337841054308683e-06,3
SIKE1,TRAF3,1.033777997427876e-06,4
LEF1,PAX8,1.033752596413251e-06,1
DHRS9,LRP12,1.0337467415164368e-06,18
PRKN,PSMD12,1.0337018636619177e-06,2
CYCS,FBXL17,1.0336528076138051e-06,40
COL4A1,PIK3CD,1.0336379645536908e-06,2
H2BC13,MEN1,1.0335901379221468e-06,1
CD163,RAC1,1.0335818814155573e-06,4
ACTN1,CCND1,1.0335719484650199e-06,160
FSHB,PLCB1,1.033567428976312e-06,2
ITGA6,MAPK14,1.033564462071812e-06,20
PSAT1,SQSTM1,1.0335601453997922e-06,8
ALDH7A1,KYNU,1.0335580834134322e-06,36
MTERF1,PPARGC1A,1.03353395165663e-06,18
LAMC2,MMP2,1.0335303386455053e-06,2
CXCR1,GPR17,1.03352251999006e-06,4
ITGA6,TLN1,1.0335134668082446e-06,5
ADCY2,PDE2A,1.0335112927695178e-06,5
IGF1,NFKBIA,1.0335014302404238e-06,153
HDAC7,NR2C1,1.0334723583582672e-06,1
CCND1,FBXO5,1.0334616880164988e-06,32
CHRNA3,GRIN2A,1.0333902389041732e-06,7
GRIK3,PLCB2,1.0333847876668283e-06,12
MAN1A2,STX6,1.0333584441468702e-06,1
GNRHR,PLCB2,1.0333583224664267e-06,4
GRM1,OPRM1,1.0333319453437184e-06,6
BCAT2,SOD3,1.0333178238397522e-06,5
ACAN,THRA,1.0333098970083388e-06,24
ITGB1,PLEKHG3,1.0332979848352389e-06,15
MTF2,PTEN,1.033247664000169e-06,225
ADRB2,IGF2R,1.0331662498406825e-06,24
GRIA1,MIA2,1.0331382682554624e-06,12
DOCK2,PIK3CG,1.033130859084963e-06,6
H1-3,PAK2,1.0330879831599304e-06,1
PIP5K1B,PLEKHA5,1.0330863121410515e-06,10
HCK,PACS1,1.033053877108614e-06,2
CA2,KCNJ1,1.0330074395881184e-06,2
DCK,POLR3A,1.0330016295689859e-06,2
ITGB8,YWHAQ,1.0329948853933975e-06,30
KRT24,OPRM1,1.0329713283768749e-06,48
MTMR6,PIK3CG,1.0329674817732837e-06,9
MAD2L1,YWHAB,1.0329252746466011e-06,6
COPB1,SLC7A10,1.0329160128700703e-06,9
CD2BP2,LSM4,1.0328787262831468e-06,26
CCN2,TCF7L2,1.0328628244534361e-06,6
PGBD5,SLC2A1,1.0328617463528644e-06,1
RNLS,SLC19A3,1.032785766768417e-06,39
PIM1,ZBTB16,1.03278371632598e-06,4
COL6A3,SDC1,1.032775287845844e-06,24
RPS14,RPS26,1.0327739333135456e-06,440
AGXT2,MTAP,1.0327607640192582e-06,2
ATP2B1,CST5,1.0327565405532368e-06,5
HDAC4,SRC,1.0327386261209728e-06,12
CYP1A2,DLD,1.0327339219407285e-06,46
LSM4,POLR2H,1.0327232407356325e-06,26
HRAS,KRT38,1.0327197228210405e-06,8
AHI1,DVL3,1.032718159876822e-06,1
NCK2,PIK3R1,1.0327096809371217e-06,84
CBSL,NUP85,1.0326487420719843e-06,6
CCNG1,THBS1,1.0326029539035886e-06,64
BRAF,TSHB,1.0325505854780204e-06,1
GATA4,PITX2,1.032549677951189e-06,60
CYP19A1,MGST3,1.03252469285664e-06,4
DPM3,MDGA2,1.032512840263659e-06,6
ACE,MAS1,1.032472489725933e-06,6
ATP6V1G3,FGF6,1.0324525921849726e-06,116
CD3G,LYN,1.032392955807054e-06,76
CALCOCO1,POU4F2,1.0323806236556266e-06,1
EPHA1,TSC22D1,1.0323745414098084e-06,2
MCOLN2,TRPM5,1.0323655743604832e-06,2
CFLAR,SRC,1.032360444241931e-06,2
ADCY3,KL,1.0323574046143535e-06,16
PAK2,PRKCB,1.0323212018548134e-06,10
CACNA2D2,GNG2,1.032270897622101e-06,60
SLC11A1,SLC16A3,1.0322663740276392e-06,4
HHIP,WNT2B,1.0322392043349282e-06,2
ACTB,CD247,1.0322265676706438e-06,10
INPP5D,MAPK14,1.032209636708803e-06,96
DDX58,TLR3,1.0322006326335398e-06,4
GABBR2,HTR3A,1.0321996342099737e-06,1
LAMA2,SGCG,1.032195560588759e-06,64
HIVEP3,SMAD6,1.0321863328499603e-06,2
GNAS,HSP90B1,1.032166847991789e-06,4
PIK3CB,PIP5K1C,1.0321580209207704e-06,16
CRYBA4,GSK3B,1.0321521717454596e-06,8
RPL17,RPS24,1.0321388997586514e-06,18
SMARCA4,STAT5A,1.0320847043665538e-06,2
GNG2,KCNJ10,1.0320555540637225e-06,21
IL6ST,MYLK,1.0320308092559571e-06,1
BCAR1,PRKCQ,1.0320143573066417e-06,240
DERL1,HSPA4L,1.0320080718884128e-06,1
EYA2,NHEJ1,1.0319676220227336e-06,2
BCAR1,FLT1,1.031923312204766e-06,32
CYP26B1,PTGS1,1.0319066291231137e-06,5
FYN,PRL,1.0318878702111709e-06,189
SLC17A3,TRPC3,1.0318712724602677e-06,114
SETD2,SETD6,1.03184854083338e-06,2
RAC1,SMAD3,1.0318181153934347e-06,12
ITGA11,SGCD,1.0317844274233625e-06,56
SOX6,UBC,1.0317784244762152e-06,1
CD9,FURIN,1.0317739683493897e-06,18
H2BC3,PPP6R3,1.0317385313503753e-06,6
AK5,DPYS,1.0317044996099867e-06,2
CCKAR,CHRM3,1.0317032366325133e-06,36
COL1A2,JUN,1.0316991529424335e-06,3
GNA14,PPP2R5D,1.031665252781977e-06,2
IGF1R,ITPR1,1.031567762765917e-06,3
BBS4,NINL,1.0315446843378595e-06,1
GRIN2A,SCN1A,1.0315433312577612e-06,14
HCK,TIAM1,1.0315393605964118e-06,2
PDE2A,PIK3R1,1.0314789165022376e-06,2
PHKG2,UGP2,1.0314491027951789e-06,8
ARPC5,PAK2,1.031448007301113e-06,6
RHEB,RPL27,1.031413830787642e-06,1
COX7C,RXRA,1.031398326898844e-06,10
FZD1,PRKCA,1.0313732109098102e-06,15
FASLG,PTK2B,1.0313724524170047e-06,48
MAPK3,NCOA3,1.0313215388028235e-06,8
ARF6,EXOC6,1.0313154206187392e-06,5
GNG2,PRKD1,1.0312994094197587e-06,21
GADL1,GGT1,1.0312754739061347e-06,1
ACTN4,MAGI2,1.0312478480045684e-06,1
GNLY,PI3,1.0312421636626823e-06,1
GSK3B,MEF2C,1.0312235593223917e-06,12
CUL1,THSD4,1.0312226053817615e-06,3
GJD2,GUCY1A2,1.031204254209328e-06,16
CPNE8,PAK2,1.0311806093454834e-06,2
FGA,RASGRP1,1.0311643016104066e-06,208
H2BC3,SPAM1,1.0311604228263604e-06,1
BAAT,HACD4,1.031124270411965e-06,2
HSPB1,NFATC2,1.0310962466064666e-06,2
ELOVL4,GPX4,1.0310906144787058e-06,33
SLC16A3,SLC16A7,1.0310801478634682e-06,60
PANK2,SLC23A2,1.0310387068557247e-06,2
ALOX5AP,CYP2S1,1.0310083951026172e-06,2
SV2B,TNXB,1.0309526021545778e-06,10
E2F3,PTPN11,1.0309058304849237e-06,77
GALNT1,GCNT3,1.030888623894446e-06,60
DUSP10,PTPN11,1.0308819228493121e-06,28
CNGB1,IFNG,1.0308258702582273e-06,90
GRK6,PRKCB,1.0307452715380139e-06,4
CAPN10,ITGA6,1.030733716866905e-06,10
ELAVL1,SIRT1,1.0307291287148246e-06,4
CLASP1,RAC1,1.0306897316181285e-06,6
EYA1,UBE2N,1.0306582050807092e-06,69
ALDH7A1,SLC16A7,1.0306497161701904e-06,72
IL17A,IL17F,1.0306472907326002e-06,40
ESR1,KRT27,1.0306151452255108e-06,2
CASP2,SYT11,1.0306123575295108e-06,3
CROT,SLC25A20,1.030592093831384e-06,10
MAD1L1,TUBB2B,1.0305856363856947e-06,4
H2BC13,PHF20,1.030573798743717e-06,1
RAC1,SEMA4D,1.03056953383307e-06,30
APP,HAO1,1.0305390869547182e-06,6
PIK3CD,SPRY1,1.030530484058545e-06,1
MEF2C,PIK3R2,1.030519902078808e-06,4
FBP1,PPP2R5C,1.0305004707333865e-06,1
CDKN2A,JUN,1.0304712179109998e-06,5
NT5C1A,SLC28A1,1.0304657394044625e-06,2
IGF1,TLN1,1.0304434188886564e-06,3
IGF1,PLA2G2A,1.030426317953174e-06,30
UBE2I,WAPL,1.0304225241952736e-06,6
LCE1B,LCE3E,1.0304107245044196e-06,72
GABBR2,GNAO1,1.0304047464160249e-06,4
HTR1E,HTR4,1.0303892333141107e-06,20
ANK3,SEC23A,1.0303810550052125e-06,16
FXN,TIMM44,1.0303443147563485e-06,4
CLN5,NAGPA,1.0303383533027954e-06,1
NFKB1,TEC,1.03025726083672e-06,6
C1QA,MBL2,1.030234131845759e-06,136
IGFBP1,PIK3R2,1.0302140722728836e-06,4
ITGB1,TTN,1.03020955051214e-06,10
BAAT,CYP3A4,1.0301920412292276e-06,14
PPP2R1A,PPP2R2A,1.0301769355451629e-06,28
ACVR2A,MAPK3,1.0301530782771334e-06,66
APH1B,NET1,1.030146885128147e-06,2
ASNS,CS,1.0301322106442967e-06,2
FLT3,PIK3CD,1.0300900301352112e-06,8
IL7,STAT5A,1.030083643388524e-06,30
PTBP1,RBM22,1.030069366914077e-06,4
CYP2C9,PON1,1.0300468780144456e-06,4
ADCY5,CREB5,1.030014571704041e-06,22
CROT,IDH1,1.0299967839744184e-06,6
MAVS,NLRC5,1.029987288866015e-06,12
CALM1,PER3,1.0299367261268344e-06,2
ARHGAP35,FERMT2,1.029911743444245e-06,3
ABCA1,THRA,1.029866178017813e-06,12
CDSN,LCE1F,1.0298511838868762e-06,4
IP6K3,UGT2B4,1.0298126396079965e-06,12
AKAP13,ERBIN,1.0298004071707112e-06,4
ABCC1,SLC19A3,1.0297681344676828e-06,6
SDC2,SDC4,1.0297616800590786e-06,96
ATP1B1,SLC13A3,1.0297203516529407e-06,1
GNB1,PDE2A,1.0296802978038144e-06,2
NUP160,USO1,1.0296621155703178e-06,2
SLC2A1,SQSTM1,1.029653276418685e-06,1
BCAR1,CAPN10,1.0296370245993502e-06,16
FA2H,STK11,1.0296311902339521e-06,12
INHBB,PKHD1,1.0296076305316148e-06,5
CYP4A11,THEM4,1.0296065511283814e-06,1
NUF2,UBE2S,1.0295764042989042e-06,24
COPA,UGT2B15,1.029569922650353e-06,4
FYN,ITGB4,1.0295579681799617e-06,108
AEN,KAT5,1.0295425454387441e-06,1
BDKRB2,RUNX1,1.0294879137074471e-06,52
HAO2,UBE2J2,1.029453784440193e-06,2
ARC,BDNF,1.0294299584018285e-06,8
ERBB4,WWOX,1.0294288325892777e-06,396
CCL2,JAK2,1.029382729804856e-06,1134
AKAP13,MMP24,1.0293595096300123e-06,1
ALDH4A1,NARS2,1.0293583159182162e-06,2
AOX1,NT5E,1.0292793390931365e-06,4
ATP1B1,ITGA6,1.0292596474226202e-06,5
ABCA1,MSMO1,1.0292351220186902e-06,6
SCNN1A,TRPM7,1.0291537250554466e-06,6
ITGAX,SERPINB2,1.0291044247878744e-06,5
MUC4,ST6GALNAC3,1.0290823239111901e-06,8
CPS1,G6PC2,1.0290726083618374e-06,18
INSR,STAT5A,1.0290709424598532e-06,4
PIK3CB,PRKD1,1.0290609694533056e-06,14
CAMK2D,MAPK8,1.0290173919076662e-06,90
JUN,PTGS2,1.0289744457291083e-06,6
GSK3B,IL6,1.028966875035877e-06,24
OS9,UBE2D1,1.028964243676711e-06,20
SLC22A4,SLC39A6,1.0289640603001648e-06,11
CR2,SELL,1.0289414878646614e-06,9
LPIN2,VRK1,1.0289325587109488e-06,2
DEPTOR,GABARAPL1,1.0289192411416792e-06,6
CREM,GABRG2,1.0289070823042503e-06,56
PLEKHG3,VAV2,1.0288911482803087e-06,3
ALK,IL11,1.028871544406229e-06,4
REST,SHC3,1.0288621297149803e-06,1
IL1RAP,MAP2K5,1.0288604779251642e-06,12
CASP12,TUSC3,1.0288569528190312e-06,12
CYCS,TRAF6,1.0288479378728344e-06,16
ACLY,AKT3,1.028830411087256e-06,2
CALM1,TRPC3,1.0287541149211727e-06,57
EED,KMT2B,1.0287475894710242e-06,10
LMX1A,SHH,1.0287470868825771e-06,14
HES5,NOTCH2,1.0287385821927675e-06,25
KAT5,TCF7,1.0287102174544316e-06,3
GABRB2,HTR3D,1.0287053896718135e-06,10
ACTN2,CAMK2G,1.028702536556847e-06,18
NR3C2,PPARG,1.0286549474725533e-06,90
ABL2,SHC2,1.0286040161844312e-06,4
DCK,SLC22A2,1.0285890311934055e-06,5
MRPL9,RPL27,1.0285735925208428e-06,1
CALM1,IL6ST,1.028572285122209e-06,2
IQGAP1,TNK2,1.0285402680665356e-06,2
NUP85,PCTP,1.0284822366202207e-06,5
ALDH7A1,LPIN3,1.0284423244873626e-06,3
ACTB,GNA14,1.0284171156893507e-06,4
DUSP22,DUSP6,1.0283873573513346e-06,50
NUP160,SLC28A1,1.0283715141667926e-06,2
MAP2K1,PLA2G4F,1.0283465883276222e-06,5
CABIN1,FYN,1.0283250643022618e-06,27
CHRM5,HTR1A,1.0283223847440404e-06,28
PPP3CA,WNT3A,1.028298630245672e-06,4
GSK3B,MC4R,1.028283437853948e-06,52
FUS,PIK3CB,1.0282243231074516e-06,10
CACNA1D,ITGA9,1.0282057987254234e-06,4
CALM3,DVL3,1.0282039966114098e-06,2
LCE1D,LCE5A,1.0281564186698233e-06,2
CCND1,GINS3,1.028151217399853e-06,8
COL28A1,COL4A2,1.0281259592570535e-06,6
ATP6V1C1,TFRC,1.0281181391421275e-06,12
CSF1,KDR,1.028062924610107e-06,48
HPGDS,UGT2B4,1.0280437834978007e-06,16
ITGB4,YWHAB,1.0280251705116483e-06,4
FAS,IL4,1.02800587623945e-06,12
FURIN,SNAP25,1.0279865255332272e-06,3
ACOX3,NOS2,1.0279789474742878e-06,96
ACTR2,ARHGAP10,1.027961384902909e-06,18
KNTC1,PPP2R1B,1.0279321748241088e-06,16
COL4A3,MMP9,1.0279272003588247e-06,39
NELFCD,NMT1,1.0279245577626134e-06,8
NR3C1,SERPINE1,1.0278157031251568e-06,5
CD3G,PLCG2,1.0278066130409158e-06,8
CD3E,IFNG,1.0277947183778835e-06,60
FOXO1,RPTOR,1.0277817465582002e-06,48
CAMK2A,CDH2,1.0277418326728597e-06,34
KIRREL3,PARVA,1.0277409288050876e-06,4
HSPA1B,WFS1,1.0277236036415615e-06,5
DCN,NOG,1.0276909370906158e-06,12
SLC16A3,SLC2A13,1.0276610124537733e-06,16
KAT5,TTC8,1.0276543491727352e-06,2
NNT,SDHC,1.0276344720107753e-06,58
CDCA7,PIM1,1.0276133488584804e-06,16
SEL1L2,WFS1,1.0275785243152313e-06,5
GNAI1,RAMP1,1.0275599938343778e-06,6
GLP1R,ITPR1,1.0275582121484679e-06,6
HDAC4,VEGFA,1.0275070083151578e-06,12
PRKD1,TNF,1.0274478989190174e-06,7
DYRK2,HIPK1,1.0274245596519904e-06,1
AGA,AP4E1,1.0273924810159467e-06,3
GRM1,RXFP1,1.027381216545109e-06,2
ADCY9,ADRA2C,1.0273748567157792e-06,8
DYNC1LI1,SEC16B,1.0273685783583157e-06,6
SLC6A9,STX1B,1.0273670056903939e-06,5
DUSP6,VAV2,1.0273664145188378e-06,5
LCP2,PRKCB,1.0273574613250958e-06,4
CYP2B6,IVD,1.0273505921531978e-06,2
ALDH9A1,CHPT1,1.0272585768689169e-06,1
PEX5L,SLC27A2,1.0272420780665925e-06,2
DPYS,MTHFR,1.0272219697071705e-06,2
MFN1,USP15,1.0271491746038919e-06,2
APC,TIAM1,1.0271465945115021e-06,4
KCNG1,KCNS3,1.027144277543357e-06,10
CSF1,TCF4,1.027136601328138e-06,4
FOXO1,IRS2,1.02708735329692e-06,288
GTF2H3,RFC3,1.027086355489588e-06,64
CYP3A7-CYP3A51P,HSD3B1,1.0270698136416456e-06,3
SEMA4D,TLN1,1.0270550461655148e-06,5
CREBBP,H3C6,1.0270033525758282e-06,10
GPR161,PTCH1,1.0270010877000413e-06,16
CDK1,HRAS,1.0269557180395388e-06,48
AHCYL1,RPL38,1.0269498109505282e-06,10
CYP2C8,SLCO3A1,1.0269490787565931e-06,9
NT5C3A,UPB1,1.0269481274666203e-06,18
LEP,SIRT1,1.026940367410134e-06,1
CCND1,MAX,1.0269366005734126e-06,16
ECI2,NOS2,1.0269246403306646e-06,96
CHP1,CSF2,1.0269243355993346e-06,7
FANCD2,MSH2,1.0269064034673647e-06,2
ABAT,DHODH,1.0268906862620497e-06,1
FCGR3B,PIGK,1.0268585006745212e-06,4
LRRC7,PRKACG,1.0268112807428527e-06,6
RIMS1,UNC13C,1.0267627871540785e-06,132
HSPA7,MAPK14,1.0267519954254567e-06,2
ALDH3A2,NUP62,1.0267457692947346e-06,4
DYNC1I2,RHOA,1.0267240336814254e-06,4
FOSL1,SOST,1.0266789853830005e-06,3
IP6K2,PI4K2B,1.026650089978413e-06,12
HCLS1,MAPK1,1.0265852132818054e-06,2
E2F3,SHC3,1.0265766604465976e-06,22
BRAF,JUN,1.0265611535276165e-06,13
PDE8A,SLC9A1,1.026553263727692e-06,2
FYN,MMP7,1.0265357404384809e-06,27
NMNAT3,SLC23A2,1.0265106406374496e-06,6
MAPK14,NRIP1,1.0264855304672664e-06,46
CDC37,USP8,1.0264792651704102e-06,16
INHBA,STAT3,1.026470113724151e-06,63
ABO,B4GALT1,1.0264382233060587e-06,8
MYO10,PIK3R2,1.0264311191943154e-06,20
AP1B1,MED1,1.026402074444377e-06,2
FYN,MUC3A,1.026382376480952e-06,27
ABCC8,ATP2A2,1.0263697846392879e-06,147
HES5,STAT3,1.0263543907984562e-06,15
IL10,JAK1,1.0263384808955955e-06,180
DRD4,PLCB2,1.0262659352333614e-06,20
LBR,YY1AP1,1.0262656031656547e-06,3
BPIFA2,PGLYRP3,1.0262610885547474e-06,1
PLEKHG3,VAV1,1.02621183807451e-06,9
CAMK2D,DVL3,1.0261556489865597e-06,10
PANK2,PTGIS,1.026152003064107e-06,4
GRB2,HNF1A,1.0261446687278436e-06,2
EYA4,H2BC6,1.0261211267348358e-06,6
AGTR1,APOB,1.026118513527361e-06,32
ETV1,HSPB1,1.026101474010943e-06,8
ARAP2,FERMT2,1.0260894354253265e-06,33
PF4,TRAF2,1.025931283038517e-06,1
BRK1,PIK3CB,1.025926834652413e-06,6
ACAT2,HSD17B12,1.0259199214601722e-06,2
RPL24,RPS20,1.0259098414985289e-06,108
BCAR1,FRS2,1.0259003000445688e-06,16
CTDSP1,UBE3A,1.0258996322454195e-06,12
EVA1A,IGF1,1.0258781730480375e-06,15
LCE3E,LCE5A,1.0258549575000349e-06,18
AKT3,NTRK3,1.0258209908187155e-06,8
ANK3,ARCN1,1.0258170631040804e-06,18
APP,FRS2,1.0257023385455237e-06,12
DOCK4,VAMP3,1.0256901080511287e-06,24
GABBR2,SLC6A1,1.0256674728426063e-06,2
HMGCR,VEGFA,1.0256600925610353e-06,3
ARHGAP35,NR3C1,1.0256600706526342e-06,10
NKD1,RELA,1.0256598916846826e-06,16
PDE10A,PDE4C,1.025656490507773e-06,32
KIF16B,TMED10,1.0256521166263077e-06,32
DHCR7,HSD17B7,1.0256193039359536e-06,24
GNAO1,ITPR2,1.0256144071241202e-06,24
IL12RB1,IL2,1.0255878790103096e-06,36
ADCY3,PDE7B,1.02554626024709e-06,20
INSR,PPP2R5E,1.0255383244839322e-06,3
LIPC,NCEH1,1.0255255669317252e-06,56
BNIP3,SAR1B,1.025499216211756e-06,2
COPA,TRAPPC4,1.0254935673970067e-06,2
RPL27,RRAGC,1.0254906304870322e-06,3
ITGB8,TNC,1.0254184400010359e-06,40
PPP2R1A,SHC2,1.025406483279312e-06,6
CYB5A,CYP2B6,1.0254060498482431e-06,1
NUP85,RPL18,1.0254025255562738e-06,1
FOS,TRIB1,1.0253864099313073e-06,228
ADRA1D,CHRM5,1.0253258224679485e-06,10
DICER1,YWHAQ,1.0253165206345708e-06,30
FZD1,MYLK,1.0253081500858723e-06,6
PRKAG2,TFAM,1.0252800017873653e-06,6
CYP1A2,GGT5,1.0252757855523653e-06,8
ARHGEF12,TLN1,1.0252746500682974e-06,2
BCAR1,COL11A1,1.025229770255138e-06,56
COL11A2,SDC1,1.0252196676174949e-06,128
