gene,importance_sum,degree,importance_mean
SELE,0.022794893,17,0.001340876059497104
SLC9A1,0.02274195,28,0.0008122124709188938
UGT2B10,0.022725265,28,0.0008116166240402631
HDAC4,0.022720054,48,0.0004733344539999962
NCOA3,0.022716394,27,0.0008413479146030215
MMP13,0.022702456,21,0.0010810693105061848
PKP4,0.02264056,13,0.0017415815247939182
CD247,0.022628337,57,0.00039698837096231027
TNPO1,0.022608232,14,0.0016148736966507776
VANGL1,0.02244165,24,0.0009350687420616547
MAX,0.022346405,28,0.0007980859040149621
BCAR1,0.02230782,65,0.00034319724027927104
DSG1,0.022296738,18,0.0012387076599730386
NDUFB6,0.022238359,19,0.0011704399397498683
PANK1,0.022232369,19,0.0011701246625498722
EGR4,0.022227425,8,0.002778428141027689
ADRB2,0.022216506,49,0.00045339808780319834
LDLR,0.022192389,41,0.0005412777749503531
RPL10L,0.022178601,25,0.0008871440589427948
PIK3C3,0.022166867,57,0.00038889240016017046
EDN1,0.022086317,50,0.0004417263343930244
MGST3,0.022029765,23,0.0009578158674032792
TNFRSF1A,0.021998396,76,0.00028945258083312134
SULT2A1,0.021997236,19,0.0011577492481783817
MAPK11,0.02199285,176,0.00012495937037535688
PSEN2,0.021992374,38,0.0005787466897776252
BIN1,0.021956617,10,0.002195661701261997
PFKL,0.021913957,37,0.0005922691040747875
CABIN1,0.02183296,10,0.002183295972645283
