gene_i,gene_j,pair_importance,n_shared_pathways
CDH13,STAT3,1.5357380710192443e-06,21
ATP10A,ITPKB,1.535696550437085e-06,16
GRIN2A,PDE2A,1.535681927273507e-06,14
ALDH1A2,BCO2,1.5356268249888672e-06,5
IL22,TNF,1.5356076801253948e-06,2
CTSC,SPAM1,1.5355885238932387e-06,2
CYTH3,SRC,1.5355441718156726e-06,4
ADRB2,CHRM2,1.5355197246370161e-06,160
H4C5,RAC1,1.5355043025966353e-06,2
KCNJ11,PRKCB,1.5354961995228678e-06,4
GNAI2,SELP,1.5354954534529952e-06,6
ADRA1B,MAP2K1,1.535319412937497e-06,6
RXRA,UBE2I,1.5353176081589481e-06,6
DVL3,GNB4,1.5353111848526169e-06,1
LRP5,RHOA,1.5352953852132423e-06,21
KDM4A,TNRC6A,1.5352184927763801e-06,2
AHCYL1,LDHB,1.5352146383734722e-06,4
MAPK14,TFRC,1.535189045091349e-06,6
PRCC,RAC1,1.5351654109596602e-06,4
CST5,SOX6,1.5351246119621464e-06,10
ADCY3,SLC25A20,1.535097709393085e-06,2
MCOLN2,TRPC7,1.535064429347699e-06,8
LYN,MAPK8,1.5350548874850819e-06,342
KCNJ11,STIM1,1.535052206236287e-06,1
SGCG,TCF7L2,1.534984694006684e-06,96
JAK2,NEUROG3,1.5349605196608337e-06,84
COL5A1,NPNT,1.5349214663729072e-06,1
MAP2K4,PDGFB,1.534878185017833e-06,150
MAP2K1,PLD1,1.5348426941619309e-06,7
FMO2,RPS29,1.534837475336559e-06,8
ADCY1,MMP16,1.534813870472464e-06,28
MAML2,RUNX1,1.5348118624294647e-06,78
CYCS,E2F3,1.5347665734839881e-06,44
ACOXL,PTGS1,1.5347219175509963e-06,2
MMP24,SCUBE3,1.5346576413768696e-06,13
GTF2A1,IRF4,1.5346082566184787e-06,42
CSNK2A2,PPP3R1,1.5346045264171455e-06,3
NT5C1B-RDH14,POLI,1.5344970734076924e-06,2
C1QA,LMAN1,1.5344039828354046e-06,3
NFKBIA,PSMA1,1.534389660374205e-06,102
GREM2,SKI,1.534372328790351e-06,36
FMO3,UGT2B15,1.5343546024837451e-06,8
CYP26B1,UGT1A1,1.534301739129773e-06,10
JAK2,PRKCB,1.5342636358955588e-06,336
EDEM2,XBP1,1.5342629637871141e-06,2
FLT3,STAT5B,1.5342488718433564e-06,72
NR2C1,RORA,1.534202358123769e-06,42
FYN,PLCG2,1.5341812151592735e-06,486
HSD17B12,MCEE,1.5341040580096887e-06,2
ACACB,FDFT1,1.5340858086076992e-06,6
C3,ENTPD1,1.5340857976534987e-06,6
KCNJ5,PDIA6,1.5340617665060563e-06,1
B4GALT1,SPTBN5,1.5340569063937437e-06,2
HRAS,KIT,1.534036328869715e-06,336
LINGO1,MAPK8,1.534031328256913e-06,12
APOE,SDC1,1.534019748182051e-06,72
ESR1,NUP62,1.5340137746733262e-06,2
CROT,HSD17B12,1.5339837311501014e-06,4
GABRB3,OCA2,1.5339587926702488e-06,28
FGF18,GAB2,1.5339413450277117e-06,16
EIF2S2,OS9,1.5339251021373456e-06,5
GSK3B,NFATC2,1.5339139675247778e-06,40
ITPR1,PPP3CA,1.5338840931761232e-06,66
SH3GL2,TNS4,1.5338644052675932e-06,4
NR3C1,NR5A2,1.5338288913072118e-06,80
SCARB1,UGT1A1,1.5337393506342778e-06,1
CYP3A4,SLC16A10,1.5336882554209e-06,14
IL12B,LBP,1.5336402783283631e-06,8
CYP2C18,GSTO2,1.5335250509451726e-06,1
CYS1,SIAH1,1.5333987448684638e-06,2
STX1B,STX7,1.533397494313249e-06,1
CD40,TNFSF13B,1.5333273192918995e-06,90
CYS1,DDB2,1.5332990130900725e-06,2
MAX,MCM8,1.5332306588788924e-06,2
ACTN1,TLN1,1.5332005194210002e-06,80
MYH9,NPHS1,1.533189760039022e-06,2
MAT2B,UGT3A1,1.5331701589067968e-06,42
COL26A1,CTSL,1.5331311224997535e-06,6
GNB4,PPP2CA,1.533088799021698e-06,3
EXO1,PARP1,1.5330735649854432e-06,3
CEP41,EXOC6,1.533040918388906e-06,5
NEDD4L,TRIM33,1.533006407247739e-06,60
DRD4,GNG2,1.5329518047613177e-06,60
FRS2,PRAG1,1.5328818328441684e-06,10
CFLAR,PIK3CB,1.5328791936140146e-06,4
LORICRIN,PKP1,1.532826093608719e-06,8
NUP88,PHC1,1.532797465397806e-06,3
CDC16,CDKN2A,1.5327610434212602e-06,6
DYNC2I1,STAT5A,1.5327221944971825e-06,4
PFKFB2,TSC1,1.5326266407100775e-06,2
ARSB,GPC5,1.5326050015751491e-06,4
MC4R,MGLL,1.5325871033068117e-06,13
PIK3CB,SBF2,1.5325676026023416e-06,4
IL1RN,NCOA1,1.5324760909152246e-06,6
GTF2F1,TAF2,1.5324670668004359e-06,22
ENG,HMOX1,1.5323624893426313e-06,1
GNAT3,PRKAR1A,1.532358805400591e-06,4
ADCY1,SLC25A20,1.5323271327360999e-06,2
EVC2,GPC5,1.5322601758516186e-06,4
CYP2C18,HTR3B,1.5322336821554927e-06,1
FOXO3,IGF2,1.5322020135988268e-06,8
ALK,GADD45A,1.5321664749801728e-06,144
KCNJ3,PPP2R5D,1.5321601966415226e-06,6
GCC1,VAMP3,1.5320976149979515e-06,8
ADRB2,EPS15,1.5320730902823598e-06,8
MMP7,NTF3,1.5320183140273995e-06,7
CSNK1G3,GNAI2,1.5319902678437715e-06,15
GSTT2,UPP2,1.5319360500143375e-06,1
SLC44A1,SLC44A5,1.531934672227564e-06,18
IGF1,NFKBIA,1.5319065876326383e-06,153
ALPL,SOX6,1.5318987428569741e-06,6
ACTN2,CAMK2G,1.5318868298863642e-06,18
PEDS1,PSMB9,1.5318718954279324e-06,35
CHST11,HSPG2,1.5318656902962857e-06,4
KCNK9,SCARB1,1.5318498702991216e-06,15
ARSI,PLPP3,1.531797448659643e-06,46
ATP1A4,SLC30A1,1.5317611996579217e-06,1
FRAT1,VANGL2,1.5316848207547196e-06,4
HSD3B1,MC2R,1.5316590129543783e-06,6
DLL1,EPHA4,1.5316110155367638e-06,120
ABCA1,ELOVL4,1.5315676793963778e-06,9
POLR2E,TET3,1.5314998145961785e-06,18
JAG1,PIK3R2,1.5314748265382594e-06,8
SLC22A3,SLC26A4,1.5314307688640838e-06,2
RHEB,ULK1,1.5314033683285395e-06,24
DROSHA,ERI1,1.5313125416582807e-06,4
CTBP2,KAT2A,1.531303914337201e-06,8
RPL24,TXNRD1,1.5312814412027365e-06,1
KCNJ11,TFRC,1.5312163933837535e-06,3
TRPC6,UTRN,1.5311839920428838e-06,12
MMP2,RCN1,1.5311269407902728e-06,1
MOXD1,POLR1F,1.5310763004094952e-06,3
MAPK10,STK11,1.5310416188185627e-06,6
DNAJC7,HSPH1,1.5310396284107242e-06,4
VANGL2,WNT4,1.5309614409871747e-06,72
ATP1B2,TYK2,1.530941461491686e-06,8
SLC39A6,SLC6A5,1.5309143464037334e-06,1
AHCYL1,SOD3,1.5308237646394218e-06,2
CACNA2D1,GRIN2A,1.5307933385143104e-06,35
AREG,TRAPPC9,1.530687856900655e-06,9
POLR3A,RIPK1,1.5306875835729983e-06,4
SMARCC1,SRC,1.5306609100207424e-06,2
LRFN2,NLGN1,1.5306398634488498e-06,24
IRF4,RUNX2,1.5306215391400687e-06,126
RAB12,RAB14,1.5306125599735127e-06,30
CCNE1,NFKBIA,1.5305871939110837e-06,204
CXCL8,PITX2,1.5305697445455734e-06,10
FOXO1,ZNF516,1.5304776376558655e-06,6
TBC1D4,YWHAZ,1.5304471022613708e-06,45
EPHX1,UGT2B10,1.530420308842178e-06,10
CCNE1,SYT11,1.5303712264843246e-06,6
CDC7,E2F6,1.5303003223672562e-06,8
CTSH,FUCA2,1.5302931453737239e-06,22
DAP3,MAP2K4,1.530274152135765e-06,3
PTGDR,SYK,1.530241735861074e-06,56
SMARCA2,SYNE2,1.5302282060739951e-06,9
GADD45A,YWHAB,1.5302106878158474e-06,192
UBE2D1,XBP1,1.5302048044230077e-06,8
STEAP3,WWP2,1.5301763003350288e-06,2
GUCY1A1,IFNG,1.5301731317289106e-06,30
ADCY8,SLC34A1,1.5301529065073552e-06,16
ARHGAP18,PIK3R1,1.530077389887488e-06,8
GABRA1,GABRA5,1.5300300052848808e-06,27
SCN10A,UGT2B4,1.5299543197131566e-06,8
CLINT1,RAB5C,1.5299337053874262e-06,32
AGXT2,GLDC,1.529810311984292e-06,12
CTH,TNF,1.5297665511004865e-06,10
REL,RPS6KA4,1.5297589206486606e-06,8
CSNK1G3,KAT8,1.5297493228372261e-06,10
IGF1R,TLN1,1.529742007733148e-06,1
IL1RN,PELI2,1.5297072164028375e-06,18
COPB1,MIA2,1.5296951403342973e-06,2
FKBP5,GRIN1,1.5296825646160528e-06,2
FSTL3,IL6,1.5296642317252918e-06,4
GSTT2,NFIX,1.5296495803340804e-06,1
GNG7,SLC6A11,1.529630527130621e-06,4
EGFR,USP8,1.5296304041179098e-06,18
PRPF4B,RNGTT,1.5295948325722009e-06,32
APC,TNIK,1.529584437776066e-06,1
FNBP1L,STON1-GTF2A1L,1.5295748276855647e-06,22
LDHB,PFKL,1.5294924597952786e-06,6
GABRA5,HTR3E,1.5294601638515815e-06,6
MLXIP,TRIB3,1.5293567381259154e-06,4
CHMP4B,NMT1,1.529345615924882e-06,4
GSK3B,PLXNA2,1.529323992343732e-06,56
ADRB1,LMNA,1.5293109072445077e-06,1
CXCL8,ITPR1,1.5292986788040253e-06,6
GNB1,STK11,1.5292874735450823e-06,6
ARMC9,TMEM17,1.5292577995695903e-06,178
CACNA1C,COL4A3,1.5292223167762131e-06,4
HRAS,SPRED1,1.529212050104441e-06,72
AK4,DHODH,1.5291985909331636e-06,6
MTX2,VDAC1,1.5291303769975062e-06,24
ACSBG1,RXRG,1.5289980614952015e-06,9
ABAT,SLC1A1,1.5289577044234838e-06,52
CBLB,PLCG1,1.5288573213732639e-06,42
CADM1,CDH3,1.5287920865634048e-06,230
BBS4,IQCB1,1.5287530459318077e-06,1
ORAI1,PDE8A,1.5287477026504348e-06,1
GNAI2,GRM5,1.5286132979655222e-06,9
COL5A1,FGFR3,1.5285513654816896e-06,2
ACTR3B,ARPC2,1.5285074766008666e-06,24
DHX15,RNGTT,1.5284787613367712e-06,8
MTF2,POLR2H,1.5284612097055116e-06,25
ESD,SLC35D1,1.5284089158740244e-06,1
CCND3,IL2,1.5283890915343236e-06,18
SLC35D2,ST6GALNAC1,1.5283177390301717e-06,1
DGKI,PLA2G4C,1.5282457894727486e-06,2
NFATC2,NFKB1,1.5282257843640679e-06,12
CALM3,RAC2,1.5281753500327535e-06,28
GRB14,PLG,1.5281633333567395e-06,6
BIN1,GRB2,1.528071379652829e-06,1
C1S,THBS1,1.5280686360696905e-06,4
FSTL1,IGF1,1.5280528127763976e-06,9
NUP85,SLC6A1,1.5279948598762028e-06,2
ACOT12,GOT2,1.5279474411045157e-06,5
LIPC,STARD3,1.5279150668488585e-06,14
HPSE2,SDC3,1.5279078979801852e-06,2
CACNA1H,DAGLB,1.5279019791591963e-06,2
ETS1,SLC2A1,1.5278947805318286e-06,147
CD86,PPP2R1B,1.5278586431577423e-06,2
COL28A1,COL5A1,1.5278512712768588e-06,6
BAK1,TP63,1.5278420132370348e-06,270
EGFR,GLUD1,1.5277682431739474e-06,3
AK5,UPB1,1.527750086438573e-06,2
CAMK2D,FOS,1.527633782166804e-06,80
SEMA3A,TLN1,1.5275984992513258e-06,8
FERMT2,PARVA,1.5274963492591571e-06,12
IQGAP1,PLD1,1.5274939642040408e-06,2
CRP,MAPK14,1.5274928726050074e-06,16
LAMC1,SERPINA1,1.527461556793952e-06,4
PARK7,RRAGC,1.5274006255801738e-06,24
HRAS,PRCC,1.5273634430823524e-06,16
NGEF,PREX1,1.5273625518855138e-06,20
SOCS2,SYK,1.5273469063460863e-06,14
MYLK,PAK2,1.5272759128492908e-06,1
RUNX2,SMAD3,1.5271775287336216e-06,21
ACAN,DCN,1.5271569173198113e-06,18
F11R,MEN1,1.5271353467719944e-06,12
HNF1A,NFKB1,1.527107542642625e-06,1
CACNA1A,MARCKS,1.5270941666756244e-06,8
HSPA1L,IL12B,1.5269693438568765e-06,8
ALDH9A1,OGDH,1.5269447430910077e-06,2
BDKRB2,COL5A1,1.52693763766365e-06,4
ERBB2,ORAI1,1.526907453808235e-06,1
DPF1,SLC25A20,1.5268941524482216e-06,1
GRB2,RIT1,1.5268781649036e-06,9
GRB2,TNF,1.5268651782918141e-06,4
TRPC7,TRPM8,1.5268629691422841e-06,8
CES2,RRM1,1.526848665278635e-06,3
ATRIP,MCM7,1.5268473755325473e-06,4
CDS2,SLC3A1,1.5268438433579945e-06,2
BAIAP2L1,RHOF,1.526841742816032e-06,1
RAB3IL1,TRAPPC12,1.5268401405421628e-06,2
MYC,TCF7,1.5268239279264222e-06,51
AGT,ANPEP,1.5268122339762158e-06,3
H3C11,PIK3R2,1.5267214943381902e-06,4
KCNC2,KCNH2,1.5266923452846488e-06,12
FGF19,PIK3C3,1.5266554485417541e-06,126
AOX1,UGT2B10,1.5266001818226016e-06,16
COX6B1,FBXL17,1.5265854543144996e-06,10
MED13L,MED4,1.5265355391490054e-06,111
CREB1,GRIN2A,1.5265336351284289e-06,84
EIF3E,RPS26,1.5264583883670077e-06,108
SLC1A1,SLC6A1,1.5264397650959185e-06,104
SEPTIN8,TP53,1.5264073593534988e-06,5
ARHGEF38,VAV3,1.526395367990041e-06,12
GALNT11,ST3GAL1,1.5263749853777764e-06,48
MRPL3,MRPS33,1.526369072024636e-06,4
CALM3,VANGL2,1.5263043557922629e-06,4
ACADM,CYP2J2,1.5262933175108628e-06,2
CALM3,PDE1C,1.526232523804856e-06,7
CSF1,PIK3CB,1.5261842364333589e-06,8
ATP10A,PLA2G4A,1.5261410795663899e-06,32
RPN2,UBQLN4,1.5261036949709705e-06,4
EPS15L1,LDLR,1.5260533112737562e-06,4
CYP24A1,SERPING1,1.5260176723375096e-06,8
ACADM,ALOX5AP,1.5260129657690413e-06,1
BDNF,FURIN,1.5259954357915717e-06,6
SBF2,TRAPPC4,1.52594432556441e-06,2
KL,PPP2R1A,1.5259285658128876e-06,24
AGT,HSD3B1,1.525914977484888e-06,3
PTPN6,SOCS6,1.5258590053690568e-06,5
GALNT3,POLR2D,1.5258066330403608e-06,4
BPIFA2,DEFB123,1.5257842278515454e-06,1
GCK,KLF4,1.5257509958059579e-06,32
CALU,FGA,1.5257205674412688e-06,4
DHFR,MCM7,1.5257133281210145e-06,6
HMOX1,UGT2B28,1.5256390633044958e-06,8
AREG,SPTBN5,1.525627292053855e-06,2
MTRR,TPK1,1.5255670191717992e-06,120
APC,CSNK2B,1.5255309833150932e-06,3
CCL4,KCNQ4,1.5255035094696723e-06,5
CHPT1,DGKE,1.525481067687906e-06,2
EGR1,HRAS,1.5252913261313103e-06,216
HDAC4,WNT3A,1.525270636903997e-06,2
NUP88,SLC32A1,1.5252652580954873e-06,4
SLC25A20,SMARCA2,1.525263624241941e-06,9
ABCB9,ABCC12,1.525248424272263e-06,5
EDN1,GRB2,1.5251954692985236e-06,15
IL1B,PIK3R1,1.525163571323984e-06,30
DHRS3,EGR2,1.5251161067671622e-06,15
MBD2,TET2,1.5250756412998427e-06,12
DDB2,TP73,1.5250431033564382e-06,1
CNTN5,PIGK,1.5250380614408352e-06,52
ADRB2,IGF2R,1.5249767151837013e-06,24
STOM,WDR11,1.5249302104789075e-06,36
GCDH,SLC25A21,1.524898844085243e-06,2
DYNC1H1,YKT6,1.5248536300305204e-06,3
DIAPH3,WASL,1.5248304376646182e-06,184
GNG2,SLC32A1,1.5247546662304028e-06,12
CXCR4,PDGFB,1.524735756058051e-06,225
JAK2,SOCS5,1.5247356604017219e-06,84
ITGAM,SORBS1,1.5247213262329733e-06,24
ADCY9,ATP1B2,1.5246741884716863e-06,14
CBL,SH2B3,1.5246568580324108e-06,16
KMO,OGDH,1.5246456541717635e-06,1
CHRNA7,UGT2B28,1.5246133910906678e-06,16
ARRB1,PTCH1,1.5246087361895288e-06,32
ORAI2,TRPC7,1.5245918936201974e-06,8
CNTN6,SPTBN5,1.524501501989509e-06,14
PKN1,THBS1,1.5244399536040731e-06,4
CACNG3,GRIN2B,1.5244253914525884e-06,30
PTPN1,TSC1,1.5244238266376443e-06,5
NTN4,TRIO,1.5243075495163794e-06,4
NUP160,TAF15,1.5242910649249097e-06,4
ARNT,CYP4F12,1.524290098586789e-06,2
ST6GAL2,ST8SIA1,1.5242495589345983e-06,20
MORF4L1,MYCN,1.5242209026908625e-06,72
HDAC7,MAPK8,1.5241384999642449e-06,8
PMAIP1,TFAP2C,1.52413617123973e-06,63
NUP62,SLC26A9,1.5240382991166257e-06,2
PPARGC1A,RPS6KA2,1.5240245392715106e-06,24
HIPK2,TNRC6C,1.523986160378854e-06,6
KAT8,SMYD2,1.523867672936774e-06,8
ACTR2,PTK2,1.523769281010958e-06,324
CAMKK2,PPARGC1A,1.5237589946851908e-06,24
CD38,NMNAT1,1.5234370595029745e-06,56
CYCS,NOS2,1.5233581409237291e-06,128
ACSL3,GNB1,1.523341040865489e-06,2
DAGLB,PRKCE,1.5233008880954912e-06,6
FXN,SLC25A37,1.523288027271974e-06,4
HHEX,HNF1B,1.523273906300915e-06,5
UBE2D1,UGGT1,1.5232464334324902e-06,4
GDF7,RBL1,1.523237955325385e-06,2
ARHGAP42,BCR,1.523196942798677e-06,2
TH,TNFSF11,1.523096691483491e-06,28
EVPL,LCE2D,1.5230932604026748e-06,2
EGFR,GATA4,1.5230407212074581e-06,36
FRAT1,MAPK1,1.5230169273794392e-06,6
H3C11,TBP,1.5230093350915297e-06,12
ADCY1,GPX3,1.5229967138541411e-06,38
NUP85,POLR1A,1.5229940730776548e-06,2
EVPL,LORICRIN,1.5229788630222174e-06,4
PPARD,PPP3R1,1.5228464691485755e-06,4
MGLL,THRB,1.5228443999149022e-06,1
ERBIN,MYO9B,1.5226714810062181e-06,4
DLD,SMYD1,1.5226656147485809e-06,46
IQCE,SMURF1,1.5226243519350646e-06,6
PIK3R2,WASL,1.5225418926693815e-06,40
AGXT2,ENTPD7,1.5224762819343596e-06,2
CPEB1,MAD2L1,1.5224669596136664e-06,3
CD68,IDUA,1.5224526350721135e-06,1
CCKBR,RPS6KA2,1.522441635870564e-06,6
GNG7,PPP2R1B,1.5224167280170064e-06,6
CYP2C9,FMO4,1.5223537275232957e-06,1
DDX58,TMPRSS2,1.5223361060634488e-06,1
ADGRL3,DRD4,1.5223168810307718e-06,20
CPLX3,STX2,1.5223113837281588e-06,8
F13B,SERPINA1,1.522296137146384e-06,4
ATF6B,MBTPS1,1.5222938714032352e-06,2
ADCY7,GLI3,1.5221607468301418e-06,36
SLC16A10,TSHB,1.522140337636186e-06,7
FADS2,MCEE,1.522134311926493e-06,1
PTPN11,SLC27A3,1.5221297396860893e-06,14
FGF4,IGF1R,1.5220662059334256e-06,18
CROT,FADS2,1.5220149975903041e-06,2
ALDH9A1,HSD3B1,1.5219851547954022e-06,1
WIF1,WNT3A,1.5219271646965682e-06,10
GP6,SV2B,1.5219235194763314e-06,35
ELOVL6,NCOA2,1.5218993946556718e-06,15
COL11A2,PLEC,1.5217557458382935e-06,16
TRMT11,TRMT9B,1.521752614874441e-06,216
MAPK3,PLEC,1.5217460530292382e-06,8
FARP2,PAK2,1.5217146938084625e-06,1
ALDH7A1,PFKL,1.5216843367582555e-06,6
BRAF,NFKBIA,1.5216636982169387e-06,153
TGFBR3,TNF,1.5216119123214373e-06,30
BUB3,DIAPH3,1.521610122015209e-06,184
CSF1R,GNAI1,1.5215516764935377e-06,6
IGF1,PRKD1,1.5214975944038714e-06,42
RELA,RPS6KA2,1.5214935089602477e-06,8
CAP1,CAP2,1.5213908000077936e-06,2
PEDS1,PIK3C3,1.5213446202070695e-06,12
ACAN,BMP7,1.5213271897302525e-06,66
H2BC6,XRCC3,1.5212429076427725e-06,3
PDGFB,PGM2,1.5212008985188153e-06,75
RCHY1,RPA1,1.5211954407234884e-06,3
HMOX1,RAC1,1.5211444406304508e-06,2
ANK3,F5,1.521097598544685e-06,8
RAB23,RAB25,1.5210797386089325e-06,2
FMO4,RPL31,1.5210122228381806e-06,1
ERBB2,PLXNC1,1.5210010436324712e-06,3
LEP,RAC1,1.520998182513722e-06,2
CRHBP,SCTR,1.5209500361379469e-06,1
DHX15,RBM5,1.520888989858804e-06,6
ADCY3,CAMK1G,1.52083386240065e-06,2
SLC32A1,UGT1A10,1.5208176857110327e-06,6
ACLY,ASS1,1.520734836428043e-06,3
RORA,SERPINE1,1.5206907748618087e-06,28
CBL,NR3C1,1.5206259306363385e-06,20
HSPA6,RPTOR,1.5205990359982792e-06,42
CALM1,CHP2,1.5205198451440083e-06,1
ADCY5,PIK3CB,1.5204624856674648e-06,12
CALM1,DAB2IP,1.5204190049189492e-06,1
CYP2C9,TECRL,1.5204067649004266e-06,7
CEP41,UBC,1.5203756120740763e-06,3
PHC1,TRIM27,1.520341110191244e-06,3
FMO1,RPL23,1.5203074781311443e-06,1
GRB2,PPP1R3B,1.5203062844193482e-06,2
MAP2K3,MAPK4,1.5202039662653988e-06,2
MAP2K1,STX1B,1.5201214864646317e-06,1
AHCYL1,CTH,1.5201051556951259e-06,70
NMNAT3,SIRT5,1.5200902018600952e-06,12
CYP4F3,HAO2,1.520025222134791e-06,2
MTMR2,RUFY1,1.5200078138377648e-06,4
ALLC,PDE10A,1.519945859840277e-06,8
GPX4,NUP160,1.519912978344771e-06,44
BTRC,TUBG1,1.5198758534645807e-06,12
GRIN2A,MAPK14,1.5198725188879183e-06,14
KDM4C,YWHAQ,1.5198673451547833e-06,96
PANK3,TCN2,1.5198650667944125e-06,4
CADM1,CHL1,1.519809453527301e-06,69
MAP3K2,RAP1B,1.5197678067124798e-06,1
IP6K3,PTEN,1.5197097750779088e-06,81
PIK3AP1,PIK3CD,1.5196326330624288e-06,1
FOXO1,TLE3,1.519614940664377e-06,33
BCL2,TGFA,1.519614000509486e-06,80
HLA-DRA,IL10,1.519512293549505e-06,540
GUCA1B,SLC24A2,1.5194889547570645e-06,32
MEF2C,RUNX3,1.5194865688221804e-06,33
DHRS3,UGT2B15,1.5194714640953677e-06,6
NEUROG3,SPEN,1.5194584079836204e-06,4
LAMC1,LAMC2,1.5193435093921112e-06,22
FOXO3,TNFRSF11A,1.519321434291972e-06,6
GATAD2A,H2BC13,1.51929489078384e-06,4
KIF1A,KIF20B,1.5192777855927337e-06,36
GP6,TNN,1.51922878696301e-06,14
NR2C1,RORC,1.5191867248631752e-06,2
NUP160,SLC5A11,1.5191676538961474e-06,2
GNAS,HMGCR,1.5191572515504959e-06,2
GADD45A,RALGDS,1.5191563860807629e-06,72
H2BC6,SORL1,1.51914793633523e-06,2
FAM20B,HLA-A,1.5191110653747155e-06,66
IQGAP1,STAT5A,1.519063488331085e-06,2
PPP1R14A,TNS1,1.5190512385743205e-06,1
ATP6V0A4,MAP3K14,1.5190217705907116e-06,4
PIK3R2,THBS1,1.518986289760632e-06,32
PRICKLE1,RHOA,1.5189249756297762e-06,3
DEPDC5,SHOC2,1.5189016835392977e-06,2
RAB38,RAB5C,1.5187500434943324e-06,30
DGKE,PLCB1,1.5187468989097397e-06,1
CR2,MBL2,1.518742087104988e-06,306
APOE,ESR1,1.5187015883188122e-06,18
CSK,EPS15L1,1.5186939492650708e-06,2
HAPLN1,VCAN,1.5186584909621104e-06,8
CSF2,GRB2,1.5186479048428275e-06,35
CBL,JUN,1.518647068265988e-06,14
DPM3,ST6GALNAC3,1.5186445286493229e-06,24
G6PC2,STAT3,1.5186301756860605e-06,12
ADAM12,SH3GL3,1.5186282098511583e-06,1
PTK2,STAT5B,1.5186093220778685e-06,30
AKT3,RHOA,1.5185832246689124e-06,20
LEPR,STAT3,1.5185779158194874e-06,90
NUP85,SLC16A12,1.5185344466317474e-06,4
SGCG,SLC8A3,1.5184955102220954e-06,24
CCND3,LYN,1.5184709068720364e-06,57
ATP1B2,IFNAR2,1.5184034552473413e-06,4
PRKCA,SLC9A1,1.5183366926518893e-06,10
ATP2C2,ATP8B1,1.5183251163009004e-06,4
CYP2J2,PLA2G4D,1.5182734315304775e-06,8
NLRP3,PSTPIP1,1.518242845943707e-06,15
LAMA2,TCF7L1,1.5182397021806793e-06,8
ADCYAP1R1,RAMP1,1.518188791216346e-06,10
FYN,PPP2R1B,1.5181472117188396e-06,54
BMP7,CAB39,1.5181203883756707e-06,22
DNAJB6,GML,1.5181178075000237e-06,5
TRIM24,YWHAB,1.5180748139109745e-06,8
FSTL3,SDC2,1.5180333505782073e-06,4
MCM7,RBL1,1.5179246730667728e-06,3
H2AZ2,HMGB1,1.517883447377244e-06,1
H3-3A,TP73,1.5178792409642483e-06,1
CBL,PTPRJ,1.5178440690988282e-06,16
CDC42,TNK2,1.5177958863077379e-06,3
ASIP,EDN1,1.5177910523966887e-06,5
NOS2,STAT3,1.5177891758533524e-06,192
ATP6V1C1,PLCG1,1.5177745611438809e-06,4
IGF1,IL11,1.5176924025676424e-06,6
GPC5,UBC,1.5176498849968703e-06,8
HLA-DRA,TNF,1.5176474542509687e-06,18
FOLR2,SLC5A8,1.517586156296602e-06,2
GABRB2,PSEN2,1.5175856229940332e-06,20
IGF1,LHCGR,1.5175246659282493e-06,3
PAK5,TIAM1,1.5175131126265312e-06,6
ELAVL1,SF3B4,1.5175082846985433e-06,4
COPA,DCTN4,1.5174999326017513e-06,12
CYP2W1,UGT2B15,1.517455473276641e-06,2
SNRNP70,TXNL4A,1.5174440761711594e-06,4
HLA-C,TAP2,1.517395688807599e-06,276
ABCC8,ADCY3,1.5173938465173897e-06,12
H2BC11,PEX2,1.5173322746401634e-06,6
PABPC3,UPF1,1.5173141036939342e-06,1
IGF1,PFKFB3,1.5172510121908474e-06,48
NCL,SRC,1.5172378020622546e-06,4
CA2,SLC47A2,1.5172111691441614e-06,2
NUMB,TLE1,1.5171771098014754e-06,39
NUP85,RNGTT,1.5171487124376881e-06,8
PRKCQ,RGS9,1.5171408413070504e-06,135
CNTN6,MORF4L1,1.5171385238377244e-06,336
CEBPA,TRRAP,1.5171255351257666e-06,3
GSK3B,IL6,1.517097571815569e-06,24
IGF1,ITGA9,1.5170950670532572e-06,6
AKR1B1,ARCN1,1.5170565648148227e-06,12
HSPA1L,NR3C2,1.5170423466770444e-06,5
LIN7A,NRXN3,1.5169569854700526e-06,32
SCN10A,UGT2B15,1.5169083187049903e-06,4
CDH3,IL6,1.5168986739810818e-06,20
GNB4,GPHN,1.5168448328495288e-06,2
MAP3K9,SYNE3,1.516805265930536e-06,9
APOB,FNBP1L,1.5167560736273344e-06,16
H3C11,KMT2B,1.5167487434908367e-06,3
CYTH3,GPLD1,1.5167066749199876e-06,1
CXCL13,TANK,1.5166781011376535e-06,15
CADM1,CDH17,1.5166624156184498e-06,46
PAPSS1,YWHAB,1.5166309573766412e-06,10
CYP2F1,SLC16A10,1.51654140965821e-06,28
SLC10A2,SLC2A1,1.516538411617706e-06,11
MAP3K5,MEF2C,1.5165189495291997e-06,2
LDLR,SYT1,1.5165054980670334e-06,16
LEMD2,RNF103-CHMP3,1.5164968232284082e-06,3
EXOC2,RPGRIP1L,1.516448963553121e-06,76
DOCK4,VANGL1,1.5163022444308893e-06,6
DGKQ,PIK3C2G,1.5162997257789357e-06,2
G6PC2,TNF,1.5162084148201416e-06,4
COP1,UBE2N,1.5161990631895605e-06,1
GRB7,PDGFC,1.5161576229161256e-06,20
DEFB1,TLR2,1.5160263480140657e-06,6
MYH9,UTRN,1.51599318580035e-06,3
BMP2,RHOA,1.5159546868925844e-06,4
CYP1A2,GCDH,1.5159458139901716e-06,6
ACTB,PSMA1,1.5158639922185912e-06,2
