gene,degree,importance_sum,importance_mean,n_nodes
KIF20B,9,0.0113874795,0.0012652755,1
SF3B4,7,0.0113848625,0.0016264089,1
MARK3,34,0.011374494,0.0006690879,2
JARID2,119,0.01136923,0.0016241757,17
DLL3,22,0.0113543,0.00051610457,1
PSMB9,189,0.011342855,0.0004201058,7
SIKE1,7,0.011313904,0.001616272,1
ENPP1,22,0.011300333,0.00051365147,1
RGS5,52,0.011296144,0.0008689341,4
DEFB136,5,0.011284471,0.002256894,1
MUC2,13,0.011283417,0.00086795515,1
SLC15A2,5,0.0112821665,0.0022564332,1
AHCYL1,24,0.011252535,0.0009377112,2
P4HA2,63,0.01124707,0.0012496745,7
MAPKAPK3,48,0.011244569,0.00023426185,1
CDC42EP1,11,0.011243747,0.0010221588,1
XYLT1,84,0.011243411,0.0008031009,6
ALDH1L2,6,0.011238189,0.0018730316,1
HMGCLL1,30,0.0112320455,0.0011232046,3
H4C4,94,0.011227381,0.00011944023,1
HAO2,9,0.01122457,0.0012471745,1
AK5,22,0.011212129,0.0010192845,2
NAA35,4,0.01118952,0.00279738,1
ADAMTS16,12,0.011182362,0.0018637271,2
RUFY1,6,0.011158449,0.0018597414,1
AKR1D1,74,0.011157566,0.00030155585,2
PARD6G,10,0.011153812,0.0011153811,1
DOK5,42,0.011151248,0.0015930353,6
COL11A2,88,0.011141732,0.0010128848,8
SLC1A2,30,0.011141398,0.0007427599,2
PHKG2,8,0.011125374,0.0013906717,1
ARHGAP42,10,0.011125207,0.0011125207,1
ASB2,14,0.011123508,0.0015890726,2
FCN2,8,0.011086836,0.0013858546,1
PIP4K2A,31,0.011086152,0.0003576178,1
HEY1,90,0.01107413,0.00036913765,3
LCK,114,0.011074027,9.714059e-05,1
CYTH3,14,0.011068682,0.00079062016,1
SKA1,18,0.011065836,0.00061476865,1
KIR2DL1,12,0.011049981,0.0018416636,2
SEMA3E,24,0.011041291,0.0013801614,3
MMUT,117,0.011038027,0.00028302634,3
PAX8,6,0.011037646,0.0018396076,1
ACER2,32,0.011018603,0.0013773254,4
DLK1,18,0.0110100135,0.0012233348,2
CNGB1,48,0.011005982,0.00068787386,3
MX1,13,0.011000316,0.00084617815,1
TACC3,18,0.010999085,0.0012221206,2
STK38,8,0.010992557,0.0013740696,1
CAND1,9,0.010986407,0.001220712,1
ATP8B2,7,0.01098213,0.0015688756,1
THRB,18,0.010980485,0.00061002694,1
COG3,22,0.010974897,0.000997718,2
PPP6R3,39,0.010967246,0.0008436343,3
SEMA6D,112,0.010963755,0.0013704693,14
LY96,120,0.010960127,0.0002740032,3
SLC6A9,35,0.010958073,0.0015654389,5
TYRP1,80,0.01095051,0.0013688138,10
ANP32A,12,0.010949167,0.0018248612,2
MED16,6,0.010933625,0.0018222708,1
CPN1,7,0.010929589,0.0015613699,1
AKAP13,22,0.010917227,0.0004962376,1
DYNC2I1,16,0.010916904,0.001364613,2
ARHGAP33,8,0.010911481,0.0013639352,1
CDH3,90,0.010903176,0.001211464,10
B3GNT2,1066,0.010899691,0.00083843776,82
TP63,243,0.010885853,0.00040317973,9
CHP1,9,0.010884113,0.0012093459,1
OSBP,5,0.010874612,0.0021749225,1
ARHGAP45,10,0.01087145,0.0010871451,1
TRRAP,19,0.010863486,0.0005717624,1
ATG12,21,0.010854711,0.000516891,1
RNF40,5,0.010852192,0.0021704384,1
KIF5A,23,0.010835842,0.00047112358,1
MYL7,8,0.010831193,0.0013538991,1
ADRA1A,152,0.010823531,0.00014241488,2
E2F8,7,0.010818227,0.001545461,1
TGFBR3,135,0.0108063575,0.0012007063,15
MRPS21,7,0.010797281,0.0015424687,1
TARS1,28,0.010788325,0.0015411893,4
SRSF3,14,0.010784085,0.0007702918,1
PAG1,75,0.010769903,0.0007179935,5
DNAL4,16,0.010767739,0.0013459674,2
NMT1,26,0.010766534,0.000828195,2
ACOT12,12,0.010751672,0.00089597265,1
PRKG1,34,0.010747344,0.00031609836,1
VARS1,8,0.010742543,0.0013428179,1
GPHN,22,0.010726837,0.0009751671,2
GP6,49,0.010723179,0.0015318826,7
SLC28A1,10,0.010723039,0.0010723039,1
NDUFS2,21,0.010719197,0.00051043794,1
PTPN22,6,0.010716436,0.0017860727,1
EDEM2,7,0.010703194,0.0015290277,1
CDC42EP5,126,0.010688988,0.0015269984,18
CDK2,128,0.010674552,8.339494e-05,1
ACVR1,45,0.010674168,0.00071161124,3
CNDP1,12,0.010670634,0.0008892195,1
AP4B1,6,0.010665106,0.0017775176,1
FCGR3B,32,0.010664398,0.00066652487,2
NTPCR,7,0.010653574,0.0015219392,1
UROC1,7,0.010642772,0.001520396,1
PDE1C,22,0.010639068,0.000483594,1
FAN1,6,0.010634268,0.001772378,1
MMAA,8,0.010631659,0.0013289574,1
GPR39,14,0.01063121,0.00075937214,1
SUMO3,23,0.010628171,0.0004620944,1
PTPN2,612,0.010626532,0.00059036294,34
GBP4,5,0.010619481,0.0021238963,1
GALNT2,14,0.010609775,0.00075784104,1
MAF,187,0.010606595,0.00062391744,11
HRH1,14,0.010602525,0.0007573232,1
SMARCD3,84,0.010602126,0.0005048631,4
CDCA8,19,0.010599561,0.00055787165,1
MAPK12,110,0.010563698,9.603362e-05,1
IL15RA,320,0.010560818,0.0006600511,20
USO1,15,0.010559689,0.0007039793,1
MRPS23,12,0.010559677,0.0017599462,2
TNXB,26,0.010553228,0.00081178674,2
DNAJC6,7,0.010551097,0.0015072996,1
RNF123,8,0.010546188,0.0013182735,1
CD2BP2,6,0.0105418805,0.0017569801,1
NLGN1,28,0.010536509,0.0015052155,4
CDH10,6,0.010531545,0.0017552575,1
HSD17B4,88,0.010530329,0.00023932566,2
MRPS5,7,0.010530117,0.0015043024,1
GLP2R,15,0.010510435,0.0007006957,1
GPD2,38,0.01050354,0.00055281795,2
CD209,11,0.010494281,0.0009540255,1
TNN,20,0.010491103,0.0010491102,2
ARHGAP28,5,0.010484873,0.0020969748,1
MRPL19,8,0.010481086,0.0013101357,1
FGF21,252,0.010477297,0.00037418917,9
C4BPB,7,0.0104644215,0.0014949173,1
SSTR1,13,0.010460704,0.0008046695,1
ANGPT4,12,0.010459886,0.00087165716,1
UTP15,10,0.0104530025,0.0020906003,2
GFRA1,19,0.01045065,0.0005500342,1
UGP2,128,0.0104459245,0.00032643514,4
CYP3A7-CYP3A51P,25,0.0104424665,0.00041769867,1
PEAK1,6,0.010436556,0.001739426,1
NARS2,16,0.010426634,0.0013033292,2
DCTPP1,5,0.010411987,0.0020823975,1
TCF4,20,0.010411724,0.0005205862,1
ARHGAP25,5,0.010403119,0.0020806238,1
SLU7,18,0.010402067,0.0011557852,2
YAF2,6,0.010398175,0.0017330291,1
EED,145,0.010396691,0.00035850663,5
SLC26A1,12,0.01039562,0.00086630165,1
CNOT10,11,0.010390205,0.0009445641,1
PABPC1,120,0.010372916,0.00043220483,5
OAZ1,6,0.0103646405,0.00172744,1
CHERP,5,0.010360841,0.002072168,1
GSTA4,34,0.010356113,0.0006091831,2
AXIN1,71,0.01035609,0.00014586042,1
VRK1,9,0.010354331,0.0011504812,1
EPAS1,38,0.010351948,0.0005448394,2
FYB1,12,0.010338021,0.0008615018,1
TBPL2,18,0.01032346,0.0017205767,3
SMUG1,11,0.010310825,0.0009373477,1
MADD,17,0.010295014,0.00060558907,1
MED24,24,0.010294246,0.0017157076,4
IL36G,14,0.0102830725,0.0014690104,2
CHRNA5,10,0.010272025,0.0010272025,1
ARAP2,154,0.010269592,0.00073354226,11
RAB32,7,0.010269376,0.0014670538,1
DGKI,13,0.010268585,0.0007898911,1
IL18RAP,132,0.0102595175,0.00085495977,11
COL11A1,70,0.010259098,0.0010259098,7
OTUD3,225,0.010253468,0.0011392742,25
GALNT12,16,0.010244093,0.0012805116,2
GLYATL3,7,0.01023953,0.0014627901,1
CRP,40,0.010235442,0.0010235441,4
SULT1C4,6,0.010234872,0.0017058119,1
RNF144B,24,0.010228946,0.0017048244,4
PLEK,273,0.010207772,0.0014582531,39
SNAI2,36,0.010206433,0.00056702405,2
LCLAT1,10,0.010203466,0.0010203465,1
ITPKB,44,0.010198846,0.0009271679,4
CRYBA4,7,0.010194781,0.0014563974,1
LTF,55,0.010191036,0.0009264578,5
WARS1,11,0.010188433,0.0009262212,1
DAB2,32,0.010182472,0.0006364045,2
APH1B,37,0.01017973,0.00027512785,1
SEC16B,24,0.010175822,0.0012719778,3
KDM4C,176,0.010173494,0.0009248631,16
MCM7,27,0.010151589,0.0003759848,1
FGFBP2,18,0.010142044,0.0016903407,3
SNAPC3,7,0.010116209,0.0014451727,1
CD33,6,0.010114812,0.001685802,1
PLXNC1,18,0.010086656,0.0016811093,3
FERMT3,6,0.010082884,0.0016804807,1
ATP10A,32,0.0100767985,0.0012595998,4
RRAGD,24,0.010071848,0.00041966033,1
SIRT5,7,0.010055785,0.0014365407,1
ADSS2,30,0.010034276,0.00033447586,1
TLR10,21,0.010030782,0.0014329688,3
SLC39A8,176,0.010030735,0.000911885,16
SLC36A1,11,0.0100262975,0.0009114816,1
CH25H,56,0.0100178765,0.0007155626,4
PACS1,7,0.010012532,0.0014303616,1
PLPPR3,6,0.010011613,0.0016686022,1
NCK2,126,0.009990125,0.00023786012,3
ANO6,42,0.009981318,0.001663553,7
CAMK1G,5,0.00997407,0.001994814,1
HAO1,8,0.009968668,0.0012460835,1
NET1,15,0.009951186,0.00066341244,1
SEPSECS,14,0.0099434275,0.0014204897,2
FRK,36,0.009939152,0.0011043502,4
C5,31,0.009939096,0.000320616,1
FPR3,42,0.009931777,0.0007094126,3
LRP5,108,0.009929858,0.0002758294,3
KIFC1,48,0.009927778,0.0012409722,6
TFF3,7,0.009926522,0.0014180746,1
BCL2L14,24,0.009863388,0.0012329235,3
TUBGCP5,11,0.009854496,0.00089586334,1
CLDN18,30,0.009844837,0.0009844837,3
ACVR2A,220,0.009842261,0.00049211306,11
RARS1,22,0.009839661,0.0008945147,2
ABO,32,0.009831009,0.0012288762,4
CDH18,54,0.009821504,0.0016369174,9
CLEC4E,12,0.009810733,0.0016351221,2
SLC19A1,10,0.009809412,0.0009809412,1
NKD1,96,0.009801269,0.0008167724,8
CYP1B1,38,0.009796362,0.00025779902,1
OSMR,17,0.009778524,0.0005752073,1
RASSF1,12,0.009762342,0.0008135285,1
AGA,21,0.009752169,0.001393167,3
HTR3E,10,0.009741958,0.0019483916,2
DHCR24,37,0.009714231,0.0002625468,1
CIITA,90,0.00971129,0.00097112893,9
FBXO5,60,0.009706404,0.00064709364,4
POU4F2,8,0.009703643,0.0012129553,1
CCR3,900,0.009697486,0.00032324952,30
UTS2B,8,0.009694435,0.0012118043,1
CTPS1,18,0.009692813,0.0005384896,1
CDH8,189,0.009690363,0.0013843375,27
RETSAT,10,0.0096895285,0.00096895284,1
KLHL25,7,0.009666725,0.0013809607,1
GALNT14,16,0.009652173,0.0012065216,2
RGS1,720,0.009648024,0.0006432016,48
OAS3,16,0.009646,0.000602875,1
UBAP1,24,0.009644044,0.0008036703,2
RALBP1,78,0.009633219,0.0003705084,3
ADRB1,78,0.009628035,0.00012343634,1
BRD7,7,0.009617524,0.001373932,1
ENTPD5,32,0.0096173715,0.00030054286,1
SLC16A7,96,0.009616925,0.0012021157,12
GBP2,6,0.009605609,0.0016009348,1
CLDN10,30,0.009602498,0.0009602499,3
CA2,13,0.009596469,0.0007381899,1
IL26,12,0.009592831,0.0015988052,2
SLC1A3,112,0.009592051,0.00059950317,7
ZNF423,21,0.009557637,0.0013653768,3
KMT5A,72,0.00955623,0.0005309017,4
ARHGEF38,24,0.009545944,0.001193243,3
ATP8B1,14,0.009545158,0.001363594,2
CYP2W1,9,0.009544343,0.0010604826,1
SEMA3A,32,0.009541004,0.0011926255,4
CDC27,44,0.009521838,0.00021640542,1
FBXW7,114,0.009518505,0.00025048698,3
KCTD3,25,0.00950726,0.0019014521,5
RGS6,64,0.00950347,0.00059396686,4
GRM7,68,0.009500977,0.000558881,4
TNS3,49,0.009499648,0.0013570925,7
MMP24,5,0.009482269,0.0018964538,1
DLG5,30,0.009481105,0.0009481106,3
CLDN24,6,0.009471613,0.0015786021,1
NR2F2,30,0.009470394,0.001578399,5
ANXA1,34,0.0094560385,0.00055623753,2
CACNG2,18,0.009455124,0.0005252847,1
FMO1,12,0.009454743,0.00078789523,1
TRIM27,45,0.009453046,0.0006302031,3
IRS2,704,0.009435087,0.0001072169,8
IRF4,756,0.009424273,0.0005235707,42
PDHA2,147,0.009421668,0.00044865086,7
CDK6,74,0.009415674,0.00012723883,1
YKT6,21,0.009411998,0.00044819037,1
CD109,14,0.009401617,0.0013430881,2
IDUA,11,0.009395157,0.00085410516,1
PPCDC,8,0.009379364,0.0011724205,1
CNR1,40,0.009376849,0.00046884245,2
ARHGAP23,12,0.00937623,0.001562705,2
PPM1B,35,0.009372672,0.0013389532,5
CPSF6,14,0.009365422,0.0013379174,2
STX1B,10,0.009354631,0.0009354631,1
KLF4,304,0.009345859,0.00049188733,16
TENT4A,8,0.00934485,0.0011681062,1
WWC1,14,0.009325739,0.0013322483,2
MTHFD1L,15,0.009313356,0.0006208904,1
SULT1B1,6,0.00931176,0.00155196,1
FBP1,30,0.009296628,0.0003098876,1
KDM3A,13,0.009294557,0.000714966,1
PSMB7,36,0.009282012,0.00025783366,1
TNFSF14,36,0.009265723,0.0010295248,4
FSTL3,8,0.009258327,0.0011572909,1
MCU,12,0.009256738,0.0007713949,1
IL12RB1,48,0.009256145,0.00038567273,2
FA2H,12,0.009252062,0.0015420103,2
FXYD6,10,0.009249363,0.0009249363,1
TTC21B,9,0.009246693,0.0010274104,1
PTPN5,4,0.00924611,0.0023115275,1
ZNF274,5,0.009242699,0.0018485397,1
TXN,59,0.009236527,0.0001565513,1
FGF1,105,0.0092348205,8.795067e-05,1
AK3,56,0.009232405,0.00065945747,4
SLC25A2,24,0.009228101,0.0007690084,2
PPARD,120,0.0092208395,0.0003073613,4
ANGPT2,15,0.0092205405,0.0006147027,1
SCNN1A,210,0.009217967,0.0002633705,6
EPHA1,9,0.009215547,0.0010239496,1
B2M,35,0.009214857,0.00026328163,1
ATP13A2,8,0.0092124045,0.0023031011,2
CTDSP1,24,0.009201201,0.0015335336,4
DDO,12,0.009178667,0.00076488894,1
IL12RB2,480,0.009172741,0.0004586371,24
SEMA7A,6,0.009171618,0.001528603,1
SAMHD1,16,0.009168391,0.0011460489,2
HPGDS,18,0.009154124,0.0005085624,1
CISH,22,0.009148175,0.00041582613,1
DOCK4,39,0.009141392,0.000703184,3
RCN1,5,0.009121796,0.0018243592,1
HPSE,12,0.009118837,0.0007599031,1
CDH9,60,0.009115955,0.0015193258,10
WNT9B,102,0.009113069,0.0002680314,3
TCF12,13,0.0090882685,0.0006990976,1
MED25,5,0.009080847,0.0018161694,1
CFB,13,0.009074473,0.0006980364,1
SPRY2,92,0.009071418,0.0003944095,4
TNFSF4,119,0.009058837,0.0012941195,17
COL9A1,26,0.009052906,0.0003481887,1
SLC2A7,7,0.009039714,0.0012913877,1
CFHR1,10,0.009036431,0.0018072862,2
SLC2A12,8,0.009030437,0.0011288046,1
UBE2E1,48,0.009016417,0.00018784202,1
GREB1,14,0.009008651,0.0012869501,2
MYLK4,20,0.009005188,0.00090051885,2
BCL3,5,0.009001503,0.0018003006,1
QRFPR,40,0.008996353,0.0011245441,5
FCGR2B,13,0.008992786,0.00069175276,1
LAMB1,36,0.008991965,0.00024977681,1
CHRNA1,13,0.008988474,0.00069142104,1
CEBPG,16,0.008983007,0.0011228758,2
GTF2A1,25,0.008975317,0.00035901266,1
GAB1,108,0.008969516,8.305107e-05,1
CTH,230,0.0089693675,0.00019498626,5
MST1,12,0.008968559,0.0007473799,1
DGKB,52,0.008959246,0.00068917277,4
KEAP1,208,0.008958111,0.0003445427,8
RLBP1,6,0.008955137,0.0014925228,1
VCAM1,627,0.008953721,0.00027132488,19
UBE3C,10,0.008953027,0.0017906056,2
MARCKS,32,0.008943386,0.0011179233,4
CFI,8,0.0089348,0.00111685,1
LEMD2,10,0.008934075,0.0008934075,1
DOCK9,20,0.008933013,0.00089330133,2
SELL,27,0.008929249,0.0009921388,3
ASB13,7,0.008923955,0.0012748508,1
FKBP9,4,0.008919195,0.0022297988,1
NGEF,26,0.008918488,0.0003430188,1
CBR4,10,0.008912776,0.001782555,2
PINK1,30,0.0089040855,0.0005936057,2
PRCP,8,0.008896307,0.0011120384,1
EXOC5,8,0.008895915,0.0011119894,1
CADM1,184,0.008885361,0.0011106702,23
BRD4,5,0.008883475,0.001776695,1
SOCS7,4,0.008883057,0.0022207643,1
CYB5A,7,0.008880352,0.0012686217,1
ARHGAP40,12,0.008867085,0.0014778473,2
EEA1,15,0.0088546565,0.0017709313,3
MMP15,21,0.008851812,0.0012645447,3
CDK5R1,38,0.008838957,0.00023260414,1
TULP4,3,0.008838556,0.0029461852,1
NMS,24,0.008833185,0.0011041481,3
CNTN6,112,0.008821132,0.0011026415,14
PAX5,20,0.008821005,0.00088210043,2
SEC24D,17,0.008805311,0.0005179595,1
IFT74,5,0.008795691,0.0017591382,1
SLC2A9,21,0.008793612,0.0012562303,3
E2F6,5,0.008784267,0.0017568534,1
VAC14,12,0.008777087,0.0007314239,1
TAF6,22,0.008776574,0.0003989352,1
DSCAM,49,0.008768526,0.0012526466,7
OPN5,14,0.00876205,0.0012517216,2
MTNR1B,44,0.008757446,0.00079613144,4
TNR,30,0.008757322,0.00087573216,3
IRAK3,7,0.008754529,0.001250647,1
ELF2,6,0.008752695,0.0014587826,1
UTP25,4,0.008751435,0.0021878588,1
DNM3,22,0.008730591,0.00039684505,1
FBXW2,66,0.008720595,0.0007927814,6
PTPRB,6,0.008717364,0.001452894,1
FER,18,0.008707014,0.000967446,2
HLA-DMA,155,0.008697377,0.00028056052,5
CCNA1,81,0.008697068,0.00010737121,1
BAG5,4,0.008695999,0.0021739998,1
MIR34AHG,2,0.008694684,0.004347342,1
RPL30,28,0.008694288,0.0003105103,1
ATP6V0A1,182,0.00868297,0.00033396037,7
NAGLU,16,0.008682359,0.0010852949,2
SLC26A2,15,0.008679113,0.00057860755,1
SKIV2L,8,0.008664891,0.0010831114,1
TECRL,35,0.008662948,0.0017325898,7
RORC,12,0.008649063,0.00072075526,1
IWS1,15,0.00864679,0.001729358,3
ITGB3,96,0.008643228,9.003362e-05,1
FBXL19,7,0.008637585,0.0012339407,1
WFS1,30,0.008637485,0.0014395808,5
CYB5R2,5,0.008629531,0.0017259062,1
ELAVL1,34,0.00862701,0.00050747115,2
MUC4,9,0.008624304,0.000958256,1
GADL1,8,0.008602244,0.0010752805,1
ANK3,30,0.0085909525,0.00057273015,2
NCR2,18,0.008588926,0.0014314876,3
PIK3R5,82,0.00858465,0.00020938172,2
JAG2,38,0.008580364,0.00022579906,1
MYO19,5,0.008569328,0.0017138657,1
ST6GAL2,50,0.008562116,0.0008562116,5
B9D2,23,0.008561121,0.00037222265,1
MTF2,150,0.008549672,0.0014249452,25
RCHY1,14,0.008549499,0.0006106785,1
MBD5,4,0.008541605,0.0021354014,1
KRT27,4,0.0085320175,0.0021330044,1
AGXT2,15,0.008525684,0.0005683789,1
OLA1,4,0.008520289,0.0021300723,1
ATP2A2,80,0.0085181445,0.00010647681,1
HARS1,10,0.008516182,0.00085161824,1
SLC2A10,14,0.008502509,0.0012146442,2
SDCBP,23,0.008500001,0.00036956527,1
LGR5,10,0.0084998,0.0016999601,2
PTCD3,12,0.008486683,0.0014144471,2
SLC1A7,11,0.008484297,0.00077129976,1
RNF146,12,0.008479166,0.0007065972,1
TRDN,16,0.008477846,0.0010597308,2
CLCA2,14,0.008472843,0.0012104062,2
COL4A2,37,0.008470842,0.00022894167,1
S100A7,7,0.008466175,0.0012094536,1
PPIF,143,0.008465088,0.0007695535,13
NPHS1,6,0.008463262,0.0014105436,1
ZDHHC21,7,0.008453339,0.0012076199,1
GSTO1,20,0.008449732,0.00042248663,1
RBCK1,28,0.008447523,0.00060339447,2
IVL,20,0.008446254,0.0016892508,4
DEFB123,5,0.0084378775,0.0016875755,1
PDE4A,126,0.008436877,0.00060263404,9
FBXO11,16,0.008436587,0.0010545733,2
SLC2A13,112,0.008425153,0.0012035932,16
CYTH1,12,0.0084206965,0.0007017247,1
ZNF25,4,0.008414397,0.0021035993,1
FCHO2,4,0.008414319,0.0021035797,1
RUVBL2,8,0.008413921,0.0010517401,1
STIM1,16,0.008413611,0.0005258507,1
FAR1,20,0.008385033,0.0016770067,4
TPST2,7,0.00838389,0.0011976985,1
RAB23,7,0.008382986,0.0011975694,1
ST6GALNAC5,16,0.008367535,0.0010459418,2
IFNL2,10,0.008364995,0.001672999,2
DEFB115,5,0.008344089,0.0016688177,1
FBF1,4,0.0083364565,0.0020841141,1
MRPL51,6,0.008333449,0.0013889082,1
SEC24C,17,0.00832348,0.0004896165,1
MIS18BP1,8,0.008321563,0.0020803907,2
GLRA3,4,0.008313957,0.0020784892,1
SLC39A14,11,0.008305143,0.00075501297,1
SPTBN1,37,0.008299106,0.00022430015,1
POLN,5,0.008296131,0.0016592263,1
CYP27C1,3,0.008295131,0.0027650436,1
HIP1R,5,0.008290938,0.0016581876,1
NPFFR2,20,0.008286728,0.00082867267,2
AVPR1A,28,0.008285763,0.0005918402,2
PHLDA1,20,0.008284779,0.0016569557,4
CSTF3,13,0.008273603,0.00063643104,1
KCNK2,120,0.008273394,0.0008273393,12
LOXL1,15,0.008269809,0.0016539618,3
MLLT3,90,0.008266782,0.0013777971,15
DOK4,5,0.008265985,0.001653197,1
ZNF154,4,0.008265503,0.0020663757,1
POLD3,104,0.008260241,0.00015885079,2
BCL2L11,98,0.008232908,0.00016801854,2
OR2Y1,3,0.008229404,0.0027431345,1
ETV6,60,0.008228782,0.00082287815,6
IP6K3,24,0.008225872,0.001028234,3
ZP3,4,0.008222302,0.0020555756,1
ETNPPL,18,0.008208308,0.0013680514,3
GRIP1,11,0.008208073,0.00074618845,1
CD46,16,0.008204657,0.0010255821,2
FSTL1,24,0.008195851,0.0010244814,3
MRPL9,7,0.008195718,0.0011708168,1
TRIT1,4,0.008187675,0.0020469187,1
PRC1,7,0.00818474,0.0011692486,1
RING1,135,0.008183425,0.00030308985,5
GRIK2,110,0.008182956,0.0008182956,11
SNX5,6,0.008173415,0.0013622359,1
ZNF713,4,0.008173224,0.002043306,1
OR1M1,3,0.008164216,0.0027214054,1
IL36A,12,0.008141104,0.0013568506,2
GPR161,7,0.008125418,0.001160774,1
IL37,16,0.008123955,0.0010154943,2
TNFRSF1B,22,0.008119564,0.00036907106,1
SLC24A4,20,0.008106032,0.0016212064,4
PRMT6,20,0.008103255,0.0008103255,2
ZNF212,4,0.008101045,0.0020252613,1
RNGTT,64,0.008094369,0.0005058981,4
OR56B1,3,0.008084789,0.0026949297,1
CHST6,42,0.008083626,0.0011548036,6
CDC42SE2,5,0.008063658,0.0016127316,1
HHAT,14,0.00806221,0.0011517443,2
GNPAT,14,0.008056184,0.00057544175,1
STON1,4,0.0080558015,0.0020139504,1
RSPO3,460,0.008039916,0.00080399157,46
GAS2,7,0.008032916,0.0011475595,1
RPL18,26,0.008025873,0.00030868745,1
DEFA5,8,0.008013388,0.0010016735,1
HNF1A,13,0.007996443,0.00061511097,1
RPL24,26,0.0079948,0.0003074923,1
OR9G4,3,0.00799017,0.00266339,1
MAP3K9,36,0.007988685,0.0006657238,3
RBX1,101,0.007985167,7.9061065e-05,1
WNT3,138,0.007983528,0.00017355494,3
PTPRF,33,0.0079825185,0.0007256835,3
HTR3A,6,0.007971206,0.0013285343,1
SLIT3,16,0.007949939,0.0009937424,2
BST1,119,0.007945749,0.000467397,7
FZD10,72,0.007941714,0.00022060313,2
SLC44A5,18,0.0079383375,0.00088203757,2
COL16A1,18,0.0079368455,0.00088187173,2
SIGLEC11,3,0.007921202,0.0026404008,1
GDF6,52,0.0079152575,0.000608866,4
CDH12,30,0.007902158,0.0013170264,5
FGFBP1,16,0.007898746,0.0009873433,2
LYPLA1,11,0.007896096,0.00071782694,1
ST6GALNAC3,72,0.0078953365,0.00043862982,4
ASPG,4,0.00788317,0.0019707924,1
YY1AP1,5,0.00787585,0.0015751701,1
HS3ST4,168,0.007874854,0.0009843567,21
SCIN,12,0.007869316,0.0013115527,2
ITGA1,92,0.007854347,0.00017074667,2
ACTR5,4,0.007852479,0.0019631197,1
PRG3,4,0.007834915,0.0019587288,1
SCN3A,9,0.007831973,0.0008702192,1
DDAH2,4,0.007821134,0.0019552836,1
GABRB1,60,0.007817987,0.0005211992,4
IRS1,112,0.0077984217,6.962877e-05,1
PDE8B,11,0.0077964454,0.00070876774,1
HTR3D,10,0.007791346,0.0015582691,2
KCNK9,135,0.0077829184,0.0008647687,15
HEYL,16,0.0077641066,0.00048525666,1
FANCI,22,0.007762425,0.000705675,2
S100A7A,5,0.0077563655,0.001551273,1
PI3,6,0.0077518392,0.0012919732,1
ASB18,7,0.007718493,0.0011026419,1
ENTPD7,4,0.007716309,0.0019290772,1
ACOX2,148,0.0077158147,0.00020853552,4
NTNG2,5,0.007710675,0.0015421349,1
CXCR6,12,0.007707287,0.0006422739,1
CXCR5,300,0.0077048317,0.0005136554,20
ATG2B,7,0.007698529,0.0010997899,1
CD58,63,0.007685875,0.0010979822,9
GYPA,16,0.0076815966,0.0019203991,4
CDK12,30,0.00767716,0.001535432,6
PLRG1,5,0.0076749325,0.0015349865,1
SPAM1,7,0.0076593687,0.0010941955,1
SNRPB2,16,0.0076432163,0.00095540204,2
PKD2,10,0.007643193,0.0015286386,2
P4HA3,17,0.007642721,0.00044957182,1
IYD,6,0.007639729,0.0012732882,1
CASP5,6,0.007638774,0.001273129,1
BTG1,8,0.0076367212,0.00095459016,1
SAR1B,17,0.0076241954,0.00044848208,1
XCR1,429,0.007622361,0.0005863355,33
TTLL12,3,0.0076206904,0.00254023,1
CXXC4,8,0.0076113488,0.0009514186,1
CACNA1B,20,0.0076096063,0.0003804803,1
PPFIA2,10,0.0076093078,0.00076093076,1
SLC11A1,48,0.0076029124,0.000633576,4
VAPB,17,0.0076019843,0.00044717555,1
LMO1,25,0.007595719,0.0015191437,5
BAAT,74,0.0075901365,0.00020513881,2
IGFBP3,200,0.007584943,0.0003033977,8
KIR3DL2,18,0.007577496,0.0012629161,3
ACER3,22,0.0075740004,0.00068854546,2
EVC2,8,0.0075722327,0.0009465291,1
RGS14,39,0.0075615193,0.00058165536,3
PEX14,24,0.0075563285,0.0006296941,2
NPAS2,35,0.0075505166,0.0010786451,5
MLXIPL,11,0.007544284,0.00068584405,1
GTF2I,30,0.0075403485,0.0015080696,6
MAN1A1,45,0.0075318757,0.00050212507,3
IGFBP4,7,0.007530853,0.0010758361,1
KCNA4,5,0.007515218,0.0015030436,1
KDM4B,33,0.007512523,0.0006829566,3
PIK3C2G,22,0.007511645,0.00034143843,1
PRLR,63,0.007507976,0.00035752263,3
OSBPL5,12,0.007504326,0.001250721,2
AP1S3,17,0.007498324,0.00044107786,1
RIN2,24,0.007498258,0.0012497096,4
SKI,42,0.007495375,0.00035692262,2
HIPK1,8,0.0074918475,0.00093648094,1
SALL1,55,0.0074798,0.0014959599,11
EFNA4,39,0.007479549,0.0005753499,3
IRAG1,12,0.007478637,0.0012464395,2
TAS2R1,7,0.0074775596,0.0010682228,1
ACHE,20,0.0074708,0.00037354,1
WDR11,45,0.00745973,0.001491946,9
TRIM14,4,0.0074591087,0.0018647772,1
PFAS,25,0.007458904,0.00029835614,1
C9orf72,12,0.007458048,0.001864512,3
TBC1D4,33,0.0074534845,0.0006775895,3
ESPN,4,0.007451166,0.0018627915,1
RAB44,12,0.00745022,0.0012417033,2
SETD6,4,0.007448661,0.0018621653,1
AMY2A,8,0.007438861,0.0009298576,1
MSX2,28,0.0074374573,0.0010624939,4
