gene,degree,importance_sum,importance_mean,n_nodes
ADD2,2,0.0010674018,0.0005337009,1
RBMXL2,2,0.0010662645,0.0010662645,2
REXO2,22,0.0010654195,0.0010654195,22
CALCRL,119,0.0010627749,6.251618e-05,7
ADIPOR1,10,0.0010610147,0.00010610147,1
GALNS,7,0.0010597657,0.0001513951,1
TNFRSF6B,18,0.001058511,5.8806167e-05,1
SHTN1,5,0.0010575479,0.00021150957,1
PABPC3,3,0.0010569954,0.0003523318,1
CCL23,84,0.001053961,8.783008e-05,7
OR5K4,6,0.0010514697,0.0003504899,2
SLC10A6,3,0.0010514598,0.0003504866,1
PBX3,24,0.0010508648,0.00035028826,8
TYMP,23,0.0010505274,4.5675108e-05,1
OR51E1,9,0.0010488,0.00034959996,3
PTPRT,10,0.0010466793,0.0010466793,10
RBM28,1,0.001046613,0.001046613,1
HELZ2,45,0.0010453191,0.00011614658,5
TAGAP,266,0.0010450048,0.0001492864,38
WDPCP,2,0.0010437793,0.00052188965,1
SIGIRR,6,0.0010433819,0.00017389697,1
RDH14,24,0.0010418323,0.00017363872,4
TRIM22,10,0.0010417418,0.00020834836,2
MBP,12,0.0010410605,0.00017351008,2
SPRY4,102,0.0010391868,0.0005195934,51
SORBS2,4,0.0010375422,0.0010375422,4
ST8SIA5,16,0.0010372164,0.00012965205,2
USP46,8,0.001036687,0.00025917176,2
NUTF2,1,0.0010365953,0.0010365953,1
ANTXR1,21,0.0010358598,0.00014797998,3
SLC15A1,15,0.0010357178,0.00020714356,3
SLC9A2,76,0.0010318795,0.00025796986,19
MARVELD3,2,0.0010315039,0.0010315039,2
COL3A1,48,0.0010307524,4.294802e-05,2
PLEKHA6,6,0.0010300535,0.00017167558,1
TRMT10A,6,0.0010298989,0.00034329962,2
ARHGEF15,17,0.0010288041,6.051789e-05,1
ROBO1,45,0.0010286872,6.857915e-05,3
KRT86,4,0.0010269112,0.0005134556,2
ATP10B,90,0.0010264535,0.00034215115,30
USP38,1,0.0010258853,0.0010258853,1
SERPINB5,6,0.0010257693,0.00017096155,1
HABP4,4,0.001024797,0.00025619924,1
DOCK3,11,0.0010243575,9.312341e-05,1
MED26,5,0.0010241196,0.00020482391,1
ADAMTS2,16,0.0010232663,0.0001279083,2
GALNTL5,6,0.0010189891,0.00016983152,1
PWWP3A,1,0.0010172562,0.0010172562,1
MNX1,1,0.0010138154,0.0010138154,1
DAXX,45,0.0010120347,2.2489661e-05,1
KIN,6,0.001010841,0.00033694698,2
SLC9A9,24,0.0010107871,0.00025269677,6
ITLN2,8,0.0010091091,0.0010091091,8
AIM2,9,0.0010089914,0.00011211015,1
SIPA1L2,4,0.0010068277,0.0010068277,4
FKRP,8,0.0010039632,0.0010039632,8
PRRG4,4,0.0010031718,0.0005015859,2
C19orf12,2,0.0009989488,0.0009989488,2
TPBG,8,0.000998531,0.000998531,8
IFI30,35,0.0009970462,0.00014243516,5
RBBP8,64,0.0009960341,3.1126066e-05,2
KBTBD8,49,0.0009926682,0.00014180974,7
UGT1A5,42,0.0009919385,4.7235168e-05,2
MSR1,85,0.0009903449,0.00019806897,17
GJA5,3,0.0009884366,0.00032947888,1
USP34,7,0.0009878853,0.00014112647,1
JDP2,6,0.00098666,0.00098666,6
TMPRSS4,2,0.0009839116,0.0004919558,1
LHPP,5,0.0009812355,0.0001962471,1
ICA1,3,0.0009811363,0.0009811363,3
GPC6,14,0.0009807341,7.005244e-05,1
MON1B,12,0.0009798183,0.00024495457,3
ELN,6,0.0009786576,0.0003262192,2
SLC44A2,13,0.0009774389,7.518761e-05,1
ZNF768,2,0.0009769987,0.0009769987,2
CCL18,40,0.0009753293,0.00024383233,10
EHD4,2,0.0009751367,0.00048756835,1
AREL1,4,0.0009746639,0.00024366597,1
TBX20,2,0.000974233,0.0004871165,1
TBX21,33,0.0009737699,8.852453e-05,3
CDH15,10,0.0009735285,9.735285e-05,1
DDR1,15,0.0009719202,0.0003239734,5
ADK,13,0.0009673696,7.4413045e-05,1
LMAN2,10,0.0009669498,9.669498e-05,1
INHBE,22,0.000966609,8.7873545e-05,2
F11R,126,0.0009665859,4.6027897e-05,6
LCOR,1,0.00096550485,0.00096550485,1
MIR181D,4,0.00096496666,0.00024124167,1
OR12D1,6,0.0009641396,0.0009641396,6
BICD1,5,0.00096151914,0.00019230382,1
DCC,114,0.0009614088,5.060046e-05,6
CCL13,132,0.0009558885,7.965737e-05,11
ZNF14,15,0.00095275434,0.00019055085,3
DOCK5,60,0.00094897085,9.4897085e-05,6
B3GALT5,7,0.00094752334,0.00013536047,1
TDH,3,0.00094629533,0.00031543177,1
WDR4,6,0.000946161,0.000315387,2
WDR91,5,0.0009447499,0.00018894998,1
FEM1C,6,0.0009439854,0.0003146618,2
ISL1,36,0.0009391239,0.0001043471,4
TSPAN15,4,0.00093847956,0.00046923978,2
POLE,40,0.0009384275,2.3460689e-05,1
PRPF31,5,0.00093686965,0.00018737392,1
DHX29,2,0.0009364828,0.0009364828,2
ANO9,6,0.0009354397,0.00031181323,2
NFKBIZ,15,0.00093430467,0.00031143488,5
IER3,42,0.0009331521,0.00013330743,6
OR51Q1,3,0.00093223253,0.0003107442,1
EBF3,4,0.00093200355,0.00093200355,4
SNX9,14,0.0009318901,0.00013312716,2
SHC4,28,0.00092817354,3.3149056e-05,1
ITGB2,44,0.0009258672,2.1042435e-05,1
WHRN,10,0.00092290214,0.00018458042,2
PRLHR,35,0.00092206185,0.00013172312,5
SLC26A6,8,0.00092202687,0.00011525336,1
COLEC12,14,0.0009218948,0.00013169926,2
TBC1D32,6,0.0009216333,0.0009216333,6
ROR2,17,0.000920512,5.4147764e-05,1
NLRP5,1,0.0009186243,0.0009186243,1
MCM4,26,0.00091823796,3.5316843e-05,1
COLGALT1,6,0.0009180809,0.00015301349,1
PPP2R2B,20,0.0009153864,4.576932e-05,1
SLC45A3,5,0.0009150961,0.00018301922,1
CSGALNACT1,33,0.000913672,8.306109e-05,3
CCL16,44,0.0009095137,8.2683066e-05,4
NR4A1,28,0.00090909144,3.2467553e-05,1
COL23A1,12,0.00090630923,7.552577e-05,1
ABCC4,90,0.0009022257,3.007419e-05,3
MAS1L,24,0.0009001354,0.0004500677,12
KCNK3,22,0.00089941185,8.1764716e-05,2
STX2,16,0.00089855073,0.00022463768,4
TCF21,1,0.0008981533,0.0008981533,1
STX8,1,0.00089792936,0.00089792936,1
B3GALT1,7,0.00089784025,0.0001282629,1
CENPA,24,0.00088964193,3.7068414e-05,1
PLCH1,33,0.0008896359,8.087599e-05,3
LILRA4,80,0.0008882141,0.00017764281,16
TTYH1,57,0.0008873818,0.00029579393,19
PDE3A,14,0.00088641734,6.331552e-05,1
SEPTIN12,3,0.0008850129,0.0002950043,1
DNAH3,4,0.00088497566,0.00022124391,1
ARHGAP27,24,0.00088207447,0.00014701241,4
SLC39A7,9,0.0008815791,9.7953234e-05,1
HSD17B8,6,0.0008728992,0.0001454832,1
TUB,2,0.00087116513,0.00043558257,1
CR1L,14,0.000870572,0.00012436742,2
CRHR1,20,0.00086945365,4.3472683e-05,1
SH3TC2,4,0.0008668743,0.0008668743,4
GCA,6,0.0008658494,0.00028861646,2
SDK2,8,0.0008653575,0.00021633938,2
HOPX,1,0.00086461747,0.00086461747,1
TOX2,3,0.00086222874,0.00086222874,3
FCER1A,8,0.00086106604,0.000107633256,1
CA12,3,0.0008610587,0.00028701956,1
SDHAF4,1,0.0008550014,0.0008550014,1
SETX,2,0.0008521443,0.00042607216,1
ADGRG1,1,0.0008519826,0.0008519826,1
VTI1A,18,0.00085038267,0.00014173043,3
TMEM17,267,0.000847447,0.00028248233,89
HECW1,4,0.00084690284,0.00021172571,1
TNIK,3,0.00084665266,0.00028221754,1
CD70,10,0.00084605906,0.00016921181,2
RASGEF1A,20,0.00084530166,0.00016906032,4
RASSF5,12,0.0008424346,7.0202885e-05,1
SLCO1B1,54,0.0008420634,3.1187534e-05,2
TRPM3,12,0.00084202207,0.00021050552,3
IL17C,3,0.00084117014,0.00028039006,1
TSPAN14,10,0.0008404106,0.00016808213,2
ERI1,4,0.00083944725,0.00083944725,4
APBB1IP,96,0.00083379337,3.4741388e-05,4
CAST,24,0.0008337408,0.00013895679,4
SMARCC2,32,0.00083269685,5.2043553e-05,2
OTOA,3,0.00083081564,0.00027693855,1
CYTL1,2,0.0008299872,0.0008299872,2
LRIG2,1,0.0008287286,0.0008287286,1
ASAP2,8,0.0008280603,0.00010350754,1
MAP2,4,0.00082448544,0.00020612136,1
SATB2,377,0.0008238308,6.33716e-05,29
POP1,5,0.0008224948,0.00016449895,1
VGLL4,2,0.00082183303,0.00082183303,2
CALY,1,0.00082031346,0.00082031346,1
TCERG1,1,0.0008192431,0.0008192431,1
IER5,1,0.00081911194,0.00081911194,1
TPO,32,0.00081821374,5.113836e-05,2
ZNF169,4,0.00081567775,0.00020391944,1
IMMP2L,5,0.0008153481,0.0008153481,5
IGFBP7,11,0.0008142976,7.4027055e-05,1
GPR63,5,0.0008113077,0.0008113077,5
ZIC5,2,0.0008074944,0.0004037472,1
TP53BP2,17,0.00080597546,4.741032e-05,1
LAMB4,10,0.0008051348,8.0513484e-05,1
DACT2,6,0.000804232,0.000402116,3
CHAF1A,2,0.0008037232,0.0004018616,1
UBE2G2,30,0.0008000976,5.333984e-05,2
UGT1A6,108,0.0007975376,2.2153823e-05,3
CUL9,3,0.00079694507,0.00026564836,1
UGT1A4,76,0.0007963914,2.0957668e-05,2
SYNJ2,18,0.0007958369,4.421316e-05,1
PON2,7,0.0007921126,0.000113158945,1
LSAMP,6,0.00079202256,0.0002640075,2
DAAM2,2,0.0007916867,0.00039584335,1
TFPI,40,0.0007904569,9.880711e-05,5
IKZF1,86,0.000789275,0.0003946375,43
MED13,24,0.0007890759,0.00013151264,4
LRP10,6,0.00078722194,0.00013120366,1
ARHGEF10,17,0.0007864371,4.6261004e-05,1
SETMAR,4,0.0007857645,0.00039288224,2
FOXP1,24,0.0007837257,0.00026124192,8
ZNF783,1,0.0007832001,0.0007832001,1
CAVIN2,12,0.0007827886,0.00026092955,4
NOL6,5,0.0007822927,0.00015645854,1
DCAF5,6,0.0007818664,0.00026062212,2
RBBP6,40,0.0007804689,7.80469e-05,4
NIPAL3,2,0.00078041136,0.00039020568,1
APOBR,12,0.0007794059,0.00019485147,3
XIRP2,12,0.0007772445,0.00019431113,3
EPS8L1,8,0.000776209,0.000776209,8
IFT140,10,0.00077337376,7.7337376e-05,1
DCD,9,0.00077169575,0.0002572319,3
PRDM14,12,0.0007691057,0.00025636857,4
LIG3,15,0.0007687897,5.1252646e-05,1
HELLS,3,0.00076858245,0.00025619415,1
DNAAF3,1,0.00076729996,0.00076729996,1
CHCHD7,6,0.00076667656,0.00038333828,3
ZMIZ1,54,0.00076386106,0.00025462036,18
KLF13,5,0.00076337846,0.00076337846,5
MLPH,1,0.00076316984,0.00076316984,1
ZNF224,4,0.00076068635,0.00019017159,1
SLC43A2,8,0.0007578496,9.47312e-05,1
LRP1,19,0.0007565433,3.9818067e-05,1
GFOD1,10,0.00075642136,0.00015128427,2
NFIB,6,0.00075630494,0.00037815247,3
S1PR1,21,0.0007552396,3.5963792e-05,1
ATXN8OS,6,0.00075293565,0.00075293565,6
EGR3,12,0.0007523265,6.269388e-05,1
OASL,8,0.00075174385,9.396798e-05,1
TRIM56,4,0.00075043266,0.00018760817,1
CRB1,5,0.0007497547,0.0007497547,5
LY6D,3,0.00074852386,0.00024950795,1
TMED3,11,0.0007471573,6.792339e-05,1
GPR135,2,0.0007454502,0.0007454502,2
CDH23,5,0.0007421934,0.00014843869,1
SCUBE3,26,0.0007409134,0.0003704567,13
UNC13A,6,0.00074032927,0.0002467764,2
MIXL1,4,0.00073859433,0.00018464858,1
KIR3DX1,29,0.00073851953,0.00073851953,29
LTBP2,8,0.00073439477,0.00018359869,2
MGAM2,3,0.00073156576,0.00024385525,1
HSD17B2,11,0.00073076884,6.643353e-05,1
CCDC124,1,0.0007301909,0.0007301909,1
RCL1,105,0.0007285835,0.00014571671,21
STK38L,2,0.00072640914,0.00036320457,1
OAT,21,0.0007259801,3.457048e-05,1
CST2,3,0.00072561536,0.00072561536,3
MIR129-2,2,0.00072545186,0.00036272593,1
ADAMTS9,14,0.00072466244,0.0001035232,2
SPOCK1,5,0.0007216814,0.0007216814,5
APPBP2,1,0.0007209521,0.0007209521,1
TP53AIP1,28,0.0007207791,5.1484225e-05,2
ANXA6,40,0.00071879645,0.00017969911,10
ERG,5,0.0007139529,0.00014279058,1
EXPH5,2,0.0007127258,0.0007127258,2
NUDT12,126,0.00071175524,7.908392e-05,14
ATP10D,3,0.0007106756,0.00023689186,1
CSDE1,1,0.00071048713,0.00071048713,1
TRAM1,20,0.0007102468,0.00014204936,4
SYT10,32,0.0007090418,0.00017726044,8
KIF21B,16,0.000708985,8.862313e-05,2
IGF2BP1,9,0.0007079177,7.865752e-05,1
ETF1,9,0.00070723717,7.858191e-05,1
RSPH4A,1,0.00070713536,0.00070713536,1
CACNB2,56,0.00070639,2.5228215e-05,2
NLRP12,2,0.00070621906,0.00035310953,1
NQO2,4,0.0007056862,0.00017642156,1
EXTL1,4,0.00070499396,0.00017624849,1
FBLIM1,3,0.000702066,0.000234022,1
U2SURP,10,0.00069789856,0.0001395797,2
IL1RL1,147,0.0006967912,9.95416e-05,21
ACSF3,7,0.0006966409,9.952013e-05,1
FAT4,30,0.0006953493,0.00023178311,10
ADGRF5,1,0.0006945417,0.0006945417,1
CHP2,1,0.0006944314,0.0006944314,1
POGLUT1,10,0.0006943394,0.0001388679,2
KCNJ10,15,0.0006905861,4.6039073e-05,1
ZIC1,2,0.0006902808,0.0003451404,1
AHSA1,1,0.00068831164,0.00068831164,1
CTC1,7,0.00068436563,9.776652e-05,1
MLLT1,6,0.00068407936,0.00011401323,1
DUSP5,36,0.0006831692,5.6930763e-05,3
PRDM16,9,0.00068163814,7.573757e-05,1
OR1B1,6,0.00068090507,0.00022696835,2
ADAM23,42,0.00067794434,0.00033897217,21
NAGPA,1,0.00067794044,0.00067794044,1
FBLN2,9,0.00066995,0.00022331667,3
GPR6,2,0.0006687993,0.0006687993,2
ABCA13,12,0.000666197,0.00016654925,3
WRN,35,0.00066343695,1.8955341e-05,1
HERC2P10,2,0.0006616176,0.0006616176,2
KIF26B,8,0.00066133455,8.266682e-05,1
INTS10,15,0.0006613282,0.00022044273,5
NCOA7,2,0.00065951276,0.00032975638,1
SHMT2,40,0.00065880717,1.647018e-05,1
CLVS1,20,0.00065874937,0.00013174987,4
APOH,5,0.00065822137,0.00013164428,1
SPOP,8,0.0006561916,8.202395e-05,1
KLK4,1,0.0006554669,0.0006554669,1
CSNK1A1L,54,0.0006554206,3.6412253e-05,3
TIMD4,1,0.0006553385,0.0006553385,1
FMN1,2,0.0006551901,0.0006551901,2
SLC41A1,12,0.00064803584,0.00016200896,3
NSFL1C,18,0.000646961,0.00010782683,3
SORBS3,2,0.0006468522,0.0003234261,1
F7,42,0.0006466295,1.539594e-05,1
CDH16,3,0.00064390566,0.00021463522,1
TNFSF8,85,0.00064278016,0.00012855603,17
PNOC,32,0.00064258766,8.032346e-05,4
STK19,1,0.0006419518,0.0006419518,1
SSPOP,8,0.00064130255,0.00016032564,2
HVCN1,6,0.0006376888,0.00010628146,1
SLC4A10,4,0.0006362593,0.00015906483,1
FEZ1,1,0.0006346018,0.0006346018,1
PROKR2,9,0.0006331446,7.03494e-05,1
CDH22,40,0.0006325842,0.0003162921,20
KCNE4,8,0.0006325797,0.00015814492,2
CACNA2D4,9,0.0006304585,7.005095e-05,1
GRHL2,4,0.0006279168,0.0006279168,4
HOXA9,2,0.0006268962,0.0003134481,1
OLIG3,54,0.00062679447,0.00062679447,54
IPCEF1,2,0.0006242301,0.0006242301,2
SIGLEC14,4,0.00062251143,0.00015562786,1
NAB1,18,0.0006209864,6.899849e-05,2
POLR3B,15,0.0006201244,4.1341627e-05,1
DSCAML1,5,0.0006194805,0.0001238961,1
GUCY2C,20,0.00061857945,6.185794e-05,2
EID2,2,0.00061834307,0.00030917153,1
TNFSF13,12,0.0006181785,5.1514875e-05,1
ASB7,14,0.0006179166,8.8273795e-05,2
UBE2Q1,5,0.00061706884,0.00012341377,1
LRRC1,10,0.0006170628,0.00012341255,2
ARHGAP39,19,0.0006147235,3.2353866e-05,1
KDM6B,9,0.00061446975,6.8274414e-05,1
SLC6A20,74,0.0006141364,1.6598282e-05,2
ETV7,1,0.0006085743,0.0006085743,1
LAMA3,34,0.00060834247,1.7892426e-05,1
KIF11,16,0.0006023778,7.529723e-05,2
TRAPPC12,4,0.00060111366,0.00015027841,1
ACOD1,2,0.0006009731,0.0006009731,2
UBE3D,32,0.00060095906,0.00015023976,8
PAX9,1,0.00060035806,0.00060035806,1
DSC1,14,0.0005973427,8.5334665e-05,2
CEPT1,16,0.0005961623,3.7260143e-05,1
KCNA1,27,0.00059588446,0.00019862814,9
LY9,9,0.00059486047,0.00059486047,9
RPSA,32,0.0005942772,1.8571163e-05,1
KCNN4,7,0.00059369416,8.481345e-05,1
PCF11,11,0.00059125945,5.375086e-05,1
USP4,4,0.00059099705,0.00014774926,1
C8orf37,1,0.00059090403,0.00059090403,1
MAGI1,48,0.0005894883,9.824805e-05,8
IRGM,4,0.0005892347,0.0005892347,4
ABLIM3,12,0.00058872777,9.8121294e-05,2
KCNK18,7,0.0005877068,8.395811e-05,1
RABEP1,15,0.0005867347,0.000117346935,3
OAZ2,4,0.00058609375,0.00014652344,1
CDKL2,1,0.000585259,0.000585259,1
SEMA3C,8,0.0005838936,0.0002919468,4
HTD2,24,0.0005837511,7.296889e-05,3
XYLT2,13,0.0005835513,4.4888562e-05,1
ZNF792,4,0.00058334856,0.00014583714,1
TTC23,1,0.0005826926,0.0005826926,1
ATG9B,4,0.00058218336,0.00014554584,1
BCAS3,1,0.0005819246,0.0005819246,1
LHX2,48,0.00058094156,9.68236e-05,8
CADM2,20,0.00058058894,0.00011611779,4
SORL1,4,0.00058021396,0.00029010698,2
TENT4B,2,0.0005785519,0.0005785519,2
MBD6,4,0.00057848246,0.00014462062,1
CPLANE1,3,0.00057812675,0.00019270892,1
OR7A17,5,0.0005773577,0.00011547154,1
OR6C1,3,0.0005754725,0.00019182416,1
AIRE,24,0.00057293207,0.00028646603,12
KDM5B,9,0.0005727336,6.363707e-05,1
FBXO31,7,0.0005709494,8.15642e-05,1
NAT2,30,0.0005707665,5.7076653e-05,3
RPL39L,69,0.0005695409,2.4762647e-05,3
OTX1,1,0.0005694074,0.0005694074,1
LINC00885,3,0.00056940276,0.00056940276,3
RHOBTB2,8,0.0005691272,7.11409e-05,1
COX7B2,12,0.0005688532,4.7404435e-05,1
FBXW10,20,0.0005686229,5.686229e-05,2
GRPEL1,2,0.00056803675,0.00028401837,1
OR2T3,3,0.0005678262,0.00018927541,1
APBA2,4,0.00056602183,0.00014150546,1
EEF1A2,18,0.0005658567,6.287297e-05,2
UGT1A7,75,0.00056501775,2.260071e-05,3
DCTN6,17,0.00056444184,3.320246e-05,1
FMO6P,2,0.0005641638,0.0002820819,1
DGKG,39,0.0005618615,4.322011e-05,3
LECT2,21,0.0005613391,0.0005613391,21
IBTK,2,0.0005610174,0.0005610174,2
VSIR,1,0.0005601159,0.0005601159,1
DHH,22,0.0005580295,2.5364978e-05,1
FBLN1,15,0.000555968,0.00018532269,5
TSEN34,4,0.0005558465,0.00013896162,1
APCS,12,0.0005530973,0.00018436575,4
MYO5B,1,0.0005506357,0.0005506357,1
ELL2,6,0.00055061025,0.00018353676,2
CD200,4,0.0005497526,0.00013743815,1
PPA1,7,0.0005494789,7.849699e-05,1
SPATA2,3,0.00054807955,0.00054807955,3
CEP43,240,0.0005478655,2.2827731e-05,10
EMX2,16,0.0005476177,0.00027380884,8
TLN2,7,0.0005466135,7.8087636e-05,1
PXDN,5,0.0005459082,0.00010918164,1
DZIP3,12,0.0005432176,0.0001358044,3
SIX2,3,0.00054280186,0.00054280186,3
RFNG,9,0.0005420563,6.0228474e-05,1
PLCL1,2,0.00054137484,0.00027068742,1
UMOD,6,0.0005412262,0.00018040874,2
RAB11FIP4,1,0.0005412047,0.0005412047,1
MAGI2,5,0.0005409018,0.00010818036,1
GLI1,19,0.00054027943,2.843576e-05,1
DISP3,1,0.00053979177,0.00053979177,1
XXYLT1,1,0.0005392538,0.0005392538,1
CITED2,12,0.0005383391,4.486159e-05,1
CABLES2,2,0.0005375194,0.0002687597,1
EYA4,8,0.0005353393,0.00013383482,2
GTF3C1,7,0.00053343497,7.6205e-05,1
PLPPR1,25,0.0005330159,0.00010660318,5
RABGGTA,10,0.0005322701,5.3227013e-05,1
FOXM1,11,0.0005318195,4.8347225e-05,1
DNAJC5B,2,0.00053146743,0.00053146743,2
PRUNE1,1,0.00053116324,0.00053116324,1
KCNU1,30,0.0005308505,8.847508e-05,5
STRA8,1,0.00052547955,0.00052547955,1
SRP54,18,0.0005195213,8.6586886e-05,3
UTP11,8,0.00051810365,0.00012952591,2
NIPAL2,8,0.00051715644,0.00025857822,4
MYO1E,3,0.00051705283,0.00017235095,1
ZNF311,28,0.0005169224,0.0001292306,7
BDH2,9,0.0005153489,5.726099e-05,1
MFSD4B,21,0.0005149398,0.00017164659,7
TOX3,4,0.00051247596,0.00025623798,2
UBASH3A,20,0.0005120164,0.0005120164,20
ATP8A1,30,0.00051169266,5.1169267e-05,3
KLK7,2,0.0005103824,0.0002551912,1
HLX,6,0.0005097119,0.00016990397,2
KANK1,10,0.0005087411,0.00010174823,2
ZMYND11,1,0.00050855527,0.00050855527,1
PHOX2A,2,0.00050802284,0.00050802284,2
UBASH3B,10,0.0005063063,0.00025315315,5
OR2B11,3,0.00050433294,0.00016811099,1
S100B,7,0.0005037196,7.195994e-05,1
GXYLT1,8,0.00050274085,0.00025137042,4
LMCD1,2,0.000501692,0.000250846,1
FBXL4,21,0.00050101517,7.15736e-05,3
IFT88,14,0.0005000608,3.571863e-05,1
CYB5R3,12,0.0004988069,4.156724e-05,1
ZNF112,4,0.000497402,0.0001243505,1
DENND1B,84,0.0004965464,0.0001241366,21
BET1L,11,0.0004954392,4.5039927e-05,1
LDLRAD4,2,0.0004934056,0.0004934056,2
DHX16,6,0.00049117376,8.1862294e-05,1
IL21R,66,0.0004902958,8.1715974e-05,11
DNAH2,6,0.0004888851,0.0001629617,2
AGGF1,4,0.0004885732,0.0001221433,1
FYCO1,10,0.00048813186,0.00048813186,10
LPP,3,0.00048496382,0.0001616546,1
PKIA,120,0.00048211426,0.00016070476,40
COMT,37,0.00048131283,1.30084545e-05,1
TJP3,2,0.00047968572,0.00023984286,1
CHN2,7,0.0004761463,6.80209e-05,1
TMEM170A,4,0.00047593424,0.00047593424,4
ASIC2,20,0.00047523057,9.504611e-05,4
ABHD6,120,0.00047436924,4.7436926e-05,12
TTC30A,4,0.00047403178,0.000118507945,1
NEGR1,12,0.00047272668,0.00011818167,3
CHD7,4,0.00047027887,0.00023513944,2
OR52K1,3,0.0004701037,0.00015670124,1
SLC16A9,6,0.0004699358,0.0002349679,3
PAX3,64,0.0004618162,5.7727026e-05,8
CYSTM1,3,0.0004610069,0.00015366897,1
AKAP11,44,0.0004608522,0.0004608522,44
STRN,15,0.00046068363,3.0712243e-05,1
MEG3,2,0.00045982638,0.00045982638,2
SFPQ,13,0.00045820925,3.5246867e-05,1
MICALL2,1,0.0004578181,0.0004578181,1
NOX3,10,0.00045725016,4.5725017e-05,1
ARHGAP21,68,0.00045624957,2.683821e-05,4
CASP4,14,0.00045568543,3.254896e-05,1
LIN28B,6,0.00045509255,0.00015169752,2
PELP1,9,0.0004542744,5.0474933e-05,1
MYPN,3,0.0004524136,0.0004524136,3
RIPK3,31,0.00045228418,1.4589812e-05,1
DPPA3,2,0.0004515848,0.0004515848,2
OR8S1,9,0.00045133507,0.00015044502,3
BSND,18,0.00045103472,0.0001503449,6
C15orf39,1,0.0004491907,0.0004491907,1
NLRP2,8,0.00044896372,0.00044896372,8
ACVRL1,13,0.0004479975,3.4461347e-05,1
SEPTIN7,12,0.00044764773,0.00011191193,3
FRAS1,2,0.00044700893,0.00022350447,1
TBL1XR1,66,0.00044691568,1.35429e-05,2
DNAJA3,3,0.00044542918,0.00014847639,1
ZNF226,4,0.00044137158,0.000110342895,1
SLC25A26,4,0.00044018775,0.00011004694,1
DNAJC5,8,0.00043675865,5.459483e-05,1
LAT2,7,0.00043647664,6.235381e-05,1
COX18,4,0.00043633353,0.00021816677,2
AKAP6,5,0.0004354367,0.0004354367,5
PABPC4L,24,0.0004330037,0.00014433457,8
ATP7B,5,0.00043267844,8.6535685e-05,1
SEMA3F,2,0.00043261622,0.00043261622,2
ZNF347,4,0.00043188868,0.00010797217,1
MGAT5B,2,0.0004318766,0.0002159383,1
KCNG4,6,0.00043013287,0.00014337762,2
VPS16,14,0.00042958968,3.0684976e-05,1
PLPP4,7,0.00042881558,6.1259365e-05,1
ESRRG,15,0.0004286313,8.572626e-05,3
SMG1,4,0.00042763655,0.00010690914,1
HYAL4,4,0.0004261703,0.000106542575,1
CDC14A,10,0.00042403018,4.240302e-05,1
TBX5,6,0.0004239747,7.066245e-05,1
NFATC2IP,3,0.0004205416,0.0004205416,3
PCSK6,13,0.0004193277,3.2255975e-05,1
SLCO4A1,48,0.00041828377,5.228547e-05,6
PDLIM4,17,0.00041821273,0.00041821273,17
ITIH4,4,0.0004180027,0.00010450067,1
MAEA,2,0.00041703606,0.00041703606,2
NCOA4,8,0.0004169761,5.2122014e-05,1
BACE1,6,0.0004154399,6.9239984e-05,1
CLDN14,10,0.0004134003,4.134003e-05,1
GALNT6,8,0.00041108107,5.1385134e-05,1
PCGF3,2,0.00041020956,0.00041020956,2
NALCN,6,0.0004099314,0.0001366438,2
DNMT1,58,0.0004089745,1.41025685e-05,2
CDC42EP4,8,0.00040875288,5.109411e-05,1
SLC26A8,2,0.00040856595,0.00040856595,2
TLK1,3,0.0004077492,0.0001359164,1
SIGLEC1,4,0.0004076782,0.00010191955,1
JAKMIP1,1,0.00040674146,0.00040674146,1
OR4E1,30,0.00040508388,0.00013502795,10
SCFD1,39,0.00040426638,3.1097414e-05,3
PLIN5,1,0.00040349038,0.00040349038,1
ELP1,6,0.00040209302,6.7015506e-05,1
POU2F3,2,0.0004016589,0.00020082945,1
SERINC3,6,0.00039870947,0.00013290315,2
PDCL,4,0.0003950952,9.87738e-05,1
PITPNM2,5,0.0003949983,7.8999656e-05,1
CA8,18,0.0003920938,0.0001960469,9
NMD3,8,0.00039147428,0.00019573714,4
ZP2,4,0.00039135522,9.7838805e-05,1
PEBP1,12,0.00038859737,3.2383115e-05,1
ARL5B,12,0.0003882884,0.0001941442,6
IL21,108,0.00038807004,6.4678345e-05,18
ZNF703,9,0.00038796462,0.00012932155,3
CDH20,22,0.00038672585,0.00019336292,11
HIC1,8,0.00038663344,4.832918e-05,1
BCL2A1,10,0.000384443,3.84443e-05,1
KCNS2,3,0.0003843608,0.00012812027,1
EFEMP1,15,0.00038228597,0.00012742865,5
NPBWR1,45,0.00038203626,4.244848e-05,5
PPP4R2,12,0.00038133888,6.355648e-05,2
SLC13A2,6,0.00038089932,6.348322e-05,1
COL27A1,15,0.00038060875,7.612175e-05,3
ZNF282,8,0.0003806072,9.51518e-05,2
DUSP22,10,0.00037959477,0.00037959477,10
ALDH1A3,11,0.00037835346,3.439577e-05,1
SS18,9,0.00037562018,0.00037562018,9
SEPTIN9,2,0.0003737833,0.00018689164,1
WDR1,12,0.00037372918,6.22882e-05,2
SPTSSB,12,0.0003720457,9.3011426e-05,3
SENP2,10,0.00037033847,3.7033846e-05,1
CNTN3,18,0.0003690573,0.00012301911,6
PUS1,5,0.00036848412,7.369682e-05,1
