pathway,degree,in_importance_sum,in_importance_mean,n_nodes
FGFR2 alternative splicing,29,0.011853239,0.00040873236,1
Synthesis of 5-eicosatetraenoic acids,16,0.011810193,0.00073813705,1
Vitamin B1 (thiamin) metabolism,17,0.011808735,0.0006946315,1
Metabolism of steroid hormones,19,0.011804725,0.0006213013,1
"mRNA 3,-end processing",19,0.011785117,0.00062026933,1
regulators of bone mineralization,14,0.011762711,0.00084019365,1
Formation of apoptosome,11,0.011758868,0.001068988,1
"2,-deoxy-α-D-ribose 1-phosphate degradation",14,0.011738614,0.00083847245,1
Downregulation of SMAD2/3:SMAD4 transcriptional activity,22,0.011737198,0.000533509,1
Histidinemia,12,0.011736903,0.0009780753,1
FCGR activation,47,0.011724046,0.0002494478,1
wnt lrp6 signalling,17,0.011708657,0.00068874453,1
regulation of pgc-1a,24,0.011695975,0.00048733232,1
Glycerolipids and Glycerophospholipids,30,0.011690248,0.00038967494,1
Regulation of signaling by NODAL,25,0.0116849365,0.00046739745,1
Glycosaminoglycan degradation - Homo sapiens (human),31,0.011678223,0.00037671687,1
Metabolism of amine-derived hormones,20,0.011677202,0.0005838601,1
Nicotine Metabolism,10,0.01166006,0.001166006,1
CHILD Syndrome,14,0.011653671,0.00083240506,1
methionine degradation,7,0.011624891,0.0016606988,1
Translation Factors,28,0.011623316,0.00041511844,1
Plasma lipoprotein assembly,20,0.011610946,0.00058054726,1
Activation of gene expression by SREBF (SREBP),27,0.011606786,0.00042988098,1
Insulin Signalling,26,0.011593055,0.00044588672,1
Ionotropic activity of kainate receptors,23,0.011546578,0.0005020251,1
Sulindac Action Pathway,20,0.011545574,0.0005772787,1
NRIF signals cell death from the nucleus,15,0.011536484,0.00076909893,1
The activation of arylsulfatases,38,0.011534668,0.00030354387,1
superpathway of cholesterol biosynthesis,20,0.011534587,0.0005767293,1
G beta:gamma signalling through CDC42,11,0.011534299,0.0010485726,1
Regulation of cholesterol biosynthesis by SREBP (SREBF),29,0.011506168,0.00039676443,1
ARMS-mediated activation,11,0.011492386,0.0010447624,1
Pentose Phosphate Pathway,11,0.011491488,0.0010446807,1
DNA Damage/Telomere Stress Induced Senescence,15,0.011422712,0.0007615142,1
Muscarinic acetylcholine receptors,27,0.011409178,0.00042256215,1
Mucopolysaccharidosis VI. Sly syndrome,19,0.011401485,0.00060007814,1
HH-Core,29,0.011400272,0.00039311283,1
Maturation of protein 3a,27,0.011379379,0.00042145848,1
trka receptor signaling pathway,17,0.011354467,0.0006679098,1
Activated NTRK3 signals through PI3K,16,0.01134422,0.0007090137,1
exRNA mechanism of action and biogenesis,11,0.011334297,0.0010303906,1
Prostacyclin signalling through prostacyclin receptor,13,0.01132736,0.0008713354,1
Sucrase-isomaltase deficiency,19,0.011321812,0.00059588486,1
Zoledronate Action Pathway,14,0.011313477,0.00080810545,1
superpathway of purine nucleotide salvage,29,0.011294795,0.0003894757,1
Interleukin-9 signaling,25,0.011290959,0.00045163836,1
Regulation of TP53 Activity through Methylation,16,0.011245716,0.0007028573,1
Ibuprofen Metabolism Pathway,25,0.0112337135,0.00044934853,1
Gemcitabine Action Pathway,14,0.011230706,0.0008021933,1
Cytosolic tRNA aminoacylation,13,0.011195769,0.00086121296,1
Pterine Biosynthesis,10,0.011172197,0.0011172197,1
Formyl peptide receptors bind formyl peptides and many other ligands,20,0.0111673465,0.00055836735,1
ras signaling pathway,22,0.011164344,0.00050747016,1
Purine catabolism,15,0.011160658,0.00074404385,1
terminal <i>O</i>-glycans residues modification,23,0.011153194,0.00048492147,1
nicotine degradation III,11,0.011146863,0.0010133511,1
4-hydroxyproline degradation,6,0.011142933,0.0018571555,1
Calnexin/calreticulin cycle,11,0.011135164,0.0010122876,1
"Incretin synthesis, secretion, and inactivation",14,0.0111008575,0.0007929184,1
HS-GAG degradation,51,0.011099856,0.00021764424,1
Estrogen Receptor Pathway,26,0.011087596,0.00042644603,1
Signal Transduction of S1P Receptor,32,0.011071778,0.00034599306,1
Signaling by WNT in cancer,11,0.011070765,0.0010064332,1
ER Quality Control Compartment (ERQC),11,0.01107052,0.0010064109,1
Atorvastatin Action Pathway,14,0.011070027,0.0007907162,1
TLR4 Signaling and Tolerance,33,0.011067189,0.00033536938,1
transcription regulation by methyltransferase of carm1,16,0.011034511,0.00068965694,1
Glycogen metabolism,22,0.0109970085,0.00049986405,1
Regulation of MECP2 expression and activity,29,0.010994545,0.00037912224,1
Spry regulation of FGF signaling,22,0.010989953,0.0004995433,1
Pyrimidine Metabolism,20,0.010981139,0.0005490569,1
Recognition of DNA damage by PCNA-containing replication complex,23,0.010969195,0.0004769215,1
Transport of organic anions,28,0.010964765,0.00039159876,1
Somatroph axis (GH) and its relationship to dietary restriction and aging,14,0.010962052,0.00078300375,1
cysteine biosynthesis,14,0.010960623,0.0007829016,1
Alpha6 beta4 integrin-ligand interactions,16,0.0109559875,0.0006847492,1
Toxicity of botulinum toxin type G (botG),9,0.010952791,0.0012169768,1
Prostaglandin formation from dihomo gama-linoleic acid,13,0.010936441,0.0008412647,1
Cholesterol biosynthesis,20,0.010924598,0.0005462299,1
TWIK-releated acid-sensitive K+ channel (TASK),17,0.010923566,0.00064256275,1
Miscellaneous transport and binding events,17,0.010915159,0.0006420682,1
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,9,0.010906358,0.0012118176,1
regulation of transcriptional activity by pml,14,0.010885264,0.00077751884,1
Phosphorylation of the APC/C,16,0.01087743,0.0006798394,1
Photodynamic therapy-induced unfolded protein response,22,0.010870339,0.0004941063,1
Leucine Stimulation on Insulin Signaling,23,0.0108526535,0.0004718545,1
Regulation of commissural axon pathfinding by SLIT and ROBO,27,0.0108445175,0.0004016488,1
Drug Induction of Bile Acid Pathway,17,0.010842672,0.0006378042,1
Glycine N-methyltransferase Deficiency,23,0.010832996,0.00047099983,1
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human),12,0.010812969,0.0009010807,1
Dicumarol Action Pathway,21,0.010812951,0.00051490247,1
Metabolism of polyamines,10,0.0108088385,0.0010808839,1
regulation of splicing through sam68,18,0.010806832,0.0006003796,1
NAD Biosynthesis II (from tryptophan),17,0.0107942205,0.00063495414,1
Dihydropyrimidinase Deficiency,20,0.010788332,0.00053941656,1
Phenylalanine and tyrosine metabolism,12,0.010772338,0.00089769484,1
Vitamin B6 metabolism,10,0.010738478,0.0010738478,1
Regulation of expression of SLITs and ROBOs,59,0.010701071,0.00018137408,1
Meloxicam Action Pathway,20,0.01065666,0.00053283304,1
RUNX1 regulates expression of components of tight junctions,18,0.010648121,0.0005915623,1
Prefoldin mediated transfer of substrate  to CCT/TriC,14,0.010633243,0.00075951737,1
TP53 Regulates Transcription of Caspase Activators and Caspases,15,0.010632028,0.00070880185,1
Metabolism of folate and pterines,14,0.010631767,0.00075941195,1
"Chondrodysplasia Punctata II, X Linked Dominant (CDPX2)",14,0.010630259,0.0007593042,1
APC/C:Cdc20 mediated degradation of Securin,34,0.010608199,0.00031200587,1
Sphingolipid pathway,32,0.010591738,0.0003309918,1
Omega-6 fatty acid metabolism,18,0.010585485,0.0005880825,1
Activated NTRK2 signals through PLCG1,13,0.010578556,0.00081373507,1
tnfr1 signaling pathway,15,0.01056465,0.00070431,1
Translesion synthesis by REV1,16,0.010544878,0.0006590549,1
Hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency (ptps),10,0.010537468,0.0010537468,1
Thiamine metabolic pathways,17,0.010525986,0.0006191756,1
Hfe effect on hepcidin production,12,0.010513668,0.000876139,1
Activated NTRK2 signals through CDK5,17,0.010506167,0.0006180098,1
p53-Dependent G1/S DNA damage checkpoint,9,0.010500566,0.0011667296,1
Hyperlysinemia II or Saccharopinuria,34,0.010430868,0.00030679023,1
Listeria monocytogenes entry into host cells,19,0.010424828,0.0005486752,1
Sialuria or French Type Sialuria,44,0.010414269,0.00023668793,1
UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II,41,0.010413073,0.0002539774,1
Digestion and absorption,24,0.010407313,0.00043363802,1
RUNX3 regulates YAP1-mediated transcription,18,0.010401427,0.000577857,1
Complement Activation,12,0.010396293,0.00086635776,1
RNA Polymerase III Transcription Initiation From Type 2 Promoter,19,0.010386119,0.0005466378,1
transcriptional activation of dbpb from mrna,26,0.010380001,0.0003992308,1
Regulation of HMOX1 expression and activity,19,0.010358932,0.00054520695,1
Signaling by NOTCH1 HD Domain Mutants in Cancer,17,0.010354581,0.000609093,1
Cell Differentiation - Index,12,0.010345958,0.0008621632,1
Mammary gland development pathway - Involution (Stage 4 of 4),25,0.010343078,0.00041372312,1
Disorders of transmembrane transporters,13,0.010342651,0.00079558854,1
Degradation of beta catenin,17,0.0103358785,0.0006079929,1
Regulation of FOXO transcriptional activity by acetylation,11,0.010334214,0.00093947403,1
InlB-mediated entry of Listeria monocytogenes into host cell,12,0.010322724,0.000860227,1
Segawa syndrome,10,0.010291951,0.001029195,1
Dopa-responsive dystonia,10,0.010284955,0.0010284955,1
Bicarbonate transporters,23,0.0102786375,0.0004468973,1
G0 and Early G1,12,0.010268224,0.0008556854,1
RORA activates gene expression,14,0.01026269,0.00073304924,1
Vitamin B5 (pantothenate) metabolism,10,0.0102372235,0.0010237223,1
Estrogen signaling pathway,23,0.01022997,0.00044478133,1
Estrogen metabolism,20,0.010222806,0.0005111403,1
Synthesis of PIPs at the Golgi membrane,15,0.010213989,0.0006809326,1
multiple antiapoptotic pathways from igf-1r signaling lead to bad phosphorylation,18,0.010202936,0.00056682975,1
IRAK1 recruits IKK complex,17,0.010166217,0.00059801276,1
APC/C:Cdc20 mediated degradation of Cyclin B,16,0.010163879,0.00063524244,1
Steroids metabolism,14,0.0101460675,0.0007247191,1
Assembly of the pre-replicative complex,12,0.010089858,0.00084082154,1
Asymmetric localization of PCP proteins,22,0.010088416,0.00045856435,1
Hh mutants abrogate ligand secretion,10,0.010085081,0.001008508,1
Pravastatin Action Pathway,14,0.010059985,0.0007185704,1
Synthesis of 15-eicosatetraenoic acid derivatives,13,0.010047612,0.0007728932,1
Fatty acid transporters,10,0.0100414,0.00100414,1
ceramide <i>de novo</i> biosynthesis,13,0.010027641,0.00077135704,1
Proteoglycan syndecan-mediated signaling events,15,0.010020362,0.0006680241,1
MAP kinase cascade,18,0.009956611,0.0005531451,1
er associated degradation (erad) pathway,13,0.0099564735,0.00076588255,1
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,20,0.009955496,0.0004977748,1
Folding of actin by CCT/TriC,8,0.009951834,0.0012439792,1
RNA Polymerase III Transcription Initiation From Type 1 Promoter,20,0.009927049,0.00049635244,1
Neurotransmitter clearance,15,0.00991565,0.00066104333,1
Rosuvastatin Action Pathway,14,0.009908454,0.00070774666,1
The canonical retinoid cycle in rods (twilight vision),18,0.009903664,0.00055020355,1
S1P5 pathway,14,0.009902886,0.000707349,1
RNA Polymerase III Chain Elongation,16,0.0098971715,0.0006185732,1
Metabolism of Spingolipids in ER and Golgi apparatus,16,0.0098922355,0.0006182647,1
"Activation of NIMA Kinases NEK9, NEK6, NEK7",34,0.009880252,0.00029059566,1
rb tumor suppressor/checkpoint signaling in response to dna damage,14,0.00986601,0.000704715,1
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,14,0.009855407,0.0007039577,1
Serine biosynthesis,16,0.009855332,0.00061595824,1
fatty acid β-oxidation (peroxisome),16,0.009846191,0.00061538693,1
Organic anion transporters,5,0.009794802,0.0019589604,1
internal ribosome entry pathway,12,0.009786593,0.0008155494,1
Wax and plasmalogen biosynthesis,12,0.009771242,0.00081427017,1
Fatty acid Metabolism,12,0.00975427,0.00081285584,1
Vitamin B6 metabolism - Homo sapiens (human),10,0.009740309,0.0009740309,1
Signaling by Overexpressed Wild-Type EGFR in Cancer,9,0.009737608,0.0010819564,1
GLI proteins bind promoters of Hh responsive genes to promote transcription,18,0.009724004,0.00054022245,1
Ribose-5-phosphate isomerase deficiency,11,0.00971834,0.0008834854,1
RUNX1 regulates estrogen receptor mediated transcription,38,0.009715066,0.00025565963,1
Molybdenum cofactor biosynthesis,7,0.009686912,0.0013838446,1
"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)",11,0.009664584,0.00087859854,1
Felodipine Metabolism Pathway,12,0.009661353,0.00080511277,1
Visual signal transduction: Rods,21,0.009659724,0.00045998688,1
malate-aspartate shuttle,17,0.009644122,0.0005673013,1
Cholesteryl ester storage disease,14,0.009630989,0.0006879278,1
Malate-Aspartate Shuttle,7,0.009626729,0.001375247,1
Thiamine metabolism - Homo sapiens (human),22,0.009590388,0.00043592675,1
PI3K/AKT activation,20,0.009588314,0.0004794157,1
nicotine degradation IV,17,0.009581539,0.00056361995,1
endocytotic role of ndk phosphins and dynamin,15,0.009549565,0.0006366376,1
G beta:gamma signalling through PI3Kgamma,19,0.009520499,0.0005010789,1
purine nucleotides <i>de novo</i> biosynthesis,31,0.009509502,0.00030675813,1
Somitogenesis in the context of spondylocostal dysostosis,24,0.009466221,0.00039442585,1
Downregulation of ERBB4 signaling,16,0.009429477,0.0005893423,1
Depolymerisation of the Nuclear Lamina,11,0.0094140405,0.0008558219,1
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,11,0.0093774125,0.00085249206,1
Eicosanoids,11,0.009366083,0.0008514621,1
cholesterol biosynthesis I,15,0.009365464,0.00062436424,1
role of ppar-gamma coactivators in obesity and thermogenesis,17,0.009355041,0.00055029657,1
Methionine salvage pathway,14,0.00934098,0.0006672129,1
Translesion synthesis by POLI,17,0.009315843,0.0005479907,1
Irinotecan Action Pathway,24,0.009303729,0.00038765537,1
Hydrolysis of LPE,5,0.009297117,0.0018594234,1
Abacavir transmembrane transport,15,0.009292598,0.0006195065,1
GRB2 events in EGFR signaling,21,0.009285806,0.00044218122,1
Mismatch repair - Homo sapiens (human),18,0.009280102,0.00051556126,1
catecholamine biosynthesis,11,0.0092670685,0.0008424608,1
G1/S-Specific Transcription,14,0.009263652,0.00066168944,1
Localization of the PINCH-ILK-PARVIN complex to focal adhesions,9,0.009258935,0.0010287706,1
RHO GTPases activate KTN1,8,0.009249523,0.0011561904,1
Hyaluronan metabolism,10,0.00924916,0.000924916,1
regulation of eif2,7,0.0092299245,0.0013185607,1
asparagine degradation,13,0.009225383,0.00070964487,1
Aspirin and miRNAs,16,0.009217961,0.00057612255,1
"TICAM1, RIP1-mediated IKK complex recruitment",19,0.0091896225,0.00048366433,1
overview of telomerase rna component gene hterc transcriptional regulation,7,0.009185955,0.0013122793,1
Activation of NOXA and translocation to mitochondria,9,0.009182566,0.0010202851,1
Mycophenolic Acid Metabolism Pathway,24,0.00917165,0.00038215207,1
Rapid glucocorticoid signaling,11,0.009160221,0.0008327473,1
Nanoparticle triggered regulated necrosis,14,0.009153199,0.0006538,1
multi-drug resistance factors,6,0.00915263,0.0015254384,1
serine biosynthesis (phosphorylated route),11,0.00912452,0.00082950183,1
Dopamine metabolism,15,0.009109709,0.00060731394,1
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,15,0.009104297,0.0006069531,1
Glycogen synthesis,17,0.009104201,0.0005355412,1
"Synthesis of IP2, IP, and Ins in the cytosol",46,0.009088112,0.00019756766,1
Regulation of gap junction activity,15,0.009086667,0.0006057778,1
Betaine Metabolism,11,0.009085694,0.00082597224,1
Aflatoxin activation and detoxification,12,0.009056697,0.0007547247,1
"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer,s disease models",10,0.009054656,0.0009054656,1
Diseases of programmed cell death,11,0.009044307,0.00082220975,1
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,14,0.009029539,0.0006449671,1
dermatan sulfate biosynthesis (late stages),12,0.009024033,0.00075200276,1
nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell,14,0.00899899,0.000642785,1
Ca2+ activated K+ channels,13,0.008995617,0.0006919705,1
Glycogen synthetase deficiency,19,0.008968114,0.000472006,1
Thromboxane signalling through TP receptor,13,0.008961589,0.000689353,1
Methylation Pathways,8,0.008941483,0.0011176853,1
Desmosterolosis,14,0.0089310445,0.00063793175,1
Smith-Lemli-Opitz Syndrome (SLOS),14,0.008929855,0.0006378468,1
Pyrimidine catabolism,17,0.008918228,0.0005246016,1
NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ,5,0.008898224,0.0017796448,1
Caffeine and Theobromine metabolism,12,0.008890619,0.00074088486,1
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,9,0.008879379,0.0009865977,1
Formation of Senescence-Associated Heterochromatin Foci (SAHF),6,0.008878623,0.0014797705,1
GABA shunt,9,0.0088758655,0.0009862073,1
Constitutive Signaling by EGFRvIII,23,0.008840045,0.00038434978,1
MET activates PTPN11,11,0.008832337,0.00080293976,1
Degradation of GLI1 by the proteasome,12,0.0088293925,0.0007357827,1
cholesterol biosynthesis III (via desmosterol),15,0.008819339,0.00058795593,1
Type II diabetes mellitus,16,0.008808659,0.0005505412,1
Polo-like kinase mediated events,11,0.008806383,0.0008005803,1
Fatty acid biosynthesis - Homo sapiens (human),14,0.008804597,0.0006288998,1
Translesion Synthesis by POLH,14,0.008802356,0.0006287397,1
Chylomicron clearance,12,0.008781701,0.0007318084,1
Cerivastatin Action Pathway,14,0.008758714,0.00062562246,1
Purinergic signaling,32,0.008745303,0.00027329073,1
