gene,GenNet_experiment_105,GenNet_experiment_143,GenNet_experiment_144,GenNet_experiment_145,GenNet_experiment_146,mean,std,cv,n_seeds,mean_rank
RAP2B,7.061787e-05,0.0009394381,0.00019968906,0.0005114232,0.0004088282,0.000425999286,0.0003349342384071691,0.7862319243585989,5,5039.4
GALNT6,0.00041108107,0.0004248212,0.0005196692,0.00023845553,0.00053547375,0.00042590015,0.00011848550901582418,0.2782002049443377,5,4965.4
APOBR,0.0007794059,0.00085112086,0.000328596,6.2196006e-05,0.00010815757,0.00042589526720000006,0.00037029991780035865,0.869462392091965,5,5095.2
PCSK6,0.0004193277,0.00094760815,0.00035008043,0.00014823655,0.00026357325,0.000425765216,0.00030879526813753523,0.7252712446512662,5,5014.6
PDLIM4,0.00041821273,0.00058457174,0.0001905856,0.0004501432,0.00048331165,0.000425364984,0.0001453367478766139,0.3416753925297572,5,4995.8
P2RX7,0.00031089658,0.00089383445,0.0005263343,0.00018825258,0.0002039608,0.000424655742,0.0002949580684455133,0.6945816087552475,5,5000.0
LY9,0.00059486047,0.00053565414,0.00024905527,0.0003186326,0.00041251362,0.00042214322,0.00014446677255597202,0.34222217889931295,5,5000.4
IZUMO1,0.00026746065,0.000546362,0.00028209158,0.00032739653,0.00068518764,0.00042169968,0.00018516194476296782,0.43908485954499143,5,4989.8
CAVIN2,0.0007827886,0.0005963372,0.00034568494,0.00016931226,0.00020729571,0.000420283742,0.00026283082009141473,0.625365185054945,5,5030.6
KIF11,0.0006023778,0.00036617293,0.00033394853,0.00037477099,0.00041603125,0.00041866030000000005,0.00010678987689439295,0.25507524093971395,5,4989.2
AKAP6,0.0004354367,0.00041774893,0.00043441117,0.0005526502,0.0002480088,0.00041765116,0.0001090876987044779,0.26119333346153734,5,4983.6
AKAP11,0.0004608522,0.00039398673,0.00047199495,0.00043062234,0.00033048226,0.000417587696,5.7328507557925584e-05,0.13728495381225406,5,4979.8
ROS1,5.2411106e-06,0.0012659432,0.0002516864,7.274139e-05,0.00049147377,0.00041741717412,0.0005103033384608204,1.2225259766482854,5,5145.8
TARM1,0.00036212464,0.00075744203,0.00019971508,0.0005142438,0.00025209802,0.00041712471399999997,0.00022515203711243002,0.5397715109069995,5,5021.2
SPOP,0.0006561916,0.00040579875,0.00030639948,0.00030637067,0.00039886375,0.00041472484999999996,0.00014327635466040078,0.34547328104501285,5,5001.8
SPHKAP,0.00034386167,0.0005046492,0.00056373473,0.00017958706,0.000480555,0.00041447753200000005,0.00015405762431991988,0.3716911350454573,5,4980.4
SLC47A2,0.0012620122,0.00037161872,0.00021038843,0.0002156431,4.8974453e-06,0.0004129119790599999,0.0004922100610443142,1.1920459710683073,5,5188.6
MSRB2,0.00026337706,0.0005383857,0.00023073719,0.0007060273,0.0003258967,0.00041288478999999996,0.0002029656663682858,0.4915794218728324,5,5010.0
CCR8,0.00032918906,2.8280044e-06,0.0002096633,0.0012892921,0.00022733798,0.00041166208888,0.0005047178502309794,1.2260488975415593,5,5124.8
SENP2,0.00037033847,0.00054572086,0.00052106066,0.00032948382,0.00028692634,0.00041070603,0.00011614123690199316,0.2827843479726684,5,4986.8
PNLIPRP3,0.0002962673,0.0012024521,0.000112864975,0.00027642766,0.00015681307,0.00040896502100000004,0.000450317809039821,1.101115708963826,5,5102.6
OR1B1,0.00068090507,0.00017829397,0.0004004589,0.00019236439,0.00058445067,0.0004072946,0.00022634595917367113,0.5557303219185109,5,5026.8
EFHC1,0.00030173687,6.774615e-05,7.927598e-05,0.00043672702,0.0011474513,0.00040658746399999996,0.00044235944293701744,1.0879810178727436,5,5120.0
MINK1,6.2032956e-07,0.0014210291,0.00040359533,3.2856823e-07,0.00019942652,0.00040499996955799993,0.0005920007276980049,1.4617303017185157,5,5264.8
TP53BP2,0.00080597546,1.2805594e-06,0.000371068,0.00035650804,0.00048171717,0.00040330984588,0.00028859348490449863,0.715562706570685,5,5086.0
TRPC4,0.0012914501,0.00029379973,0.00016011666,0.00012866087,0.00013687443,0.000402180358,0.0005015829976682771,1.2471593594540413,5,5149.8
CA12,0.0008610587,0.00040638325,0.00042319615,4.163608e-05,0.00027855733,0.000402166302,0.000298455812907788,0.7421203900564199,5,5083.0
CA8,0.0003920938,0.00076398515,0.00018679857,0.00024475483,0.0004151567,0.00040055780999999997,0.00022490652490326162,0.5614833097456311,5,5039.8
CEP350,9.9234705e-05,6.433175e-05,6.831916e-05,0.0017134387,4.9086524e-05,0.0003988821678,0.0007350850894470587,1.842862751928362,5,5292.0
CASP4,0.00045568543,0.00044308565,0.00034002445,0.0004281915,0.00032400564,0.000398198534,6.145726965405256e-05,0.15433826196369815,5,5014.4
FHL2,0.0011709781,0.0003158007,0.00019668648,0.00014135164,0.00016355644,0.000397674672,0.00043749589588346874,1.1001351775389627,5,5121.2
HECW2,0.00022180921,0.0005276086,0.00045290223,0.00022583698,0.00055097946,0.000395827296,0.00016114826710037167,0.407117621065657,5,5004.6
PAX3,0.0004618162,0.00061712565,0.00039782492,0.00026392634,0.00023738583,0.000395615788,0.00015478438559787667,0.3912492632823761,5,5022.0
OR7A17,0.0005773577,0.0009794384,0.00021456198,0.0001869812,1.2118015e-05,0.00039409145900000007,0.00038640870899948903,0.9805051598428297,5,5174.8
RABGGTA,0.0005322701,0.00074832165,0.00016533904,0.0003750907,0.0001478948,0.000393783258,0.0002539061751163761,0.6447866179124764,5,5087.2
ZNF783,0.0007832001,0.000111458736,0.00016796436,0.0004315942,0.00047377025,0.0003935975292,0.0002693390989987879,0.6843007870151739,5,5086.0
DENND1A,0.00035609413,0.00060303736,0.00027109822,0.0006168615,0.00012042619,0.00039350348,0.00021491100799110374,0.5461476680996664,5,5062.2
SLC9A2,0.0010318795,0.00027499883,0.00016038615,0.00022502961,0.00027386667,0.000393232152,0.0003600718774128045,0.9156725246942791,5,5108.2
SYT10,0.0007090418,0.00014532535,0.0003848817,0.00012118713,0.0005962453,0.00039133625600000006,0.0002629011727075365,0.6718037715052306,5,5065.6
GTF3A,0.00029238735,0.0006441359,0.00030168894,0.00041368365,0.0003015325,0.00039068566800000003,0.00015024745551730443,0.38457375794318727,5,5024.8
DCTN6,0.00056444184,0.00060604635,0.000118322576,0.00028405007,0.0003789055,0.00039035326720000005,0.00020140907080545416,0.515966145871301,5,5074.2
ADAMTS17,0.00023731565,0.0004101008,4.1110503e-05,0.0009306383,0.00032634588,0.0003891022266,0.0003323319208438121,0.8540992523937722,5,5114.8
PITPNM2,0.0003949983,0.0004506513,0.00037401012,0.00033415476,0.0003916467,0.000389092236,4.2061032236333424e-05,0.10810041513224496,5,5015.8
SPATA2,0.00054807955,0.00051015394,0.00034362733,0.00021410115,0.00032491464,0.000388175322,0.00013850667873543924,0.35681474551707654,5,5040.0
ELP3,0.00016986669,0.00033206982,0.0011347829,0.00016309065,0.00014023022,0.00038800805600000006,0.0004243728033736887,1.0937216297738124,5,5077.2
SAMD3,1.9349457e-06,0.0017428485,0.00011282291,7.907252e-06,7.176101e-05,0.00038745492354,0.0007590881413415465,1.9591650414610875,5,5385.6
PDCL,0.0003950952,0.00063320075,0.00036264723,0.00022607608,0.00031321155,0.000386046162,0.00015215953249566152,0.39414854355076195,5,5033.2
MYO1E,0.00051705283,0.0004986705,0.00044132583,0.00035992466,9.552065e-05,0.000382498894,0.00017170273782242794,0.4488973445827217,5,5069.8
FHL5,0.00017589545,0.00051637896,0.0002463359,0.0005756134,0.00039643946,0.00038213263400000005,0.00017076013670932973,0.4468609103647759,5,5040.0
KCNB2,0.00019759992,0.0006424633,0.000116147065,0.0005705974,0.0003663596,0.000378633457,0.00022818810033559833,0.6026622743367297,5,5078.2
ATP8A1,0.00051169266,0.000543752,0.000274708,5.3754888e-05,0.0005075221,0.0003782859296,0.00021090705794940656,0.5575334461221435,5,5093.8
TRAPPC12,0.00060111366,0.000706849,0.00024336291,8.7299064e-05,0.0002493976,0.0003776044468,0.00026319828326217746,0.6970211434018988,5,5094.8
RAD18,0.0012097524,9.6906515e-05,0.00015210948,5.045502e-05,0.00037503996,0.000376852675,0.0004819595478947895,1.2789070633365929,5,5200.4
DHTKD1,0.00020491058,0.0010746798,0.00018036335,0.00014100793,0.00028328397,0.00037684912600000005,0.0003935456395051995,1.0443055651539428,5,5101.2
ANKRA2,4.0690175e-05,0.00038709244,0.0006202722,0.0007779331,5.629628e-05,0.00037645683899999996,0.00033014552496119534,0.8769810792604444,5,5130.8
KCNK18,0.0005877068,0.00036189533,0.00018922909,0.00040629442,0.00033476303,0.000375977734,0.00014363175206349787,0.38202196320353876,5,5061.4
ARHGAP21,0.00045624957,0.0005815055,0.0003453383,0.00025962022,0.00023276992,0.000375096702,0.00014462682421977923,0.3855721030033989,5,5052.6
COL27A1,0.00038060875,0.000679377,0.0001705541,0.00046510017,0.00017403711,0.0003739354259999999,0.00021387695027430266,0.5719622571259207,5,5086.6
HSD17B8,0.0008728992,0.0004026619,0.00024443143,0.0002779034,6.915911e-05,0.000373411008,0.0003035913045501166,0.8130218393296981,5,5137.6
ZNF311,0.0005169224,0.0005880566,0.00022790891,0.00021422321,0.00031354217,0.00037213065799999995,0.00017084784651566162,0.4591071518640145,5,5076.2
MYO5C,0.00010138863,0.0010941301,0.00023079403,0.0003989515,3.455494e-05,0.00037196384,0.0004269768922892237,1.1478989255762702,5,5177.8
HSD17B6,0.00028158602,0.00065844686,0.00022043481,0.0004863118,0.00020792898,0.000370941694,0.00019569069048384002,0.5275510778355372,5,5067.4
SLC16A9,0.0004699358,0.0006259845,0.00015829658,0.00023296283,0.0003641271,0.00037026136199999995,0.00018651199811750053,0.5037306542331051,5,5087.8
NUDT12,0.00071175524,0.00025952558,0.00021115241,0.00023984307,0.0004286157,0.0003701784,0.0002089319661823658,0.5644088530891208,5,5086.6
SS18,0.00037562018,0.00040259268,0.00044941052,3.3755816e-05,0.00058760284,0.00036979640720000005,0.00020482360697636614,0.5538820902215789,5,5091.2
ARL5B,0.0003882884,0.00018353207,0.00021451597,0.00027844336,0.000781517,0.00036925936,0.00024341638962748966,0.6592016777245393,5,5081.4
SEMA3C,0.0005838936,0.0002107176,0.000200961,0.0005073276,0.00033908428,0.00036839681600000005,0.00017284193578375964,0.469173261757397,5,5082.2
SLC52A3,0.0002262934,0.0007731296,7.037979e-05,0.00054899254,0.0002127297,0.000366305006,0.0002870720045801251,0.7836966459042197,5,5132.8
LINC01063,0.00012756966,0.00047787267,0.00015298105,0.00081128284,0.00024741061,0.000363423366,0.0002859408374951604,0.7867981650226651,5,5108.4
STK38L,0.00072640914,0.00016607765,0.00039655395,0.00044240546,8.224203e-05,0.00036273764600000004,0.00025352534546564106,0.6989220673986538,5,5126.2
WDR1,0.00037372918,0.0007868715,0.00038484717,0.00016597233,0.0001019763,0.00036267929600000004,0.0002679609221065509,0.7388371077751041,5,5110.0
CDH16,0.00064390566,0.0006276191,5.2732674e-05,0.000118956574,0.00036988547,0.0003626198956,0.00027604390618260336,0.7612486505348919,5,5165.4
STT3B,3.1873733e-05,3.7553448e-06,0.0016892003,3.4845354e-05,4.73644e-05,0.00036140782636,0.0007424296585033254,2.0542711152131714,5,5357.0
NUDT3,0.00027868937,0.0009601449,0.00016756123,0.0001049016,0.0002931724,0.0003608939,0.00034400404295022093,0.9531999375722917,5,5126.2
PHOX2B,8.254327e-05,0.0008480777,0.0001122286,4.9535836e-05,0.0007105327,0.0003605836212,0.0003859573204210947,1.0703684186670837,5,5185.6
BCAS3,0.0005819246,0.00057160534,0.00010855471,0.00026323713,0.00026377878,0.00035782011200000005,0.00020967230294874567,0.5859712629812872,5,5124.6
TBCC,0.00015047049,0.0008813964,0.000105093146,0.00045955513,0.00019195135,0.0003576933032,0.00032359669889210906,0.9046764252982779,5,5145.0
FAR2,0.00028735286,0.0002702093,0.00038962616,0.00043923254,0.00040126758,0.00035753768799999996,7.44449121246652e-05,0.20821556614379966,5,5049.2
KIF24,0.00024785192,0.0009057544,0.00014876561,0.00034383978,0.0001348031,0.000356202962,0.0003185701388540323,0.8943500555563383,5,5141.2
COMT,0.00048131283,6.9433872e-06,0.0004501042,0.00045660665,0.00037856612,0.00035470663744,0.00019813000064489026,0.5585742687953075,5,5111.8
ZNF248,8.6795764e-05,0.0005142261,0.00047360623,0.0003990401,0.00029972286,0.00035467821080000005,0.0001705494618853355,0.4808568913795126,5,5073.8
TLK1,0.0004077492,0.00021561397,0.0005855294,0.0003914867,0.00016958149,0.00035399215199999996,0.00016662905813791566,0.47071398955171095,5,5077.2
RNF41,0.00012176312,0.00067229976,0.00015921249,0.00029023035,0.0005260704,0.00035391522400000003,0.00023815207042067878,0.6729071095870087,5,5106.8
NUDT5,0.00033794844,0.00081310654,0.00023526807,0.00014771381,0.00022453573,0.000351714518,0.000266656432091098,0.7581615726510842,5,5113.0
PTPRU,3.288371e-05,0.00065861095,0.00035557218,0.0005983562,9.39415e-05,0.000347872908,0.00028419124015881746,0.8169398467753559,5,5162.8
DNAJB11,0.0002701462,0.00050109124,0.0003630224,0.00024405478,0.00035819426,0.000347301776,0.00010078430998295656,0.29019232537111056,5,5071.2
PMP22,1.6094042e-05,0.0010115671,0.00028619208,9.461574e-05,0.00032074083,0.0003458419584,0.0003934547114917212,1.137671997093691,5,5190.0
UHMK1,8.1564474e-05,0.0013489564,9.703759e-05,5.9760267e-05,0.0001405673,0.0003455772062,0.0005616860454268647,1.625356173236129,5,5263.4
SIX2,0.00054280186,0.00012058982,0.00028576504,0.00047844392,0.00029923927,0.000345367982,0.0001679992056042463,0.48643538011652254,5,5113.2
SI,0.00018532047,0.0008513756,0.00010690263,0.0003576184,0.00022407528,0.000345058476,0.00029723145568972143,0.8613944486607,5,5146.8
SLC41A1,0.00064803584,0.00017878377,0.00050047884,0.00027403617,0.00010687698,0.00034164232000000004,0.00022655810119864473,0.6631441362377023,5,5131.2
ACTL6A,0.00016959786,0.00088669406,0.00025741296,0.00017611738,0.00021560962,0.000341086376,0.00030702462541397504,0.9001374637548556,5,5126.4
NIPAL1,0.00014804334,0.0006982826,0.0002607128,0.00037357677,0.0002176231,0.000339647722,0.00021656588229869686,0.6376191220228378,5,5113.4
CD47,0.00023005069,0.0007963099,0.00016058428,0.00032381451,0.00018605492,0.00033936286000000004,0.00026289570374791836,0.774674352249148,5,5133.6
GPRC5B,0.00014858838,0.00015015175,0.00011833859,0.0010085264,0.00026894832,0.00033891068799999995,0.00037874282260753493,1.1175298862440566,5,5170.2
TULP1,0.00021234593,0.00023961542,0.00042024988,0.00045604215,0.00036200398,0.000338051472,0.00010810138832941123,0.31977789562593956,5,5077.8
CACNA2D4,0.0006304585,0.0003864491,0.00018236112,0.00020625288,0.00028382285,0.00033786889000000003,0.00018193070916008847,0.5384654063891128,5,5122.8
PLPP4,0.00042881558,0.00045561377,0.00013656123,0.0003221014,0.0003404722,0.00033671283600000005,0.0001254079740511421,0.37244785657990803,5,5124.8
NOX3,0.00045725016,0.00015962629,0.00016542307,4.613104e-05,0.000851387,0.000335963512,0.00032578886683365404,0.9697150291536839,5,5187.8
GRID2,0.00020911514,4.9068105e-05,0.00096608006,0.0002833239,0.00017056568,0.000335630577,0.00036248212557773865,1.0800032846165226,5,5143.8
CIDEA,0.00017274797,0.0005052854,0.0002676427,0.00040322955,0.00032077395,0.000333935914,0.00012719260508407997,0.38088926572923204,5,5097.8
MYCBP2,0.00028165447,0.00048220667,0.00013561784,0.00040081787,0.00036927068,0.00033391350599999996,0.00013206945536598774,0.3955199564943257,5,5117.8
IER5,0.00081911194,0.0005014243,0.0001140045,0.00020849975,2.4810382e-05,0.0003335701744,0.0003252345766750977,0.9750109621164549,5,5253.2
FYCO1,0.00048813186,0.0005180884,0.0002196674,0.00023300601,0.0002064605,0.000333070834,0.0001558676570311108,0.46797149771183744,5,5126.2
CCL8,9.053966e-05,0.00025640224,0.0009836504,0.00017251751,0.00016177224,0.00033297641,0.0003684676881827192,1.1065879657442375,5,5148.6
MGST2,5.057744e-05,0.00090995687,0.00038777507,0.00029724988,1.7099019e-05,0.0003325316558,0.0003594135656440863,1.0808401527349756,5,5235.4
CCK,0.000243158,4.247074e-06,0.00023686422,0.00035342787,0.00082387554,0.00033231454079999995,0.00030280600385610914,0.9112029919820746,5,5167.4
CLPB,9.533193e-05,0.00014068227,8.364712e-05,3.158271e-05,0.0013041141,0.000331071626,0.0005453314277419987,1.6471705362693896,5,5293.4
AK2,0.00028887627,0.00058036105,0.00027626718,0.00023940724,0.00026237153,0.000329456654,0.000141455129339614,0.4293588477336202,5,5108.0
CISD1,0.0003208785,0.0003025543,0.00025054862,0.0003041907,0.0004679013,0.00032921468399999996,8.189748912012676e-05,0.2487662097117356,5,5098.2
STX8,0.00089792936,0.00033011535,0.00016516144,7.0745395e-05,0.00017847896,0.000328486101,0.0003316156051982409,1.0095270520996593,5,5207.4
DELEC1,0.000116321164,0.00047838836,0.00013961193,0.00046431067,0.00043821306,0.0003273690368,0.0001827841487450041,0.5583428125387211,5,5139.2
SEMA3F,0.00043261622,0.00060940406,3.0390493e-05,0.00021853589,0.00033219706,0.0003246287446,0.00021831593906780525,0.6725095750125549,5,5204.4
CEP43,0.0005478655,0.00032907224,0.0001702949,0.00015325248,0.00041834204,0.000323765432,0.00016719869053139776,0.5164192159075147,5,5141.6
ERLEC1,0.00029514366,0.0006683862,0.00024061906,0.00011068182,0.00030009332,0.000322984812,0.0002076402817962337,0.642879398911902,5,5136.6
IGF2BP1,0.0007079177,0.00032338328,0.00015459069,3.5090066e-05,0.00039306932,0.0003228102112,0.000257062802625024,0.796327977573666,5,5207.0
SERINC3,0.00039870947,0.00072957727,0.00016008019,6.498501e-05,0.00025588536,0.00032184746000000006,0.00025915696645254475,0.8052167522233815,5,5183.6
LYPD2,7.0641846e-08,0.0009988842,0.0004013804,0.00019915894,8.900039e-08,0.0003199166364472,0.0004143690672059794,1.2952407596169762,5,5345.2
POU1F1,0.00035917351,0.0004125454,0.00033237724,0.0003756558,0.0001183617,0.00031962273,0.00011619732296202351,0.36354524273672123,5,5134.0
SCUBE3,0.0007409134,0.0003413511,0.00013223532,0.00031721857,6.568594e-05,0.00031948086600000003,0.0002634205595584042,0.8245268734134588,5,5218.6
SRP54,0.0005195213,0.0003726777,0.00020944221,0.00018047058,0.00031475234,0.00031937282599999996,0.00013629081444244942,0.42674518101439674,5,5136.4
ETNK1,0.00011344385,0.000621412,0.00033802082,0.00046593547,5.3345884e-05,0.0003184316048,0.0002378175069599799,0.7468401483243096,5,5183.8
TEP1,0.00015200529,0.00026929338,0.0002749974,0.0006615659,0.00023114006,0.00031780040600000003,0.00019834173780205588,0.6241078804728017,5,5134.6
NALCN,0.0004099314,0.0002618411,0.00021662482,0.0003110282,0.00038572942,0.000317030988,8.141455165186701e-05,0.2568031351303331,5,5128.0
CLN5,0.0002828485,0.00026505007,0.00015526943,0.0005084803,0.00037310453,0.000316950566,0.00013213090933595828,0.41688175857669324,5,5140.4
TRPM1,6.165882e-05,0.0012084098,4.4229615e-05,0.00012417296,0.00014515928,0.000316726095,0.0005002312859963918,1.5793813452484609,5,5303.2
RNF19B,0.0002657556,0.00047562842,0.0001193134,0.0003232995,0.00039888144,0.000316575672,0.00013565794266101976,0.4285166380726178,5,5141.8
LCA5,4.7827856e-05,0.0005943726,0.00028221263,0.0006209498,3.7508373e-05,0.00031657425180000004,0.00028332821410130153,0.8949818644135906,5,5235.2
KLK7,0.0005103824,0.00025247716,6.0582526e-05,0.0006217794,0.00013416208,0.00031587671319999996,0.00024167320355806795,0.7650871161403106,5,5223.6
CIP2A,0.00020191555,0.00035870302,0.0002813905,0.0006145664,0.00012171964,0.00031565902200000006,0.00018902565917083857,0.5988286283508746,5,5146.0
STAB1,0.0001820706,0.0007919274,0.00022962505,0.00021528458,0.00015234013,0.000314249552,0.0002687086874180905,0.8550805743649571,5,5170.0
CDKL2,0.000585259,0.00055524916,0.00016262975,0.00012546132,0.00014212074,0.000314143994,0.00023440603931516881,0.7461738686469008,5,5192.6
