gene,GenNet_experiment_105,GenNet_experiment_143,GenNet_experiment_144,GenNet_experiment_145,GenNet_experiment_146,mean,std,cv,n_seeds,mean_rank
NHLRC2,0.004413746,0.008625553,0.0037301672,0.0069410047,0.005431938,0.00582848178,0.001976294704148845,0.33907538510806584,5,2522.6
CXCL5,0.00517997,0.004995313,0.00904697,0.007503814,0.0023786486,0.005820943120000001,0.00255837873600012,0.4395127530468155,5,2578.4
JAML,0.0050359904,0.0069901017,0.007532719,0.00498338,0.0045461305,0.005817664320000001,0.0013453498303992338,0.2312525708597834,5,2511.2
CCR1,0.0067216028,0.006427888,0.0050766636,0.005313833,0.005516173,0.00581123208,0.0007216467156422817,0.12418136218064822,5,2484.2
OSBPL5,0.007504326,0.006330514,0.0042207316,0.00440904,0.006588597,0.00581064172,0.0014349520564026492,0.24695242376820462,5,2505.8
ACOT13,0.0033321108,0.0018313781,0.0063039316,0.009161881,0.008404233,0.0058067069,0.0031693229722618505,0.5458038483502328,5,2675.2
PPM1E,0.005938854,0.0049289465,0.0070818765,0.0032900453,0.0077926083,0.00580646612,0.0017812476929228713,0.3067696695564068,5,2537.2
PLCH2,0.004743289,0.004532596,0.0060344185,0.00725304,0.006463372,0.005805343100000001,0.0011542473714801346,0.19882500510265008,5,2513.8
PIGP,0.0046031894,0.006901785,0.009215107,0.0046296744,0.0036534027,0.0058006316999999995,0.0022520424953308806,0.3882409040606527,5,2563.0
OR10W1,0.006619354,0.0050504142,0.004615959,0.007277823,0.005435987,0.00579990744,0.0011126139468858765,0.19183305223330882,5,2500.0
GNLY,0.0055272696,0.0041298103,0.006972263,0.0058621163,0.0064992737,0.00579814658,0.0010875363226862985,0.18756620028159043,5,2508.4
TBC1D1,0.0060024555,0.005644364,0.005195534,0.007780678,0.0043520993,0.005795026159999999,0.001269839361932742,0.2191257341852521,5,2498.2
OR10G9,0.0189161,0.0017600378,0.00057208707,0.0009933022,0.006729921,0.005794289614,0.007740371133791237,1.3358619691858635,5,3268.4
OR7A10,0.003922197,0.01000006,0.004245159,0.0055758986,0.005190512,0.00578676532,0.0024497448806734164,0.42333579214050737,5,2557.6
HTR3A,0.007971206,0.007559331,0.0051206416,0.004044181,0.004185712,0.0057762143200000005,0.0018679471494455649,0.32338605286473593,5,2531.4
IP6K3,0.008225872,0.004119992,0.0039020982,0.0052297227,0.0073875696,0.005773050900000001,0.0019462319521755778,0.33712364326730215,5,2550.6
GHR,0.0053196056,0.0062482664,0.0053636637,0.007452294,0.0044563133,0.0057680286,0.0011349635974031392,0.19676802528391404,5,2507.4
SLC7A10,0.005908942,0.0062477873,0.0055693183,0.00596378,0.005149731,0.005767911719999999,0.00042134345975533663,0.07304956806019505,5,2493.2
OR5L1,0.007034051,0.0026913993,0.007305681,0.005445653,0.0063388254,0.005763121940000001,0.0018616155690656057,0.3230220683245868,5,2561.0
TNN,0.010491103,0.005600934,0.0018321181,0.004284619,0.0065686908,0.00575549298,0.003188554615665688,0.5540019989157711,5,2629.6
PPL,0.0021504737,0.0029277727,0.0020293402,0.0027924753,0.01886545,0.00575310238,0.007340415499043544,1.2759055921830378,5,3045.2
NCR1,0.0056276936,0.005681641,0.005763495,0.0060677193,0.0056217965,0.00575246908,0.000185179057003936,0.03219123030973962,5,2495.4
SLC15A3,0.0074229725,0.005986315,0.004757913,0.0046630464,0.0059304824,0.005752145859999999,0.0011239369846923438,0.19539438186157956,5,2507.6
LTA,0.005987179,0.0070547387,0.0039394856,0.0063519124,0.0054200655,0.00575067624,0.0011734257934555739,0.20405005333000176,5,2515.0
RET,0.004758542,0.0073766285,0.008037182,0.0033831252,0.0051972927,0.00575055408,0.0019214376705494085,0.33413087570674727,5,2551.2
ZNF689,0.005442852,0.0056366487,0.0052548987,0.006660747,0.0057193595,0.00574290118,0.000543705039612396,0.09467428092022227,5,2496.0
EPHA1,0.009215547,0.0041853148,0.005796276,0.0056637377,0.003794151,0.0057310053,0.0021384211321992842,0.3731319411272023,5,2564.6
ENTPD7,0.007716309,0.0035523581,0.004706118,0.0049977982,0.007672169,0.00572895046,0.0018737673568811708,0.3270699179481421,5,2550.8
USP15,0.005169335,0.006582368,0.0054928176,0.0047986023,0.0065950667,0.00572763792,0.0008235511693913301,0.14378548031390403,5,2517.0
GPAM,0.00535879,0.006643611,0.005800481,0.005325675,0.0055052894,0.00572676928,0.0005457496830967397,0.09529800423472615,5,2513.8
GDF6,0.0079152575,0.0061106156,0.0043892916,0.005161798,0.004981526,0.0057116977400000005,0.0013783241244328772,0.2413160127119887,5,2526.6
NSUN2,0.005499605,0.004005456,0.007361386,0.0077673835,0.0039158263,0.00570993136,0.0018116772707386165,0.31728529758344004,5,2551.6
SEM1,0.0070841555,0.007373115,0.0025302416,0.0051190085,0.006404478,0.00570219972,0.001974612920770275,0.34628968077783756,5,2557.4
AP1M1,0.0040633236,0.0062855864,0.0054821954,0.00702762,0.0056491895,0.00570158298,0.0010993411613490292,0.19281332310786245,5,2523.6
TAF2,0.0069522345,0.005726828,0.006537584,0.0048708403,0.0043889848,0.0056952943200000005,0.0010812624435404278,0.1898518992676796,5,2525.4
GPD2,0.01050354,0.004620958,0.0026443447,0.003846244,0.006846493,0.00569231594,0.0030953965725120216,0.543785096459706,5,2632.0
CLEC4G,0.006738237,0.0059382124,0.0058343955,0.005455505,0.0044780807,0.00568888612,0.0008223427441154368,0.14455250584545656,5,2520.0
DDAH2,0.007821134,0.0054966463,0.009706063,0.0020931028,0.003312281,0.00568584542,0.003134446147522822,0.5512717838753383,5,2657.2
IL17F,0.0050528334,0.0070661395,0.0053536,0.006141118,0.004800305,0.005682799180000001,0.0009229993964680376,0.16241985106854287,5,2528.0
DTNBP1,0.0057774973,0.0049342667,0.0057328586,0.0060348623,0.005931465,0.00568218998,0.00043518841550368374,0.07658814946973733,5,2522.8
FPGS,0.0056869397,0.0048306067,0.0030113095,0.009635779,0.005234173,0.0056797615800000005,0.0024336379686007506,0.42847537424286575,5,2598.2
ST6GALNAC3,0.0078953365,0.0059259036,0.0028310614,0.006295114,0.00544915,0.0056793131000000005,0.0018382253759831196,0.32367037062688436,5,2549.8
VAPB,0.0076019843,0.005210407,0.004659543,0.0073803714,0.0035324951,0.00567696016,0.0017648560645467898,0.3108804738461983,5,2547.4
ADAM12,0.006589301,0.0045450106,0.0075764903,0.0037797373,0.005884756,0.0056750590399999995,0.0015300740168228896,0.26961376190773334,5,2558.4
LY6G6F,0.0065113725,0.0051355953,0.0057521546,0.007942395,0.0030236628,0.00567303604,0.0018143234944376601,0.3198152597031025,5,2561.4
NDUFS8,0.004027835,0.008855113,0.0032771295,0.0056266948,0.0065549654,0.00566834754,0.002199574128450107,0.3880450365698831,5,2575.6
JUND,0.005900899,0.007281388,0.0027835516,0.0053698826,0.0069682407,0.00566079238,0.0017858153227725206,0.3154709098821463,5,2560.8
NMBR,0.005910158,0.005754737,0.0045859376,0.006025566,0.006020736,0.00565942692,0.0006101089007659469,0.10780400725908602,5,2515.4
SRGAP3,0.005230191,0.0051992387,0.0063409973,0.005705547,0.0058081127,0.005656817339999999,0.00047030716801705545,0.08313988940237825,5,2527.8
PGM2L1,0.006138146,0.0057893875,0.0027719666,0.0044437908,0.009120628,0.005652783779999999,0.0023473896270847865,0.4152625889194698,5,2593.2
OR56B1,0.008084789,0.0014744313,0.008573776,0.0056253355,0.0044986056,0.005651387480000001,0.0028826353098130772,0.5100756796476247,5,2696.4
RNF123,0.010546188,0.0026881625,0.0013948872,0.0015777635,0.0120135695,0.005644114140000001,0.005194445998491969,0.9203297221930328,5,2935.6
RGS10,0.0064055864,0.005255412,0.0049913973,0.006321674,0.0052266396,0.0056401418600000005,0.0006690033800361383,0.11861463712122629,5,2529.2
DBNL,0.004043107,0.00707361,0.007017433,0.006916068,0.0031479637,0.00563963634,0.0018934901871238146,0.3357468590118019,5,2574.4
HIPK1,0.0074918475,0.004418654,0.0030787298,0.00670331,0.006498255,0.00563815926,0.0018267692185855436,0.3240009964857828,5,2569.2
HPR,0.0046333494,0.0040162015,0.006981518,0.00737096,0.0051658554,0.0056335768599999995,0.0014722913165435766,0.26134219042918616,5,2567.0
POLR3A,0.0038283428,0.0034129706,0.009527419,0.007845443,0.0035338735,0.00562960978,0.0028571400086988305,0.5075200804946076,5,2643.6
PRLR,0.007507976,0.007607605,0.0033575892,0.0046989303,0.0049624494,0.00562690998,0.0018650759425059675,0.3314565097247153,5,2567.0
TRDN,0.008477846,0.003908654,0.0068416176,0.0035571617,0.005336533,0.00562436246,0.002056933317393359,0.3657184848988838,5,2590.8
GPIHBP1,0.0041124094,0.0056363386,0.0091200555,0.006577696,0.0026367812,0.0056166561400000006,0.0024667896647378304,0.43919186135860366,5,2615.6
EFNA4,0.007479549,0.0061277784,0.0037119891,0.005950689,0.0047982293,0.00561364696,0.0014265980052155243,0.2541303390435376,5,2550.4
SETD3,0.006855186,0.0049567516,0.007863759,0.0024652712,0.0059175505,0.00561170366,0.0020640096475121107,0.3678044623461301,5,2603.2
RNF126,0.003766872,0.009051949,0.0047443477,0.004313156,0.006149663,0.00560519754,0.0021193402772605343,0.37810269167793403,5,2593.6
MST1,0.008968559,0.0035555025,0.003815022,0.003925195,0.0077611203,0.00560507976,0.0025587394329903957,0.4565036614198681,5,2630.2
SPTLC2,0.005453453,0.0071781366,0.0045916783,0.0053516524,0.0053778565,0.00559055536,0.0009538451212138442,0.17061723921715075,5,2546.8
KLF5,0.0051392186,0.003808852,0.0054351715,0.005581041,0.007979384,0.00558873342,0.0015090470564991282,0.270015930818745,5,2577.6
GGA1,0.0069343117,0.0047639636,0.0033515273,0.007857259,0.005016276,0.00558466752,0.0018006769931104654,0.32243226417003695,5,2577.4
MYCN,0.005557226,0.0057733487,0.0044442,0.0052954517,0.0068274923,0.005579543740000001,0.0008609802186452852,0.15431014770488832,5,2545.8
NUP35,0.005290209,0.009275062,0.00398374,0.0047474382,0.0045869066,0.005576671159999999,0.00211924787608653,0.3800202334481078,5,2595.2
GCC1,0.0058464897,0.006687131,0.0053221197,0.004714885,0.005290828,0.0055722906800000005,0.0007407775140401243,0.13293949590586043,5,2549.2
ABLIM2,0.004504517,0.0037309045,0.008080067,0.0061996374,0.0053433483,0.0055716948399999995,0.0016782254401656509,0.30120555564483337,5,2591.6
AUTS2,0.006809921,0.004981578,0.0051084096,0.0045648315,0.00636955,0.00556685802,0.0009677686693365579,0.1738446832772929,5,2562.0
NCF2,0.006832802,0.0044423826,0.0057184747,0.0048725163,0.0059505845,0.00556335202,0.0009379954322573202,0.16860256710078184,5,2565.0
OXSM,0.0071688397,0.0048620575,0.0024011142,0.0068117017,0.0065708626,0.005562915139999999,0.0019775367419279173,0.35548569269167707,5,2594.2
TRIT1,0.008187675,0.004745465,0.005273074,0.006473379,0.003076614,0.005551241399999999,0.0019138673777585268,0.3447638536775805,5,2596.6
MC5R,0.0054900805,0.00438856,0.008549398,0.004574744,0.0047377925,0.005548115,0.0017291406178324177,0.31166272109219395,5,2602.0
LRRTM3,0.0060482286,0.005763591,0.00650314,0.0034423904,0.005971927,0.005545855400000001,0.0012064704144253103,0.21754451340821296,5,2567.8
EXTL2,0.0052025774,0.005339254,0.006091062,0.005588139,0.005489975,0.00554220148,0.00034008011068195696,0.06136191762591009,5,2554.0
GALNTL6,0.005211516,0.007993246,0.00492247,0.0044097123,0.00515865,0.00553911886,0.0014080691745174307,0.25420454229383166,5,2576.0
RAD23B,0.0053484165,0.0063601127,0.005511942,0.005521805,0.0049530934,0.00553907392,0.0005135324859649262,0.09271089235886677,5,2554.8
LARGE1,0.0066197836,0.0057608685,0.004542876,0.0049524843,0.0057917414,0.00553355076,0.000808905472727619,0.14618199196344211,5,2555.0
MBIP,0.003976001,0.006039472,0.0029659353,0.01042216,0.004255771,0.00553186786,0.002949820925162542,0.5332413932899949,5,2659.4
TET3,0.0045601446,0.004551053,0.0064101014,0.0062794834,0.005856285,0.00553141348,0.0009140175707381298,0.16524123066246169,5,2578.8
OR52E4,0.005265654,0.0054892544,0.004735878,0.0064324583,0.0057040555,0.005525460039999999,0.0006218504656777408,0.11254274959479046,5,2552.8
OR6B2,0.0065557105,0.0077629173,0.0045460346,0.0048408234,0.0038461823,0.00551033362,0.0016058068226872766,0.2914173502778361,5,2583.6
EFHD2,0.0061860005,0.0044480274,0.006518048,0.005023086,0.005355095,0.00550605138,0.0008458614091381175,0.15362395857957242,5,2577.4
CXCR5,0.0077048317,0.0054298425,0.0036809645,0.004798821,0.005890361,0.005500964140000001,0.001484850506189402,0.269925501857462,5,2587.2
TTC5,0.005812641,0.0044820337,0.004718919,0.0077477237,0.0047384053,0.00549994454,0.0013579741910846844,0.24690688809830877,5,2586.0
CSF2RB,0.0054820166,0.0070821648,0.0045380136,0.0056641637,0.004723582,0.00549798814,0.001007315874494931,0.1832153596633497,5,2571.2
CYP7B1,0.0061410884,0.0074314154,0.0031796498,0.0076139006,0.003120611,0.00549733304,0.0022167215111079533,0.4032358045216692,5,2619.8
HPX,0.005802123,0.006901399,0.0030685065,0.0057317833,0.0059676627,0.0054942949,0.0014352375468169355,0.2612232457374895,5,2586.0
TRPM8,0.004521474,0.002889058,0.0069641555,0.0055677933,0.007487173,0.00548593076,0.0018621724768468182,0.3394451294253699,5,2632.2
GLG1,0.0047780583,0.005762704,0.0056374907,0.005186714,0.006061733,0.00548534,0.0005054043938981883,0.09213729575526554,5,2569.2
ADH7,0.0062103774,0.0049727857,0.004421859,0.006254705,0.005535774,0.00547910022,0.0007927254248030977,0.14468168001553688,5,2578.4
NAA35,0.01118952,0.0063614957,0.0028811737,0.0033214483,0.0036220737,0.005475142279999999,0.0034727751520821485,0.6342803482509953,5,2698.0
KCNIP4,0.012074348,0.0022532933,0.0018178294,0.0018956694,0.0093224,0.00547270802,0.004871338443427741,0.8901148070800498,5,2918.4
YBX3,0.0051699076,0.0054027652,0.00553835,0.0064837746,0.004747975,0.00546855448,0.0006419299576197172,0.11738567476422347,5,2574.0
NLK,0.0061823707,0.009646966,0.00244663,0.0025261636,0.006531262,0.00546667846,0.003036761340463866,0.555503924857484,5,2691.2
GNPDA1,0.006249543,0.005020413,0.0054191947,0.004769107,0.0058725895,0.00546616944,0.0006053207568999621,0.1107394791808653,5,2582.4
PFDN4,0.0057514934,0.005487491,0.006344804,0.0049101473,0.004797555,0.00545829814,0.0006343814238739876,0.11622330030400055,5,2580.2
UVSSA,0.0069310754,0.003958253,0.0030740986,0.0056620347,0.0076366076,0.00545241386,0.0019293770556709146,0.35385741163656176,5,2622.8
ZNF568,0.005220492,0.006275075,0.0067400876,0.0051423246,0.0037913998,0.0054338758,0.0011447780919723873,0.21067432052318666,5,2598.0
SPOPL,0.0052357265,0.004961916,0.0058724936,0.0055908044,0.005502108,0.0054326097,0.0003477315688689048,0.06400820012321237,5,2587.2
OR5D13,0.0072480063,0.004726036,0.005268948,0.004820583,0.0050931503,0.00543134472,0.0010382073162137932,0.19115106290174733,5,2596.0
GPD1L,0.006253143,0.004742682,0.003918473,0.0072442656,0.0049533676,0.00542238624,0.001318439661936453,0.24314750067240745,5,2610.0
SERPINB6,0.0061991303,0.0056511424,0.004464802,0.006547352,0.0042380886,0.0054201030600000005,0.0010296493443045297,0.18996859153901946,5,2587.6
DIO2,0.006422126,0.006756672,0.0041657896,0.004614569,0.0051380927,0.00541944986,0.0011282931346964264,0.2081932970769152,5,2602.8
SLC25A13,0.006371222,0.00438348,0.0015079272,0.0022491892,0.0125659555,0.00541555478,0.004427248946401605,0.8175060776324756,5,2862.6
IFT22,0.0013776042,0.002999259,0.001661286,0.0018831656,0.019146865,0.0054136359600000005,0.00770169948003292,1.4226482048181384,5,3244.8
CWC22,0.0056669116,0.005483943,0.0051413644,0.005281142,0.005457701,0.0054062124,0.00020152187415211294,0.03727598163773827,5,2581.8
OR1M1,0.008164216,0.0029467228,0.0017836149,0.002683061,0.01142762,0.00540104694,0.004196774214200176,0.7770297612336945,5,2838.2
UIMC1,0.005520028,0.0056125377,0.005680171,0.003549696,0.006589621,0.0053904107400000005,0.0011153965696632916,0.206922370754866,5,2605.6
OAZ3,0.0047067935,0.0074226125,0.0063824374,0.004547516,0.0038823371,0.0053883393,0.0014633890127361232,0.2715844217041275,5,2622.4
OR8B3,0.004959531,0.0037991432,0.005614535,0.0034322632,0.009132582,0.00538761088,0.0022697009577044842,0.4212815305816006,5,2669.8
OR52K2,0.0047877533,0.0056590848,0.004560956,0.004942371,0.00697725,0.00538548302,0.000980057898772737,0.18198142954552235,5,2599.0
PDPN,0.0051149894,0.00676036,0.004823733,0.005840024,0.0043787067,0.00538356262,0.0009353079993905653,0.17373402436443944,5,2601.6
CMKLR1,0.0065496303,0.00483381,0.0046094116,0.0057954215,0.0051216693,0.00538198854,0.0007904832444082437,0.14687568331541703,5,2599.8
PPP2R2A,0.013478037,0.0046787946,0.0023921423,0.0035597924,0.002756117,0.00537297666,0.004615053005385486,0.8589378471979974,5,2834.4
MNDA,0.005584663,0.0041877124,0.005491132,0.003975161,0.007579985,0.00536373068,0.0014394417449471904,0.26836577576769577,5,2637.4
TACR2,0.0068344725,0.0047041597,0.0050229877,0.0057685603,0.0044739773,0.0053608315,0.0009578266060986403,0.17867127629335866,5,2607.2
EDC3,0.0066460012,0.008334139,0.0045414898,0.004954862,0.0023085647,0.0053570113400000004,0.0022718170235470985,0.42408292224132166,5,2658.2
RAB38,0.004519626,0.0047501633,0.004310005,0.009474161,0.0037266756,0.005356126179999999,0.0023331637885989323,0.43560657650506146,5,2677.2
NRXN1,0.0066623464,0.0052882303,0.0038897311,0.0043802788,0.0065401057,0.00535213846,0.0012465093007659762,0.23289929998671524,5,2622.4
ENPEP,0.005950796,0.006818507,0.004937782,0.0045288466,0.004518699,0.00535092612,0.001006571196268586,0.18811158548916498,5,2615.8
KIF17,0.0059298915,0.0059860945,0.003622307,0.004234802,0.006952326,0.0053450842,0.0013726623611601742,0.2568083700459151,5,2630.4
STOM,0.006046753,0.00538559,0.006788992,0.0046909205,0.0037652985,0.0053355108,0.0011728218443152715,0.21981435110491604,5,2623.4
CES5A,0.0057116207,0.003967472,0.005271241,0.005384476,0.006340088,0.00533497954,0.0008701567319685047,0.16310404293856107,5,2621.6
MAN1A1,0.0075318757,0.008539592,0.0020970122,0.0024837034,0.0060172025,0.00533387716,0.002922991787920076,0.5480050815268637,5,2722.8
MSRA,0.0055985427,0.004878088,0.0054818983,0.006222427,0.0044583855,0.005327868299999999,0.0006810887969319749,0.12783514129506074,5,2618.6
SPRR2F,0.004591384,0.0075967833,0.0049812533,0.0038448288,0.0055937115,0.005321592179999999,0.0014213029389201048,0.26708227365895315,5,2635.4
BRAP,0.0047677956,0.004877209,0.004280766,0.0055520697,0.0070943423,0.00531443652,0.0010935027500531475,0.20576080755465445,5,2627.8
NAT8B,0.0042839814,0.004212141,0.0060329963,0.003439548,0.008602256,0.00531418454,0.0020687064136318133,0.3892801234245082,5,2681.4
SPON1,0.0056047784,0.004699761,0.0073522422,0.0038062697,0.005095806,0.005311771460000001,0.0013169194489517793,0.24792471944035394,5,2643.6
PLPP1,0.0039292094,0.0064819832,0.0045810314,0.0066779796,0.004853441,0.00530472892,0.0012135895009219436,0.22877502681549725,5,2630.0
PLCE1,0.0061762966,0.007996982,0.0036290423,0.0037790253,0.004932386,0.00530274644,0.0018222358279773759,0.34364000779516357,5,2657.0
HERPUD1,0.0056585786,0.006027849,0.0040822504,0.006346722,0.004395442,0.0053021684,0.0010068621403069935,0.18989629607143252,5,2620.6
COLEC11,0.0049136854,0.0039504576,0.0013290187,0.0058149346,0.010495733,0.005300765860000001,0.0033541016778482983,0.6327579384629333,5,2796.8
TIMELESS,0.0050444594,0.005355472,0.0066995523,0.004454506,0.004943141,0.005299426140000001,0.0008469550733079282,0.15982014862234276,5,2634.2
CLCNKB,0.004202363,0.005312459,0.0028858786,0.008174472,0.0059200637,0.005299047259999999,0.0019798994972385665,0.3736331080086587,5,2662.2
PDE9A,0.0022973702,0.0028712228,0.0029032347,0.016862262,0.0015413706,0.00529509206,0.0064898440926994755,1.2256338547397183,5,3094.6
ARHGEF10L,0.004365604,0.004602749,0.005089747,0.008905984,0.0034862356,0.00529006392,0.002103320555951977,0.3975983254190957,5,2677.0
ESPN,0.007451166,0.0029517962,0.003492684,0.009394183,0.0031602609,0.00529001802,0.0029473838833650704,0.5571595167014327,5,2739.0
RAB6B,0.006631521,0.0057931184,0.003218554,0.005564235,0.0052361498,0.005288715639999999,0.0012670627135364639,0.23957852903894528,5,2631.2
SLC26A1,0.01039562,0.0030923204,0.005906503,0.0040689665,0.0029094403,0.00527457004,0.003099759024211539,0.5876799437118744,5,2754.4
ACTA2,0.006793784,0.004905409,0.0030095773,0.006395672,0.00526584,0.00527405646,0.0014858858924441027,0.2817349233390844,5,2650.4
INO80,0.0031770705,0.0069957757,0.0033533662,0.0054809568,0.007305365,0.00526250684,0.0019505815478621045,0.37065634443186857,5,2684.2
TLR9,0.0049331575,0.0068794587,0.0033299846,0.004639412,0.006521118,0.00526062616,0.0014517212249890966,0.2759597775693486,5,2657.4
COL19A1,0.005404637,0.004892025,0.0068871477,0.0042763497,0.0048380406,0.005259640000000001,0.0009936740033768294,0.18892433766889544,5,2650.6
SLC24A3,0.0058328365,0.005773486,0.005246924,0.0050738365,0.004352523,0.0052559212,0.0006020939878703119,0.11455536811897253,5,2623.8
COL1A2,0.005837785,0.005432334,0.0045942767,0.0053656558,0.005044883,0.0052549868999999996,0.00046476737241562025,0.0884431077108147,5,2622.6
RCAN2,0.0073580584,0.0070845983,0.006501273,0.0021365704,0.003173586,0.0052508172200000005,0.0024176580038857837,0.46043461476379166,5,2718.4
MGAT5,0.004224425,0.005135465,0.0064007826,0.005196596,0.005275374,0.00524652852,0.0007734110340785499,0.14741386254363673,5,2645.4
MAP3K20,0.00249532,0.0044150157,0.0047981003,0.004686516,0.009835455,0.0052460814,0.0027310029760445964,0.5205796036722946,5,2750.2
TMEM186,0.0063016512,0.0038908608,0.0064755995,0.005041363,0.004516219,0.0052451387000000006,0.0011221819748128954,0.21394705440542408,5,2654.8
OR5AN1,0.0055820197,0.0042822845,0.0053215,0.005693986,0.0053453706,0.0052450321599999995,0.0005607847943947332,0.10691732238963683,5,2633.8
OR52M1,0.0025974447,0.0049414886,0.006494112,0.0036301399,0.008557956,0.00524422824,0.002358251293197598,0.44968509860234424,5,2725.6
SLC39A14,0.008305143,0.007245427,0.003454849,0.00318835,0.0040228614,0.00524332608,0.0023608389364613656,0.45025598264172145,5,2701.6
GALR1,0.006340335,0.005411938,0.0046363138,0.0048739584,0.004949612,0.00524243144,0.000675096085774394,0.12877537713195045,5,2631.0
NAGK,0.003413687,0.004487829,0.010898672,0.0040787496,0.0033253734,0.0052408622,0.0031990640421370713,0.6104079672495628,5,2781.8
ENGASE,0.0016119687,0.008216478,0.0060459683,0.0026713868,0.007652263,0.005239612959999999,0.0029617732485055304,0.5652656543748855,5,2788.6
OR4X1,0.0056099673,0.0046354574,0.003997725,0.0058125597,0.0061380835,0.00523875858,0.000891622903940801,0.17019736457120746,5,2642.6
ATP2A2,0.0085181445,0.005946871,0.0021538138,0.002265289,0.007309009,0.00523862546,0.002911191232270418,0.5557166196551143,5,2753.4
DDO,0.009178667,0.0037144918,0.002046946,0.0031563095,0.0080853235,0.00523634756,0.0031809366572569855,0.6074724072091551,5,2774.4
LYPD4,0.0052011376,0.007009644,0.0019101076,0.0054608,0.0065951142,0.00523536068,0.002006633566887515,0.38328468457831544,5,2693.8
ZFHX3,0.0047414782,0.005609291,0.0033834237,0.0054312213,0.0070045516,0.00523399316,0.001321155073172738,0.25241818871095695,5,2650.6
LAG3,0.003274656,0.0053055435,0.003909557,0.0068500005,0.00681999,0.0052319494,0.0016374597334190921,0.3129731593770942,5,2672.4
MBL2,0.0054066028,0.0050533926,0.0068323873,0.0040722424,0.004780716,0.00522906822,0.0010213077662790742,0.19531352877990837,5,2657.0
CYP19A1,0.0036510832,0.006196268,0.00689044,0.0048857597,0.004461259,0.0052169619799999995,0.0013126621101928447,0.25161427574613926,5,2667.4
GADL1,0.008602244,0.0048568477,0.0036865494,0.005617603,0.0033065982,0.00521396846,0.00210605896805206,0.4039262961042269,5,2695.8
CREM,0.005230488,0.004385646,0.007161956,0.0049977996,0.004291686,0.00521351512,0.0011595666575718153,0.22241551638039853,5,2664.0
ABCC11,0.0026619907,0.004249557,0.004283115,0.0077840122,0.007084627,0.005212660379999999,0.002145556324075973,0.41160485580608136,5,2712.6
PPP1R12C,0.005175993,0.004876978,0.0052702203,0.0058674584,0.0048500444,0.00520813882,0.00041154856177978813,0.07902027499716072,5,2643.6
KRT24,0.0056920443,0.0048700287,0.004347591,0.005847778,0.00526117,0.0052037224,0.0006125517488633879,0.11771414802284377,5,2646.6
KDM4A,0.004239418,0.008782696,0.003236536,0.004603504,0.0051171975,0.0051958703000000005,0.0021199173183374274,0.40800043032972305,5,2701.8
SLC26A2,0.008679113,0.005383616,0.0024586376,0.004809449,0.0046260185,0.0051913668199999995,0.0022435809600567934,0.43217538614556883,5,2704.6
HLA-DMA,0.008697377,0.0053547854,0.0031727117,0.004246385,0.004462617,0.00518677522,0.002110553424719616,0.4069105244008658,5,2702.4
LCE2A,0.0057113757,0.004480624,0.0048159445,0.0053149103,0.0055310046,0.0051707718199999995,0.0005111268317999527,0.09884923365269534,5,2657.2
KLRB1,0.005715105,0.005585871,0.0051800855,0.0047590667,0.0046033296,0.00516869156,0.0004899394927399535,0.09478984904642937,5,2652.4
DRD3,0.0063081062,0.0060298904,0.0032766033,0.0069223684,0.0033040314,0.005168199940000001,0.001744438728537491,0.3375331350933553,5,2679.2
OR51E2,0.0051076068,0.006664895,0.0052656922,0.005543977,0.003238596,0.0051641534,0.0012367063377838816,0.23947900885048876,5,2669.4
CNTNAP1,0.0066197193,0.00495354,0.006715151,0.0028616767,0.004666242,0.0051632658,0.0015904350368556538,0.3080288907178968,5,2696.6
FBXW2,0.008720595,0.0039670817,0.0053309887,0.0039729215,0.0038174603,0.00516180944,0.0020821671283124915,0.4033793096229627,5,2708.6
FBF1,0.0083364565,0.0038433506,0.0020913663,0.0045121023,0.007012041,0.005159063340000001,0.002504484838862816,0.48545339993108433,5,2745.4
RAB26,0.012882485,0.0035902644,0.002213114,0.0029981823,0.0041056275,0.0051579346399999995,0.004375217632711494,0.8482499174730711,5,2876.2
EVA1A,0.0053320387,0.004891326,0.004567681,0.00453676,0.006443247,0.00515421054,0.0007886076657166466,0.15300261011779442,5,2668.2
FMO1,0.009454743,0.0053548235,0.0036516269,0.0034794468,0.0038269993,0.0051535279000000005,0.002517881228575106,0.4885742888042007,5,2726.2
STARD3,0.005204183,0.006005889,0.005243562,0.0039258637,0.0053867986,0.00515325926,0.0007580840602655673,0.1471076889435536,5,2660.6
WNT5A,0.005485174,0.008858657,0.0040328675,0.00452008,0.0028565812,0.00515067194,0.0022787622801401356,0.44242038838531345,5,2715.2
IKBKE,0.0059713344,0.0053641195,0.004196754,0.0074135032,0.002764076,0.005141957420000001,0.0017638645035929327,0.34303366588222983,5,2693.0
GFI1,0.0049061957,0.0048695104,0.005625914,0.0059408997,0.004356035,0.00513971096,0.0006363926702058903,0.12381876630001977,5,2668.4
MCU,0.009256738,0.0034208044,0.003289933,0.0031206198,0.0065429644,0.00512621192,0.002709758666388085,0.5286083971315967,5,2756.2
ABL2,0.005680014,0.005343236,0.0037568682,0.00648863,0.0043495577,0.00512366118,0.0010826172787968015,0.21129759380318772,5,2672.8
LCE1C,0.0060301474,0.0054251454,0.0045501143,0.005419315,0.0041865855,0.00512226152,0.0007428119280147747,0.14501640049311162,5,2659.8
